id,name,name_en,landmark_type,location,address,description,phone,website,popularity_score,rating,review_count,opening_hours,price_range,source,source_id,is_benchmark,is_active,created_at,updated_at
4f9ef112-d648-46fe-9a2e-2ba7721db8df,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.7199406133156085,,,,,,,t,,2025-06-07 05:44:20.822556+00,
9a40ce86-e7f8-4dcd-9673-0e3b8158cb6c,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.9246031134289762,,,,,,,t,,2025-06-07 05:44:20.822556+00,
0a2875fa-ab08-4b64-bfcd-6242eff3ce6e,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.7040968251882075,,,,,,,t,,2025-06-07 05:44:20.822556+00,
44c43a5b-a65f-4870-bff1-d4b6634b2247,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.9586011790694333,,,,,,,t,,2025-06-07 05:44:20.822556+00,
d542b251-f21e-4f89-b4f6-22be76f21938,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.7131706915498809,,,,,,,t,,2025-06-07 05:44:20.822556+00,
6e77ba6e-d4c7-4176-a8ca-aa5205db9133,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.951164607842969,,,,,,,t,,2025-06-07 06:28:13.428599+00,
fa4e6ec9-7f48-4d53-8a22-d29b22cb82a3,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.8191038226946047,,,,,,,t,,2025-06-07 06:28:13.428599+00,
a337cda9-3c7d-4009-9355-f124e098d442,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.9525200839583075,,,,,,,t,,2025-06-07 06:28:13.428599+00,
7ca1da81-d0b3-435c-b564-21c51c414944,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.7379119982619379,,,,,,,t,,2025-06-07 06:28:13.428599+00,
cf2e68d9-b0e4-4f5a-9da3-32b884d02ad8,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.9071336133296205,,,,,,,t,,2025-06-07 06:28:13.428599+00,
bf32ee2d-705f-4659-8c80-a0321b1d474b,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.7802834299314734,,,,,,,t,,2025-06-07 06:40:29.040126+00,
026a1ec3-06da-458b-bb86-625157853e52,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.8787096662236267,,,,,,,t,,2025-06-07 06:40:29.040126+00,
b9f9b781-4780-4ca9-8dbf-7a8b35c7b589,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.9236462849315239,,,,,,,t,,2025-06-07 06:40:29.040126+00,
cadd90b9-44ba-4cf1-b5d0-66e34535977a,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.9100441593411942,,,,,,,t,,2025-06-07 06:40:29.040126+00,
0e7bac8f-8c2a-47c1-9bd6-530431087800,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.704378646229798,,,,,,,t,,2025-06-07 06:40:29.040126+00,
6da1af71-def6-45e2-82db-49121c1f26e3,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.7181751719992935,,,,,,,t,,2025-06-07 06:40:38.039766+00,
d3d4ea99-1df8-41e8-a34e-367bbdb22cd9,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.9204951218318044,,,,,,,t,,2025-06-07 06:40:38.039766+00,
79e84664-154c-4cf5-a74e-201c9fd12184,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.9135602621363135,,,,,,,t,,2025-06-07 06:40:38.039766+00,
2210fc60-c57f-4666-882b-46917e930fda,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.7055087216705717,,,,,,,t,,2025-06-07 06:40:38.039766+00,
fe869d10-e8c0-4e81-a023-1315a17e08cc,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.9288590441985232,,,,,,,t,,2025-06-07 06:40:38.039766+00,
501d0e38-7b88-4e1e-9130-bc39955fb76b,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.7870434718475695,,,,,,,t,,2025-06-07 06:41:11.432999+00,
11fb1aab-f4e4-4079-adee-63bb78be68e0,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.7560668118562945,,,,,,,t,,2025-06-07 06:41:11.432999+00,
1dee1cab-235e-4c85-9655-77722c6d69ea,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.7241368855372992,,,,,,,t,,2025-06-07 06:41:11.432999+00,
b750702b-0255-4cd5-9ccd-5e9a9f731243,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.8256271811804679,,,,,,,t,,2025-06-07 06:41:11.432999+00,
121eee86-11cb-4f96-a6ba-23f1002f1bd3,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.9453270114574759,,,,,,,t,,2025-06-07 06:41:11.432999+00,
21058333-32fe-4350-9412-ac2e13243fd3,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.7108868505498878,,,,,,,t,,2025-06-07 07:03:11.160257+00,
8cb61993-ea19-43c7-872c-cb33bddd2d5d,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.988970193930096,,,,,,,t,,2025-06-07 07:03:11.160257+00,
3fc75d49-7f39-427f-9b93-fd9b38f2b084,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.8831575208694343,,,,,,,t,,2025-06-07 07:03:11.160257+00,
dc1d5375-97e8-46b7-88f5-4d5f53b8b6a4,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.8174372961214557,,,,,,,t,,2025-06-07 07:03:11.160257+00,
abbd4657-849e-4ffd-814a-14c18169a3e3,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.8671234281075008,,,,,,,t,,2025-06-07 07:03:11.160257+00,
e46802a6-5b78-425d-88e6-d0844c40912f,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.9351262039883814,,,,,,,t,,2025-06-07 07:45:58.456884+00,
20947b3b-e78d-49b9-b037-0e9a7f429dd3,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.8781221048294936,,,,,,,t,,2025-06-07 07:45:58.456884+00,
7b03bf44-fcfa-4acc-a102-adbcdeb014cf,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.887156821909494,,,,,,,t,,2025-06-07 07:45:58.456884+00,
26412953-0a1f-4e47-b5c9-dcc009483956,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.8232318979090559,,,,,,,t,,2025-06-07 07:45:58.456884+00,
bfdeaefc-52da-4bb0-a35a-c5c6e9a1ed60,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.9175803050930771,,,,,,,t,,2025-06-07 07:45:58.456884+00,
3c18aa44-61d6-4c91-a99c-707dfbba27d3,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.9848865507669523,,,,,,,t,,2025-06-07 07:46:10.387839+00,
3054a508-9978-4bb8-8281-75394f281d0f,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.7242916613387225,,,,,,,t,,2025-06-07 07:46:10.387839+00,
5b44baf7-195a-4fb2-8152-040075e6db31,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.8705786263664376,,,,,,,t,,2025-06-07 07:46:10.387839+00,
175dffde-4bb2-4b78-8e41-7abfbaac5211,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.9573494936067016,,,,,,,t,,2025-06-07 07:46:10.387839+00,
1a2b07d7-501b-4001-a6b8-f1b8d81631cb,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.99175547430466,,,,,,,t,,2025-06-07 07:46:10.387839+00,
fcb5acef-9d8b-47e4-891c-75e276328f32,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.9268068206507285,,,,,,,t,,2025-06-07 07:46:55.50521+00,
a1467165-0c72-4615-bd22-19f76005d9d0,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.7781662319758305,,,,,,,t,,2025-06-07 07:46:55.50521+00,
a66b940f-d513-434b-b256-f34bbac19bc6,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.9584704640840849,,,,,,,t,,2025-06-07 07:46:55.50521+00,
10d7b8aa-dc89-4421-be7f-3d6613e96203,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.7355064431261157,,,,,,,t,,2025-06-07 07:46:55.50521+00,
4eda8f5c-2241-4e98-8b7d-55dcc230260e,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.7253809392522106,,,,,,,t,,2025-06-07 07:46:55.50521+00,
fffd94e2-d166-4474-9afb-8be9b26a8507,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.94803149838643,,,,,,,t,,2025-06-07 11:55:26.729038+00,
5fec75bc-405f-4fe6-8cf4-0b3427762489,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.8146818586444338,,,,,,,t,,2025-06-07 11:55:26.729038+00,
a2adaa17-7549-4342-9108-e6d17db3c098,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.7572137415587271,,,,,,,t,,2025-06-07 11:55:26.729038+00,
1b745f64-ed0d-46a4-93bb-fd08559b35ee,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.8581127335383102,,,,,,,t,,2025-06-07 11:55:26.729038+00,
c507aafb-7924-49b2-9448-dae6a718ddc1,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.9191311457114708,,,,,,,t,,2025-06-07 11:55:26.729038+00,
fc8c02d3-f214-474d-ab16-9961f4e9927a,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.7800006759651369,,,,,,,t,,2025-06-07 11:56:38.627042+00,
0b7f1881-d074-453c-bc43-f427a662bc43,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.9444604875072888,,,,,,,t,,2025-06-07 11:56:38.627042+00,
30a7244e-7e5e-40d8-be3d-f83155f02797,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.8633049640040101,,,,,,,t,,2025-06-07 11:56:38.627042+00,
4932fbec-bebf-4ab8-b550-bb4ecd2ae9b9,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.8062844616246536,,,,,,,t,,2025-06-07 11:56:38.627042+00,
4a0a9540-7545-4230-93d2-d0a993641bd5,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.8167696442493465,,,,,,,t,,2025-06-07 11:56:38.627042+00,
d9b3bb5a-f9e5-4d64-9a54-a94ba72105a8,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.74373804278902,,,,,,,t,,2025-06-07 11:57:03.064269+00,
78cf6a4a-af0d-4055-84c9-897503ffc7d5,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.8302980665603055,,,,,,,t,,2025-06-07 11:57:03.064269+00,
89624845-e2df-4653-b9bb-99bc059250e3,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.9036604714157732,,,,,,,t,,2025-06-07 11:57:03.064269+00,
04c070b9-e50f-4a0f-9b98-2dff36275ae8,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.9973602281091027,,,,,,,t,,2025-06-07 11:57:03.064269+00,
518690e8-6561-437a-9f62-afcf1b326049,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.7371522280894599,,,,,,,t,,2025-06-07 11:57:03.064269+00,
563ce21e-0a67-4bcf-97bf-5078748fb799,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.9359014988571601,,,,,,,t,,2025-06-07 11:57:11.116935+00,
cad47af0-9a5b-4d03-9dcd-d1c489506991,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.8049218597130094,,,,,,,t,,2025-06-07 11:57:11.116935+00,
6b22ed7b-17fa-454b-9ca8-68a5b82859ac,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.7489385009483779,,,,,,,t,,2025-06-07 11:57:11.116935+00,
b8f91490-e2dd-400b-b5a4-144d9268e9be,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.9190014778358058,,,,,,,t,,2025-06-07 11:57:11.116935+00,
90baec54-3d9e-400b-bf15-ca6cee5d471b,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.7836985085849681,,,,,,,t,,2025-06-07 11:57:11.116935+00,
822f24f6-d660-4cae-9dba-43c878b97382,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.7468714388427685,,,,,,,t,,2025-06-07 11:57:20.217323+00,
01452ba4-15fa-4413-953a-ea0ccb7ff6ba,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.8809612892584905,,,,,,,t,,2025-06-07 11:57:20.217323+00,
8b6fe08c-513b-4c4f-a207-49761bd09246,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.9648850137555437,,,,,,,t,,2025-06-07 11:57:20.217323+00,
2a97e05f-ccba-43fc-854f-928915fed33c,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.9583736253527355,,,,,,,t,,2025-06-07 11:57:20.217323+00,
47fc9f82-8060-4934-81d9-114ebc34542a,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.8639368545488033,,,,,,,t,,2025-06-07 11:57:20.217323+00,
d6fd29b9-e7d1-4d0d-9408-3311206498a3,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.7010083382344543,,,,,,,t,,2025-06-08 02:14:43.41374+00,
e1218c45-e4f9-4c69-bb7a-e40c4903e931,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.7933502371265369,,,,,,,t,,2025-06-08 02:14:43.41374+00,
fb3a1d63-5cfc-47e5-8c40-5082b4fe2975,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.9439274440235939,,,,,,,t,,2025-06-08 02:14:43.41374+00,
a98b5e47-3013-41ea-830c-11239dddc12a,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.9337714501134624,,,,,,,t,,2025-06-08 02:14:43.41374+00,
99f61f71-4b15-4a24-87ee-542d57e148e4,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.7110515497435684,,,,,,,t,,2025-06-08 02:14:43.41374+00,
0d051acb-011a-4035-b14b-2ffb30f9cbca,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.9632830086195243,,,,,,,t,,2025-06-08 02:19:50.71289+00,
8f2ac6b9-1e80-404b-875d-90b8ce671731,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.7010648046560466,,,,,,,t,,2025-06-08 02:19:50.71289+00,
4af1edc2-1b7c-4e3b-9d0d-c43661882148,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.7088978333179661,,,,,,,t,,2025-06-08 02:19:50.71289+00,
dd016fbb-1586-493d-99f8-f19a8864aee6,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.7041639500025226,,,,,,,t,,2025-06-08 02:19:50.71289+00,
c366cb25-4de6-4033-aff8-fbfddd1a5deb,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.9415695504249673,,,,,,,t,,2025-06-08 02:19:50.71289+00,
e5318f57-c5e1-4425-82b8-7a4f0c2416b9,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.8261628949126827,,,,,,,t,,2025-06-08 02:20:02.985335+00,
5f3781ce-5ab9-4016-8b1d-b5610a002d8f,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.9912573601135932,,,,,,,t,,2025-06-08 02:20:02.985335+00,
cd8b9bd5-e7e9-486d-a0b9-faefe8c20181,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.7480940757947734,,,,,,,t,,2025-06-08 02:20:02.985335+00,
924e659f-80cb-45fb-8dcc-44527d15af46,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.7226347131170069,,,,,,,t,,2025-06-08 02:20:02.985335+00,
9890b123-7497-4021-b55f-1a646c2159a8,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.7436282289108311,,,,,,,t,,2025-06-08 02:20:02.985335+00,
fb7fee25-9598-4890-8970-f5a046cf1a60,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.9229221422711982,,,,,,,t,,2025-06-08 02:20:11.982492+00,
7ae902a2-ced3-421e-8eed-4941656d5b08,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.9611827651527649,,,,,,,t,,2025-06-08 02:20:11.982492+00,
77f25127-92e1-4215-8803-30182a046e16,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.9208604041792787,,,,,,,t,,2025-06-08 02:20:11.982492+00,
08aa4679-51b9-48fc-ae27-7c695c1a0cd7,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.9333882620110397,,,,,,,t,,2025-06-08 02:20:11.982492+00,
088f3414-d718-4ec5-82a7-1e902316de53,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.8038707845290131,,,,,,,t,,2025-06-08 02:20:11.982492+00,
f64ce33a-a1b0-4a40-a09d-f07c9a00f7cf,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.7330250702590021,,,,,,,t,,2025-06-08 02:20:31.356553+00,
8d135d6d-3e77-4f12-a948-a93f6a0f1d48,宮島,,tourist_attraction,0101000020E6100000A779C7293A8A6040CBA145B6F3254140,,広島県の主要観光地・施設: 宮島,,,0.7747896948242512,,,,,,,t,,2025-06-08 02:20:31.356553+00,
081eac50-aa3f-4469-8d01-4acdc54bc1c6,広島駅,,transportation_hub,0101000020E61000008C4AEA04348F6040A52C431CEB324140,,広島県の主要観光地・施設: 広島駅,,,0.9387927303934724,,,,,,,t,,2025-06-08 02:20:31.356553+00,
396ca16b-dd59-4bcc-ab91-772d6354346b,マツダスタジアム,,sports_venue,0101000020E61000003A234A7B838F60408A8EE4F21F324140,,広島県の主要観光地・施設: マツダスタジアム,,,0.8792348155258474,,,,,,,t,,2025-06-08 02:20:31.356553+00,
b1a39c8e-7a22-4c5e-8a79-94393c3c677f,本通り商店街,,shopping_district,0101000020E610000062105839B48E6040EE7C3F355E324140,,広島県の主要観光地・施設: 本通り商店街,,,0.7591184510567859,,,,,,,t,,2025-06-08 02:20:31.356553+00,
2f7bf4d0-044b-4305-b923-6a354d930ae9,原爆ドーム,,historic_monument,0101000020E6100000E6AE25E4838E6040B4C876BE9F324140,,広島県の主要観光地・施設: 原爆ドーム,,,0.9392823749178469,,,,,,,t,,2025-06-08 02:20:39.364443+00,
