NO,名称,名称_カナ,住所,方書,緯度,経度,標高,電話番号,内線番号,市区町村コード,都道府県名,市区町村名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,備考
34,久米小学校,,山口県周南市大字久米3417,,34.04096532,131.8448577,,(0834)29-0204,,352152,山口県,周南市,,,,,,,,,,,,,
35,久米小学校譲羽分校,,山口県周南市大字譲羽559-1,,34.06842721,131.8607946,,,,352152,山口県,周南市,,,,,,,,,,,,,
36,平井集会所,,山口県周南市大字久米1260-4,,34.0284945,131.838155,,(0834)25-5155,,352152,山口県,周南市,,,,,,,,,,,,,
37,久米市民センター,,山口県周南市大字久米2812-1,,34.041057,131.8459243,,(0834)29-0451,,352152,山口県,周南市,,,,,,,,,,,,,
38,東福祉館,,山口県周南市大字久米1316-1,,34.03225208,131.8416138,,(0834)25-1513,,352152,山口県,周南市,,,,,,,,,,,,,
39,太華中学校,,山口県周南市大字久米4117-4,,34.03331278,131.8314311,,(0834)25-0228,,352152,山口県,周南市,,,,,,,,,,,,,
40,鼓ケ浦整肢学園,,山口県周南市大字久米752-4,,34.03785179,131.8489324,,(0834)29-1430,,352152,山口県,周南市,,,,,,,,,,,,,
41,（旧）粭島小学校,,山口県周南市大字粭島314-1,,33.98164905,131.7626467,,(0834)84-0301,,352152,山口県,周南市,,,,,,,,,,,,,
42,鼓南中学校,,山口県周南市大字大島880,,33.98388278,131.7768702,,(0834)84-0231,,352152,山口県,周南市,,,,,,,,,,,,,
43,大島市民センター,,山口県周南市大字大島1601,,33.98802176,131.790041,,(0834)84-0310,,352152,山口県,周南市,,,,,,,,,,,,,
44,粭島市民センター,,山口県周南市大字粭島227,,33.98231276,131.7602552,,(0834)84-0312,,352152,山口県,周南市,,,,,,,,,,,,,
45,四熊小学校,,山口県周南市大字四熊1547,,34.11192359,131.7649791,,(0834)62-2809,,352152,山口県,周南市,,,,,,,,,,,,,
46,小畑小学校,,山口県周南市大字小畑190,,34.0897397,131.756122,,,,352152,山口県,周南市,,,,,,,,,,,,,
47,菊川中学校,,山口県周南市大字上村685,,34.09603112,131.7901972,,(0834)62-2805,,352152,山口県,周南市,,,,,,,,,,,,,
48,菊川市民センター加見分館,,山口県周南市大字上村703-1,,34.0920242,131.7915491,,(0834)63-7096,,352152,山口県,周南市,,,,,,,,,,,,,
49,菊川市民センター,,山口県周南市大字下上2146,,34.09367841,131.7838061,,(0834)62-2801,,352152,山口県,周南市,,,,,,,,,,,,,
50,小畑市民センター,,山口県周南市大字小畑190,,34.08961421,131.7556693,,(0834)63-9280,,352152,山口県,周南市,,,,,,,,,,,,,
51,四熊市民センター,,山口県周南市大字四熊1417,,34.11266523,131.7676234,,(0834)63-0108,,352152,山口県,周南市,,,,,,,,,,,,,
52,菊川小学校,,山口県周南市大字下上88,,34.08987034,131.784334,,(0834)62-2813,,352152,山口県,周南市,,,,,,,,,,,,,
53,菊川市民センター富岡分館,,山口県周南市大字下上1560,,34.08525937,131.776046,,(0834)63-7819,,352152,山口県,周南市,,,,,,,,,,,,,
54,大向小学校,,山口県周南市大字大向1652-1,,34.18146147,131.8185431,,(0834)88-1512,,352152,山口県,周南市,,,,,,,,,,,,,
55,大道理地区体育館,,山口県周南市大字大道理1332,,34.14140702,131.8072445,,(0834)88-1915,,352152,山口県,周南市,,,,,,,,,,,,,
56,向道湖ふれあいの家,,山口県周南市大字大向826-1,,34.18078379,131.8199236,,(0834)88-2722,,352152,山口県,周南市,,,,,,,,,,,,,
57,大向市民センター,,山口県周南市大字大向1653-1,,34.18100596,131.8187626,,(0834)88-0312,,352152,山口県,周南市,,,,,,,,,,,,,
58,大道理市民センター,,山口県周南市大字大道理1332,,34.14140702,131.8072445,,(0834)88-1830,,352152,山口県,周南市,,,,,,,,,,,,,
59,夜市小学校,,山口県周南市大字夜市730,,34.08281121,131.7162136,,(0834)62-2711,,352152,山口県,周南市,,,,,,,,,,,,,
60,夜市市民センター,,山口県周南市大字夜市660-1,,34.08221955,131.7140332,,(0834)62-2707,,352152,山口県,周南市,,,,,,,,,,,,,
61,戸田小学校,,山口県周南市大字戸田2527-2,,34.0784137,131.688213,,(0834)83-2016,,352152,山口県,周南市,,,,,,,,,,,,,
62,戸田市民センター,,山口県周南市大字戸田2845-2,,34.07791094,131.6872325,,(0834)83-2001,,352152,山口県,周南市,,,,,,,,,,,,,
63,桜田中学校,,山口県周南市大字戸田2960,,34.07946357,131.6868103,,(0834)83-2007,,352152,山口県,周南市,,,,,,,,,,,,,
64,湯野小学校,,山口県周南市大字湯野3843,,34.0996475,131.6779049,,(0834)83-2025,,352152,山口県,周南市,,,,,,,,,,,,,
65,湯野市民センター,,山口県周南市大字湯野4230-1,,34.09340921,131.6767885,,(0834)83-2002,,352152,山口県,周南市,,,,,,,,,,,,,
66,大津島小学校,,山口県周南市大字大津島1964-1,,33.9910796,131.718519,,(0834)85-2004,,352152,山口県,周南市,,,,,,,,,,,,,
67,大津島海の郷,,山口県周南市大字大津島217-1 ,,34.006636,131.703876,,(0834)85-2560,,352152,山口県,周南市,,,,,,,,,,,,,
68,大津島支所,,山口県周南市大字大津島1361-4,,34.01773251,131.7103892,,(0834)85-2001,,352152,山口県,周南市,,,,,,,,,,,,,
69,（旧）馬島公民館,,山口県周南市大字大津島2042,,33.98979984,131.7224478,,(0834)85-2230,,352152,山口県,周南市,,,,,,,,,,,,,
70,長穂地区体育館,,山口県周南市大字長穂1692-2,,34.13295318,131.8384088,,(0834)88-0407,,352152,山口県,周南市,,,,,,,,,,,,,
71,長穂市民センター,,山口県周南市大字長穂885,,34.1367389,131.842864,,(0834)88-0401,,352152,山口県,周南市,,,,,,,,,,,,,
72,沼城小学校,,山口県周南市大字須々万本郷514,,34.12154418,131.867712,,(0834)88-0008,,352152,山口県,周南市,,,,,,,,,,,,,
73,須々万中学校,,山口県周南市大字須々万本郷362-5,,34.113831,131.865864,,(0834)88-0021,,352152,山口県,周南市,,,,,,,,,,,,,
74,徳山高等学校徳山北分校,,山口県周南市大字須々万奥430-1,,34.12561302,131.8637456,,(0834)88-1010,,352152,山口県,周南市,,,,,,,,,,,,,
75,須々万市民センター別館,,山口県周南市大字須々万本郷480-11,,34.12218303,131.8691063,,(0834)88-2248,,352152,山口県,周南市,,,,,,,,,,,,,
76,須々万市民センター,,山口県周南市大字須々万本郷478-2,,34.12250244,131.8690896,,(0834)88-0001,,352152,山口県,周南市,,,,,,,,,,,,,
77,中須小学校,,山口県周南市大字中須南2583,,34.1146742,131.918618,,(0834)89-0070,,352152,山口県,周南市,,,,,,,,,,,,,
78,中須市民センター,,山口県周南市大字中須南2557-1,,34.11386036,131.9169321,,(0834)89-0301,,352152,山口県,周南市,,,,,,,,,,,,,
79,大田原自然の家,,山口県周南市大字中須北3194,,34.15325395,131.9325211,,(0834)89-0461,,352152,山口県,周南市,,,,,,,,,,,,,
80,中須中学校,,山口県周南市大字中須南2281,,34.11555463,131.9169765,,(0834)89-0312,,352152,山口県,周南市,,,,,,,,,,,,,
81,須磨小学校,,山口県周南市大字須万2581,,34.20081212,131.9222266,,(0834)86-2210,,352152,山口県,周南市,,,,,,,,,,,,,
82,須金市民センター,,山口県周南市大字須万2427-2,,34.19930676,131.9235848,,(0834)86-2201,,352152,山口県,周南市,,,,,,,,,,,,,
83,明石集会所,,山口県周南市川崎3-11-34,,34.07071071,131.7850903,,(0834)62-1963,,352152,山口県,周南市,,,,,,,,,,,,,
84,川崎会館（2F）,,山口県周南市川崎2-14-3,,34.07116332,131.7801629,,(0834)63-2501,,352152,山口県,周南市,,,,,,,,,,,,,
85,富田東小学校,,山口県周南市桶川町2-1,,34.07178537,131.7756133,,(0834)62-2335,,352152,山口県,周南市,,,,,,,,,,,,,
86,とんとん会館,,山口県周南市古泉3-12-20,,34.06655801,131.774072,,(0834)63-4927,,352152,山口県,周南市,,,,,,,,,,,,,
87,新南陽高等学校,,山口県周南市土井1-8-1,,34.0779703,131.7710909,,(0834)63-5555,,352152,山口県,周南市,,,,,,,,,,,,,
88,富田中学校,,山口県周南市大字富田2703-1,,34.07308779,131.7620253,,(0834)62-2501,,352152,山口県,周南市,,,,,,,,,,,,,
89,ほのぼの会館,,山口県周南市大神2-7-24,,34.0809941,131.765058,,(0834)64-4400,,352152,山口県,周南市,,,,,,,,,,,,,
90,富田西小学校,,山口県周南市富田2-14-1,,34.07461805,131.7533506,,(0834)62-2075,,352152,山口県,周南市,,,,,,,,,,,,,
91,光万寺集会所,,山口県周南市河内町10-4,,34.07789008,131.7565864,,,,352152,山口県,周南市,,,,,,,,,,,,,
92,南陽工業高等学校,,山口県周南市温田1-1-1,,34.0732327,131.7459419,,(0834)62-2075,,352152,山口県,周南市,,,,,,,,,,,,,
93,学び・交流プラザ,,山口県周南市中央町4-10,,34.071011,131.764602,,(0834)63-1188,,352152,山口県,周南市,,,,,,,,,,,,,
94,福川小学校,,山口県周南市福川3-2-1,,34.07560101,131.7368042,,(0834)62-2676,,352152,山口県,周南市,,,,,,,,,,,,,
95,新南陽ふれあいセンター,,山口県周南市福川南町2-1,,34.07129303,131.7378072,,(0834)63-5000,,352152,山口県,周南市,,,,,,,,,,,,,
96,福川中学校,,山口県周南市若山1-7-1,,34.07623973,131.7291436,,(0834)62-2703,,352152,山口県,周南市,,,,,,,,,,,,,
97,福川南小学校,,山口県周南市中畷町6-1,,34.0717428,131.7275439,,(0834)63-8230,,352152,山口県,周南市,,,,,,,,,,,,,
98,矢地峠集会所,,山口県周南市大字馬神1409-1,,34.1160738,131.71227,,,,352152,山口県,周南市,,,,,,,,,,,,,
99,馬神集会所,,山口県周南市大字馬神833-12,,34.1256734,131.718191,,,,352152,山口県,周南市,,,,,,,,,,,,,
100,新南陽斎場,,山口県周南市大字米光2185,,34.10906481,131.7382197,,(0834)67-2950,,352152,山口県,周南市,,,,,,,,,,,,,
101,平木集会所,,山口県周南市大字米光平木,,34.1318672,131.72096,,,,352152,山口県,周南市,,,,,,,,,,,,,
102,和田老人憩いの家・老人作業所,,山口県周南市大字米光836-5,,34.1370242,131.728272,,(0834)67-2789,,352152,山口県,周南市,,,,,,,,,,,,,
103,和田中学校,,山口県周南市大字垰215-1,,34.14868234,131.7357517,,(0834)67-2102,,352152,山口県,周南市,,,,,,,,,,,,,
104,夏切集会所,,山口県周南市大字夏切1140-1,,34.1505841,131.740475,,,,352152,山口県,周南市,,,,,,,,,,,,,
105,中村区公会堂,,山口県周南市大字夏切221-2,,34.1579709,131.743136,,,,352152,山口県,周南市,,,,,,,,,,,,,
106,林集会所,,山口県周南市大字夏切672,,34.1575592,131.733009,,,,352152,山口県,周南市,,,,,,,,,,,,,
107,大原公会堂,,山口県周南市大字高瀬627-1,,34.1648678,131.751906,,,,352152,山口県,周南市,,,,,,,,,,,,,
108,高瀬集会所,,山口県周南市大字高瀬690-3,,34.1691376,131.753247,,,,352152,山口県,周南市,,,,,,,,,,,,,
109,西迫下集会所,,山口県周南市大字高瀬1026,,34.1763745,131.754113,,,,352152,山口県,周南市,,,,,,,,,,,,,
110,打木野集会所,,山口県周南市大字馬神788-1,,34.1250987,131.712956,,,,352152,山口県,周南市,,,,,,,,,,,,,
111,和田市民センター,,山口県周南市大字垰166,,34.1462974,131.7383209,,(0834)67-2069,,352152,山口県,周南市,,,,,,,,,,,,,
112,大河内市民センター,,山口県周南市大字大河内1638-23,,34.02814413,131.9411603,,(0833)92-0175,,352152,山口県,周南市,,,,,,,,,,,,,
113,大河内小学校,,山口県周南市大字大河内1115-1,,34.02694702,131.9408937,,(0833)92-0097,,352152,山口県,周南市,,,,,,,,,,,,,
114,ゆめプラザ熊毛,,山口県周南市熊毛中央町1-1,,34.05001493,131.9693799,,(0833)92-0002,,352152,山口県,周南市,,,,,,,,,,,,,
115,勝間市民センター,,山口県周南市大字呼坂1193-1,,34.04290426,131.954673,,(0833)92-0043,,352152,山口県,周南市,,,,,,,,,,,,,
116,熊毛体育センター,,山口県周南市大字呼坂9-71,,34.05304233,131.9644246,,(0833)92-0026,,352152,山口県,周南市,,,,,,,,,,,,,
117,勝間小学校,,山口県周南市勝間ヶ丘1-1-1,,34.04739825,131.9537506,,(0833)92-0094,,352152,山口県,周南市,,,,,,,,,,,,,
118,熊毛中学校,,山口県周南市大字安田1827-1,,34.04844561,131.9668385,,(0833)91-0651,,352152,山口県,周南市,,,,,,,,,,,,,
119,熊毛武道館,,山口県周南市大字安田1837-2,,34.04872056,131.9656469,,(0833)91-2511,,352152,山口県,周南市,,,,,,,,,,,,,
120,サンウイング熊毛,,山口県周南市大字中村803-2,,34.03752685,131.9500957,,(0833)92-0200,,352152,山口県,周南市,,,,,,,,,,,,,
121,高水市民センター,,山口県周南市大字樋口491,,34.0583192,131.977413,,(0833)92-0173,,352152,山口県,周南市,,,,,,,,,,,,,
122,高水会館,,山口県周南市大字原1-5,,34.05548664,131.9749376,,(0833)92-0170,,352152,山口県,周南市,,,,,,,,,,,,,
123,高水小学校,,山口県周南市大字樋口288-1,,34.0612142,131.97784,,(0833)92-0091,,352152,山口県,周南市,,,,,,,,,,,,,
124,三丘市民センター,,山口県周南市大字安田562-2,,34.03497781,131.9812681,,(0833)92-0177,,352152,山口県,周南市,,,,,,,,,,,,,
125,熊毛北高等学校,,山口県周南市大字安田1-2,,34.04082992,131.9791295,,(0833)91-0658,,352152,山口県,周南市,,,,,,,,,,,,,
126,三丘小学校,,山口県周南市大字小松原1242,,34.03559747,131.9914816,,(0833)91-0327,,352152,山口県,周南市,,,,,,,,,,,,,
127,東善寺やすらぎの里,,山口県周南市大字小松原1706-1,,34.03246458,131.994012,,(0833)92-0058,,352152,山口県,周南市,,,,,,,,,,,,,
128,鶴いこいの里交流センター,,山口県周南市大字八代826-8,,34.08633854,131.9387975,,(0833)92-0003,,352152,山口県,周南市,,,,,,,,,,,,,
129,鹿野総合支所,,山口県周南市大字鹿野上3277,,34.23185864,131.8172282,,(0834)68-2331,,352152,山口県,周南市,,,,,,,,,,,,,
130,鹿野総合体育館,,山口県周南市大字鹿野上3028-1,,34.22773692,131.8143924,,(0834)68-3424,,352152,山口県,周南市,,,,,,,,,,,,,
131,鹿野小学校,,山口県周南市大字鹿野上3054,,34.22830907,131.8160395,,(0834)68-2288,,352152,山口県,周南市,,,,,,,,,,,,,
132,（旧）渋川小学校,,山口県周南市大字鹿野上1084,,34.226403,131.813854,,,,352152,山口県,周南市,,,,,,,,,,,,,
133,コアプラザかの,,山口県周南市大字鹿野上910,,34.2263781,131.813885,,(0834)68-0030,,352152,山口県,周南市,,,,,,,,,,,,,
134,徳山高等学校鹿野分校,,山口県周南市大字鹿野下1228,,34.19589611,131.8089493,,(0834)68-2054,,352152,山口県,周南市,,,,,,,,,,,,,
135,大潮田舎の店,,山口県周南市大字大潮1386-6,,34.28262728,131.7899731,,(0834)68-4010,,352152,山口県,周南市,,,,,,,,,,,,,
136,仁保津公民館,,山口県周南市大字巣山1410,,34.208808,131.78039,,,,352152,山口県,周南市,,,,,,,,,,,,,
137,金峰杣の里交流館,,山口県周南市大字金峰3964,,34.1881436,131.868407,,(0834)68-2277,,352152,山口県,周南市,,,,,,,,,,,,,
