都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置位置,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,備考,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200015,山口県,岩国市,中央公民館御庄分館（御庄出張所）,チュウオウコウミンカンミショウブンカン（ミショウシュッチョウジョ）,山口県岩国市御庄1735番地,,34.161885,132.146429,１階講堂,0827-46-0001,,1000020352080,岩国市,月火水木金,08:30,17:15,夜間の施設利用時は利用可能。12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200016,山口県,岩国市,中央公民館通津分館（通津出張所）,チュウオウコウミンカンツヅブンカン（ツヅシュッチョウジョ）,山口県岩国市通津2571番地５,,34.071562,132.207141,２階集会室前フロア,0827-38-1025,,1000020352080,岩国市,月火水木金,08:30,17:15,夜間の施設利用時は利用可能。12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200017,山口県,岩国市,中央公民館小瀬分館,チュウオウコウミンカンオゼブンカン,山口県岩国市小瀬285番地２,,34.208351,132.192471,玄関,0827-52-3312,,1000020352080,岩国市,月火水木金土日,08:30,22:00,祝日・12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200018,山口県,岩国市,中央公民館師木野分館,チュウオウコウミンカンシギノブンカン,山口県岩国市柱野831番地１,,34.135235,132.148785,1階講堂,0827-46-1001,,1000020352080,岩国市,月火水木金土日,08:30,22:00,12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200019,山口県,岩国市,中央公民館北河内分館（北河内出張所）,チュウオウコウミンカンキタゴウチブンカン（キタゴウチシュッチョウジョ）,山口県岩国市下446番地２,,34.162901,132.090565,北河内分館講堂,0827-47-3001,,1000020352080,岩国市,月火水木金,08:30,17:15,夜間の施設利用時は利用可能。12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200020,山口県,岩国市,中央公民館南河内分館（南河内出張所）,チュウオウコオウミンカンミナミゴウチブンカン（ミナミゴウチシュッチョウジョ）,山口県岩国市土生39番地３,,34.152130,132.103403,１階ロビー,0827-41-0037,,1000020352080,岩国市,月火水木金,08:30,17:15,夜間の施設利用時は利用可能。12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200022,山口県,岩国市,周東川越公民館,シュウトウカワゴエコウミンカン,山口県岩国市周東町獺越1560番地５,,34.133135,131.989489,玄関受付カウンター上,0827-86-0116,,1000020352080,岩国市,月火水木金土日,00:00,00:00,日直・宿直がいるので24時間利用可能。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200023,山口県,岩国市,周東祖生公民館,シュウトウソオコウミンカン,山口県岩国市周東町祖生4541番地１,,34.071580,132.116612,１階ロビー事務室入口,0827-85-0001,,1000020352080,岩国市,月火水木金土日,08:30,22:00,12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200024,山口県,岩国市,周東中田公民館,シュウトウナカタコウミンカン,山口県岩国市周東町中山２番地,,34.029131,132.052653,玄関受付カウンター横上,0827-84-2622,,1000020352080,岩国市,月火水木金,08:30,17:15,夜間の施設利用時は利用可能。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200025,山口県,岩国市,錦公民館,ニシキコウミンカン,山口県岩国市錦町広瀬6487番地４,,34.263786,131.955320,１階ロビー,0827-72-2246,,1000020352080,岩国市,月火水木金,08:30,17:15,夜間の施設利用時は利用可能。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200034,山口県,岩国市,教育委員会周東支所,キョウイクイインカイシュウトウシショ,山口県岩国市周東町下久原1208番地１,,34.093171,132.051797,執務室,0827-84-7707,,1000020352080,岩国市,月火水木金,08:30,17:15,プール開放の7月下旬～8月末を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200037,山口県,岩国市,岩国市保健センター,イワクニシホケンセンター,山口県岩国市室の木町三丁目１番11号,,34.172019,132.209457,１階ロビー,0827-24-3751,,1000020352080,岩国市,月火水木金,08:30,17:15,12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200038,山口県,岩国市,岩国市療育センター,イワクニシリョウイクセンター,山口県岩国市室の木町三丁目６番10号,,34.171355,132.207086,１階受付前,0827-24-0168,,1000020352080,岩国市,月火水木金土,08:30,17:30,日曜・祝日・12/30～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200039,山口県,岩国市,岩国市障害者サービスセンター,イワクニシショウガイシャサービスセンター,山口県岩国市岩国四丁目２番20号,,34.165200,132.183655,１階ロビー,0827-43-2399,,1000020352080,岩国市,月火水木金,08:30,22:00,12/30～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200040,山口県,岩国市,岩国市福祉会館,イワクニシフクシカイカン,山口県岩国市麻里布町七丁目１番２号,,34.171483,132.219240,１階玄関ロビー,0827-22-5877,,1000020352080,岩国市,火水木金土日,09:00,22:00,月曜・祝日・12/29～1/4を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200041,山口県,岩国市,由宇老人福祉センター,ユウロウジンフクシセンター,山口県岩国市由宇町802番地,,34.029591,132.166126,由宇老人福祉センター,0827-63-0675,,1000020352080,岩国市,月水金,08:30,16:30,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200042,山口県,岩国市,岩国市科学センター,イワクニシカガクセンター,山口県岩国市麻里布町六丁目14番25号,,34.168760,132.218553,玄関内,0827-22-0122,,1000020352080,岩国市,火水木金土日,09:00,17:00,月曜・祝日・月曜が休日に当たるときは、その翌日・12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200043,山口県,岩国市,岩国市防災学習館,イワクニシボウサイガクシュウカン,山口県岩国市愛宕町一丁目４番１号,,34.144988,132.200494,防災学習館内,0827-34-0020,,1000020352080,岩国市,火水木金土日,09:00,17:00,月曜、12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200044,山口県,岩国市,こども館にっこり,コドモカンニッコリ,山口県岩国市桂町二丁目６番１号,,34.172956,132.234754,１階ホール受付横,0827-24-0888,,1000020352080,岩国市,月火水木金,08:30,17:15,夜間の施設利用時は利用可能。12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200045,山口県,岩国市,岩国デイサービスセンターにしみ苑,イワクニデイサービスセンターニシミエン,山口県岩国市錦見二丁目６番12号,,34.166625,132.192646,２階玄関,0827-43-3763,,1000020352080,岩国市,月火水木金,08:30,17:15,12/30～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200047,山口県,岩国市,由宇文化会館,ユウブンカカイカン,山口県岩国市由宇町中央一丁目１番15号,,34.046797,132.211552,1階教育委員会由宇支所入り口前,0827-63-0121,,1000020352080,岩国市,月火水木金土,08:30,22:00,日曜・祝日・12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200048,山口県,岩国市,岩国市民文化会館,イワクニシミンブンカカイカン,山口県岩国市山手町一丁目15番３号,,34.167261,132.218284,１階ロビー,0827-24-1221,,1000020352080,岩国市,月火水木金土日,09:00,22:00,12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200049,山口県,岩国市,中央図書館,チュウオウトショカン,山口県岩国市南岩国町四丁目52番１号,,34.134131,132.195332,１階開架室カウンター横,0827-31-0046,,1000020352080,岩国市,火水木金土日,10:00,19:00,土曜・日曜は9:30～17：00。（月曜・祝日・月例整理日・12/29～1/4を除く。）,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200051,山口県,岩国市,岩国市市民球場,イワクニシシミンキュウジョウ,山口県岩国市牛野谷町一丁目530番地１,,34.155449,132.193887,総合体育館事務所（施設利用時に貸出）,0827-32-7411,,1000020352080,岩国市,月火水木金土日,08:00,,日没まで利用可能。12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200052,山口県,岩国市,岩国運動公園屋内ゲートボール場,イワクニウンドウコウエンオクナイゲートボールジョウ,山口県岩国市平田一丁目40番１号,,34.156069,132.188754,クラブハウスロビー,0827-32-7411,,1000020352080,岩国市,月火水木金土日,08:00,22:00,12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200053,山口県,岩国市,岩国市総合体育館,イワクニシソウゴウタイイクカン,山口県岩国市平田一丁目40番１号,,34.155655,132.186724,事務所、武道場、トレーニングルーム,0827-32-7411,,1000020352080,岩国市,月火水木金土日,08:00,22:00,12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200054,山口県,岩国市,岩国市テニスコート,イワクニシテニスコート,山口県岩国市平田一丁目40番１号,,34.155095,132.188166,クラブハウスロビー,0827-32-7411,,1000020352080,岩国市,月火水木金土日,08:00,22:00,12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200055,山口県,岩国市,由宇文化スポーツセンター,ユウブンカスポーツセンター,山口県岩国市由宇町南沖一丁目13番1号,,34.040277,132.214787,１階事務所,0827-63-1400,,1000020352080,岩国市,火水木金土日,09:00,22:00,月曜・12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200056,山口県,岩国市,二鹿野外活動センター,フタシカヤガイカツドウセンター,山口県岩国市二鹿742番地,,34.155128,132.057832,管理棟事務所,0827-47-3156,,1000020352080,岩国市,月火水木金土日,08:00,22:00,12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200057,山口県,岩国市,岩国市地方卸売市場,イワクニシチホウオロシウリイチバ,山口県岩国市尾津町五丁目11番１号,,34.128922,132.219203,卸売棟中央階段下,0827-32-7355,,1000020352080,岩国市,月火水木金土日,00:00,00:00,執務時間以外は守衛が守衛室に常駐しているので24時間利用可能。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200058,山口県,岩国市,錦帯橋,キンタイキョウ,山口県岩国市横山二丁目地内,,34.168172,132.177389,錦帯橋横山料金所,0827-41-1477（錦川鉄道㈱）,,4250001011769,錦川鉄道㈱,月火水木金土日,08:30,17:00,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200059,山口県,岩国市,岩国城,イワクニジョウ,山口県岩国市横山三丁目城山,,34.175193,132.174256,岩国城受付窓口,0827-41-1477（錦川鉄道㈱）,,4250001011769,錦川鉄道㈱,月火水木金土日,09:00,16:45,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200060,山口県,岩国市,岩国城ロープウエー,イワクニジョウロープウエー,山口県岩国市横山二丁目６番51号,,34.171226,132.175329,山麓駅入口,0827-41-1477（錦川鉄道㈱）,,4250001011769,錦川鉄道㈱,月火水木金土日,08:30,17:00,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200061,山口県,岩国市,サンライフ岩国,サンライフイワクニ,山口県岩国市横山二丁目７番28号,,34.171609,132.178001,受付窓口,0827-43-3505（サンライフ岩国）,,1000020352080,岩国市,月火水木金土日,09:00,21:00,日曜・祝日は9：00～17：00,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200062,山口県,岩国市,潮風公園みなとオアシスゆう,シオカゼコウエンミナトオアシスユウ,山口県岩国市由宇町8500番地６,,34.032680,132.216986,由宇総合交流ターミナル,0827-62-0155,,1000020352080,岩国市,月水木金土日,09:30,18:00,火曜を除く。（12月～2月は9：30～17：00）,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200064,山口県,岩国市,岩国市働く婦人の家,イワクニシハタラクフジンノイエ,山口県岩国市昭和町一丁目12番16号,,34.172372,132.230273,１階ロビー,0827-22-0490（婦人の家）,,1000020352080,岩国市,月水木金土日,09:00,21:00,火曜を除く。日曜は9：00～17：00。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200065,山口県,岩国市,岩国斎場,イワクニサイジョウ,山口県岩国市川西四丁目10番55号,,34.147939,132.172936,１階通路（自動販売機横）,0827-41-1061,,1000020352080,岩国市,月火水木金土日,08:30,17:15,１月１日及び休場日を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200066,山口県,岩国市,ゆうらく苑,ユウラクエン,山口県岩国市由宇町11980番地2,,34.031717,132.181869,待合室ロビー,0827-63-3336,,1000020352080,岩国市,,,,利用があるときのみ,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200067,山口県,岩国市,三笠橋駐車場,ミカサバシチュウシャジョウ,山口県岩国市今津町一丁目２番23号,,34.167937,132.223146,１階事務所,0827-21-3104（三笠橋駐車場）,,1000020352080,岩国市,月火水木金土日,07:30,18:00,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200068,山口県,岩国市,麻里布駐車場,マリフチュウシャジョウ,山口県岩国市麻里布町七丁目１番17号,,34.171654,132.219005,１階管理人室,0827-29-2255（麻里布駐車場）,,1000020352080,岩国市,月火水木金土日,07:30,18:00,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200069,山口県,岩国市,周東図書館,シュウトウトショカン,山口県岩国市周東町下久原1201番地１,,34.091994,132.051903,１階開架室カウンター横,0827-84-1765,,1000020352080,岩国市,火水木金土日,09:30,17:00,月曜・祝日・月例整理日・12/29～1/4を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200072,山口県,岩国市,玖珂はつらつハウス,クガハツラツハウス,山口県岩国市玖珂町581番地３,,34.096966,132.082065,玄関ホール,0827-82-0354,,1000020352080,岩国市,月水木金土日,09:00,17:45,火曜・12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200073,山口県,岩国市,周東文化会館,シュウトウブンカカイカン,山口県岩国市周東町用田10137番地８,,34.080216,132.048453,1階事務室内,0827-84-1400,,1000020352080,岩国市,火水木金土日,09:00,21:00,月曜日、12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200074,山口県,岩国市,岩国市周東勤労青少年ホーム,イワクニシシュウトウキンロウセイショウネンホーム,山口県岩国市周東町用田10137番地８,,34.080444,132.049241,軽運動室,0827-84-1400,,1000020352080,岩国市,火水木金土日,08:30,22:00,月曜・12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200075,山口県,岩国市,玖珂総合公園,クガソウゴウコウエン,山口県岩国市玖珂町3800番地１,,34.078857,132.099262,管理用事務室内,0827-81-0350,,1000020352080,岩国市,月火水木金土日,09:00,21:00,12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200077,山口県,岩国市,玖珂体育センター,クガタイイクセンター,山口県岩国市玖珂町6316番地１,,34.097117,132.076598,事務室内,0827-82-6511,,1000020352080,岩国市,火水木金土日,09:00,22:00,月曜、12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200078,山口県,岩国市,玖珂こどもの館,クガコドモノヤカタ,山口県岩国市玖珂町5330番地,,34.093497,132.079876,１階事務室,0827-82-5446,,1000020352080,岩国市,火水木金土日,10:00,18:30,月曜、12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200080,山口県,岩国市,玖珂斎場,クガサイジョウ,山口県岩国市玖珂町12193番地３,,34.080056,132.096795,待合ホール,0827-82-5160,,1000020352080,岩国市,月火水木金土日,09:00,17:15,１月１日及び休場日を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200081,山口県,岩国市,にしき児童館,ニシキジドウカン,山口県岩国市錦町広瀬1122番地１,,34.262114,131.952669,保育室前,0827-72-2345,,1000020352080,岩国市,月火水木金,09:00,17:00,12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200082,山口県,岩国市,錦ふるさとセンター,ニシキフルサトセンター,山口県岩国市錦町広瀬1125番地,,34.262268,131.952006,１階ロビー,0827-72-2215,,1000020352080,岩国市,月火水木金,08:30,17:15,夜間の施設利用時は利用可能。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200085,山口県,岩国市,道の駅　「ピュアラインにしき」,ミチノエキ「ピュアラインニシキ」,山口県岩国市錦町府谷119番地,,34.278494,131.969379,1階事務室内,0827-71-0011,,1000020352080,岩国市,月火水木金土日,09:00,17:00,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200086,山口県,岩国市,錦斎場,ニシキサイジョウ,山口県岩国市錦町中ノ瀬520-1,,34.294068,131.970553,１階風除室,0827-73-0250,,1000020352080,岩国市,,,,利用があるときのみ,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200089,山口県,岩国市,本郷福祉サービスセンター,ホンゴウフクシサービスセンター,山口県岩国市本郷町本郷2094番地,,34.294092,132.039543,玄関ホール,0827-75-2355,,1000020352080,岩国市,月火水木金,08:30,17:15,祝日・12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200092,山口県,岩国市,美川コミュニティセンター,ミカワコミュニティセンター,山口県岩国市美川町四馬神1057番地,,34.242054,131.986159,１階ロビー,0827-76-0329,,1000020352080,岩国市,月火水木金,08:30,17:15,夜間の施設利用時は利用可能。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200093,山口県,岩国市,美川農林漁業体験実習館「山ほたる」,ミカワノウリンギョギョウタイケンジッシュウカン「ヤマホタル」,山口県岩国市美川町根笠1564番地１,,34.188755,131.995553,１階ロビー,0827-77-0111,,1000020352080,岩国市,月火木金,09:00,17:00,水曜ほか休館日を除く。宿泊等の夜間利用時は利用可能。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200094,山口県,岩国市,美和文化会館,ミワブンカカイカン,山口県岩国市美和町渋前1751番地,,34.221931,132.087104,１階受付前,0827-95-0005,,1000020352080,岩国市,月火水木金,08:30,17:15,夜間の施設利用時は利用可能。12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200095,山口県,岩国市,美和武道館,ミワブドウカン,山口県岩国市美和町生見559番地,,34.223545,132.079548,玄関,0827-96-0122,,1000020352080,岩国市,,,,利用があるときのみ,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
