都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,医療機関の種類,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,URL,備考
350001,,山口県,,湯野温泉病院,ユノオンセンビョウイン,病院,周南市大字湯野４２１７－２,,34.094009,131.676193,0834-83-2083,,,,,,,,,,,リハビリテーション科;内科,161,,
350001,,山口県,,徳山中央病院,トクヤマチュウオウビョウイン,病院,周南市孝田町１－１,,34.047676,131.83287,0834-28-4411,,,,,,,,,,,ペインクリニック内科;リウマチ科;リハビリテーション科;外科;緩和ケア内科;眼科;救急科;形成外科;血液内科;産婦人科;歯科;歯科口腔外科;耳鼻いんこう科;循環器内科;小児科;小児外科;消化器内科（胃腸内科）;心臓血管外科;神経内科;整形外科;精神科;糖尿病内科（代謝内科）;内科;乳腺外科;脳神経外科;泌尿器科;皮膚科;病理診断科;放射線科;麻酔科;臨床検査科,519,,
350001,,山口県,,黒川病院,クロカワビョウイン,病院,周南市五月町８－１９,,34.036823,131.829468,0834-32-2015,,,,,,,,,,,リハビリテーション科;外科;形成外科;整形外科;脳神経外科;放射線科;麻酔科,50,,
350001,,山口県,,周南市立新南陽市民病院,シュウナンシリツシンナンヨウシミンビョウイン,病院,周南市宮の前２－３－１５,,34.071999,131.765961,0834-61-2500,,,,,,,,,,,外科;眼科;整形外科;内科;脳神経外科;泌尿器科,150,,
350001,,山口県,,周南リハビリテーション病院,シュウナンリハビリテーションビョウイン,病院,周南市大字湯野字主地４２７８－１,,34.108093,131.6716,0834-83-3300,,,,,,,,,,,リハビリテーション科;内科,210,,
350001,,山口県,,鹿野博愛病院,カノハクアイビョウイン,病院,周南市大字鹿野下１１６１－１,,34.210499,131.825378,0834-68-2233,,,,,,,,,,,リハビリテーション科;胃腸科;外科;循環器内科;小児科;整形外科;内科,74,,
350001,,山口県,,周南高原病院,シュウナンコウゲンビョウイン,病院,周南市大字須々万本郷２９－１,,34.112503,131.864151,0834-88-0391,,,,,,,,,,,リハビリテーション科;循環器内科;消化器内科（胃腸内科）;整形外科;内科,115,,
350001,,山口県,,徳山リハビリテーション病院,トクヤマリハビリテーションビョウイン,病院,周南市大字徳山６２６,,34.073544,131.822449,0834-33-7770,,,,,,,,,,,リハビリテーション科;内科,120,,
350001,,山口県,,下松中央病院,クダマツチュウオウビョウイン,病院,下松市古川町３－１－１,,34.007442,131.872314,0833-41-3030,,,,,,,,,,,外科;歯科;整形外科;内科;婦人科,99,,
350001,,山口県,,下松病院,クダマツビョウイン,病院,下松市新川２－１－１,,34.009037,131.863144,0833-41-2727,,,,,,,,,,,リハビリテーション科;内科,51,,
350001,,山口県,,周南記念病院,シュウナンキネンビョウイン,病院,下松市生野屋南１－１０－１,,34.032719,131.876617,0833-45-3330,,,,,,,,,,,アレルギー科;リウマチ科;リハビリテーション科;外科;形成外科;血管外科;呼吸器外科;呼吸器内科;甲状腺外科;耳鼻いんこう科;循環器内科;小児科;消化器外科（胃腸外科）;消化器内科（胃腸内科）;神経内科;整形外科;大腸・肛門外科;内科;乳腺外科;脳神経外科;泌尿器科;放射線科;麻酔科,250,,
350001,,山口県,,光市立大和総合病院,ヒカリシリツ　ヤマトソウゴウビョウイン,病院,光市大字岩田９７４,,33.982883,131.999725,0820-48-2111,,,,,,,,,,,リハビリテーション科;外科;眼科;呼吸器内科;歯科;歯科口腔外科;耳鼻咽喉科;循環器内科;小児科;小児歯科;消化器内科;整形外科;内科;脳神経内科;婦人科;放射線科;麻酔科,243,,
350001,,山口県,,大田病院,オオタビョウイン,病院,光市島田５－３－１,,33.980576,131.940109,0833-77-0621,,,,,,,,,,,精神科、神経科,204,,
350001,,山口県,,光市立光総合病院,ヒカリシリツヒカリソウゴウビョウイン,病院,光市光ケ丘６－１,,33.982948,131.920441,0833-72-1000,,,,,,,,,,,,210,,
350001,,山口県,,梅田病院,ウメダビョウイン,病院,光市虹ケ浜３－６－１,,33.972855,131.916367,0833-71-0084,,,,,,,,,,,産婦人科;小児科;肛門科,34,,
350001,,山口県,,光中央病院,ヒカリチュウオウビョウイン,病院,光市島田２－２２－１６,,33.970184,131.933304,0833-72-0676,,,,,,,,,,,リハビリテーション科;外科;呼吸器内科;循環器内科;消化器内科（胃腸内科）;整形外科;内科;乳腺外科;脳神経外科;放射線科;麻酔科;肛門外科,98,,
350001,,山口県,,みちがみ病院,ミチガミビョウイン,病院,光市光ケ丘２－５,,33.979031,131.921997,0833-72-3332,,,,,,,,,,,産科・婦人科・漢方内科;小児科,30,,
350001,,山口県,,防府保養院,ホウフホヨウイン,病院,防府市岩畠１－２－１,,34.056507,131.592606,0835-38-0535,,,,,,,,,,,精神科,100,,
350001,,山口県,,三田尻病院,ミタジリビョウイン,病院,防府市お茶屋町３－２７,,34.046402,131.572708,0835-22-1110,,,,,,,,,,,アレルギー科;外科;眼科;血液内科;血管外科;呼吸器内科;歯科;歯科口腔外科;循環器内科;小児科;消化器内科;神経内科;人工透析内科;腎臓内科;整形外科;糖尿病内科;内科;乳腺外科;脳神経外科;泌尿器科;皮膚科;放射線科,128,,
350001,,山口県,,桑陽病院,ソウヨウビョウイン,病院,防府市車塚町３－２０,,34.05217,131.574509,0835-23-1781,,,,,,,,,,,リウマチ科;リハビリテーション科;循環器内科;消化器内科;整形外科;糖尿病・内分泌内科;内科;泌尿器科,99,,
350001,,山口県,,松本外科病院,マツモトゲカビョウイン,病院,防府市天神２－１－４４,,34.056862,131.573044,0835-22-1409,,,,,,,,,,,こう門科;リウマチ科;リハビリテーション科;胃腸科;外科;呼吸器科;整形外科;内科;脳神経外科;泌尿器科;皮膚科;放射線科;麻酔科,80,,
350001,,山口県,,防府リハビリテーション病院,ホウフリハビリテーションビョウイン,病院,防府市大字台道１６３４－１,,34.069256,131.492813,0835-32-1777,,,,,,,,,,,リハビリテーション科;眼科;歯科;整形外科;内科,311,,
350001,,山口県,,防府胃腸病院,ホウフイチョウビョウイン,病院,防府市駅南町１４－３３,,34.051064,131.563461,0835-22-3339,,,,,,,,,,,リハビリテーション科;外科;消化器外科（胃腸外科）;消化器内科（胃腸内科）;内科;放射線科;肛門外科,120,,
350001,,山口県,,山口県立総合医療センター,ヤマグチケンリツソウゴウイリョウセンター,病院,防府市大字大崎１００７７,,34.072056,131.543915,0835-22-4411,,,,,,,,,,,リハビリテーション科;外科;眼科;救急科;形成外科;血液内科;呼吸器外科;呼吸器内科;産婦人科;歯科;歯科口腔外科;耳鼻咽喉科;循環器内科;小児科;小児科（新生児）;小児外科;消化器外科;消化器内科;心臓血管外科;腎臓内科;整形外科;精神科;頭頸部外科;内科;内分泌内科;乳腺外科;脳神経外科;脳神経内科;泌尿器科;皮膚科;病理診断科;婦人科（生殖医療）;放射線科;麻酔科,504,,
350001,,山口県,,山口博愛病院,ヤマグチハクアイビョウイン,病院,防府市お茶屋町２－１２,,34.047657,131.572906,0835-22-2310,,,,,,,,,,,アレルギー科;外科;血液内科;呼吸器内科;循環器内科;消化器内科;神経内科;整形外科;糖尿病・代謝内科;内科;皮膚科;放射線科,98,,
350001,,山口県,,緑町三祐病院,ミドリマチサンユウビョウイン,病院,防府市緑町１－５－２９,,34.054127,131.5784,0835-22-3145,,,,,,,,,,,リハビリテーション科;外科;眼科;消化器内科（胃腸内科）;整形外科;内科;皮膚科,86,,
350001,,山口県,,防府病院,ホウフビョウイン,病院,防府市高井９６１,,34.078262,131.546921,0835-22-0759,,,,,,,,,,,歯科;神経科;精神科,160,,
350001,,山口県,,吉南病院,キツナン　ビョウイン,病院,山口市鋳銭司３３８１,,34.076084,131.461548,083-986-2111,,,,,,,,,,,歯科;精神科;内科,342,,
350001,,山口県,,山口よしき病院,ヤマグチヨシキビョウイン,病院,山口市吉敷佐畑４－９－１,,34.167549,131.426437,083-922-2350,,,,,,,,,,,心療内科;精神科;内科,197,,
350001,,山口県,,仁保病院,ニホビョウイン,病院,山口市仁保下郷１９１５－１,,34.190407,131.542496,083-941-5555,,,,,,,,,,,精神科,223,,
350001,,山口県,,山口赤十字病院,ヤマグチセキジュウジビョウイン,病院,山口市八幡馬場５３－１,,34.184959,131.482346,083-923-0111,,,,,,,,,,,外科;緩和ケア科;眼科;産婦人科;歯科口腔外科;耳鼻咽喉科;循環器内科;小児科;整形外科;精神科;内科;乳腺外科;脳神経外科;脳神経内科;泌尿器科;皮膚科;放射線科;麻酔科,427,,
350001,,山口県,,済生会山口総合病院,サイセイカイヤマグチソウゴウビョウイン,病院,山口市緑町２－１１,,34.171051,131.467438,083‐901-6111,,,,,,,,,,,外科;眼科;産婦人科;耳鼻いんこう科;小児科;整形外科;内科;脳神経外科;泌尿器科;皮膚科;放射線科,310,,
350001,,山口県,,山口病院,ヤマグチビョウイン,病院,山口市駅通り２－１０－７,,34.174904,131.47963,083-922-1191,,,,,,,,,,,リハビリテーション科;外科;呼吸器内科;循環器内科;消化器内科（胃腸内科）;整形外科;内科;泌尿器科;皮膚科;放射線科;肛門外科,79,,
350001,,山口県,,丘病院,オカビョウイン,病院,山口市中河原町２－１４,,34.178394,131.475296,083-925-1100,,,,,,,,,,,リウマチ科;リハビリテーション科;外科;整形外科;内科;皮膚科,37,,
350001,,山口県,,柴田病院,シバタビョウイン,病院,山口市大内矢田北５丁目１１番２１号,,34.155025,131.509354,083-927-2800,,,,,,,,,,,リハビリテーション科;外科;眼科;呼吸器内科;循環器内科;消化器外科（胃腸外科）;消化器内科（胃腸内科）;神経内科;腎臓内科;整形外科;内科;放射線科;麻酔科;肛門外科,60,,
350001,,山口県,,佐々木外科病院,ササキゲカビョウイン,病院,山口市泉都町９－１３,,34.16684,131.460785,083-923-8811,,,,,,,,,,,リウマチ科;リハビリテーション科;外科;消化器外科（胃腸外科）;消化器内科（胃腸内科）;整形外科;内科;乳腺外科;放射線科;麻酔科;肛門外科,54,,
350001,,山口県,,山口若宮病院,ヤマグチワカミヤビョウイン,病院,山口市下小鯖１５２２,,34.137592,131.517899,083-927-3661,,,,,,,,,,,リハビリテーション科;循環器内科;消化器内科（胃腸内科）;内科,173,,
350001,,山口県,,小郡第一総合病院,オゴオリダイイチソウゴウビョウイン,病院,山口市小郡下郷８６２－３,,34.103893,131.3974,083-972-0333,,,,,,,,,,,リハビリテーション科;外科;眼科;呼吸器内科;産婦人科;耳鼻咽喉科;循環器内科;小児科;消化器内科;整形外科;糖尿病・血液内科;内科;脳神経外科;脳神経内科;泌尿器科;麻酔科,182,,
350001,,山口県,,阿知須共立病院,アジスキョウリツビョウイン,病院,山口市阿知須４８４１－１,,34.016357,131.343506,0836-65-2200,,,,,,,,,,,リハビリテーション科;外科;血管外科;呼吸器外科;呼吸器内科;循環器内科;消化器外科（胃腸外科）;消化器内科（胃腸内科）;腎臓内科;整形外科;糖尿病内科（代謝内科）;内科;内視鏡内科;内分泌内科;乳腺外科;脳神経外科;放射線科,135,,
350001,,山口県,,阿知須同仁病院,アジスドウジンビョウイン,病院,山口市阿知須４２４１－４,,34.016357,131.343506,0836-65-5555,,,,,,,,,,,リハビリテーション科;外科;呼吸器外科;循環器内科;消化器内科（胃腸内科）;整形外科;内科;脳神経外科;放射線科;麻酔科,78,,
350001,,山口県,,山口リハビリテーション病院,ヤマグチリハビリテーションビョウイン,病院,山口市黒川３３８０,,34.131638,131.438644,083-921-1616,,,,,,,,,,,リハビリテーション科;歯科;循環器内科;小児科;神経内科;整形外科;内科,180,,
350001,,山口県,,小郡まきはら病院,オゴオリマキハラビョウイン,病院,山口市小郡若草町３－４,,34.086143,131.394119,083-973-0222,,,,,,,,,,,精神科,114,,
350001,,山口県,,林病院,ハヤシビョウイン,病院,山口市小郡下郷７５１－４,,34.101021,131.392609,083-972-0411,,,,,,,,,,,リハビリテーション科;外科;循環器科内科;消化器外科;消化器内科;神経内科;整形外科;内科;放射線科;肛門外科,50,,
350001,,山口県,,済生会湯田温泉病院,サイセイカイユダオンセンビョウイン,病院,山口市朝倉町４－５５,,34.175591,131.452347,083-932-3311,,,,,,,,,,,リハビリテーション科;外科;整形外科;内科;放射線科,142,,
350001,,山口県,,山口県立こころの医療センター,ヤマグチケンリツココロノイリョウセンター,病院,宇部市大字東岐波東小沢４００４－２,,33.980255,131.331787,0836-58-2370,,,,,,,,,,,精神科,180,,
350001,,山口県,,西宇部病院,ニシウベビョウイン,病院,宇部市大字際波２４８－１,,34.011539,131.216492,0836-41-8190,,,,,,,,,,,歯科;精神科;内科;皮膚科,218,,
350001,,山口県,,片倉病院,カタクラビョウイン,病院,宇部市大字西岐波２２９－３,,33.974148,131.28624,0836-51-6222,,,,,,,,,,,歯科;精神科・神経科,229,,
350001,,山口県,,国立病院機構　山口宇部医療センター,コクリツビョウインキコウ　ヤマグチウベイリョウセンター,病院,宇部市東岐波６８５,,33.977196,131.347488,0836-58-2300,,,,,,,,,,,リハビリテーション科;外科;緩和ケア内科;呼吸器外科;呼吸器内科;歯科;耳鼻いんこう科;腫瘍内科;循環器内科;小児科;消化器内科（内視鏡等）;神経内科;整形外科;精神科;内科;乳腺・消化器外科;病理診断科;放射線科;麻酔科;臨床検査科,365,,
350001,,山口県,,山口大学医学部附属病院,ヤマグチダイガクイガクブフゾクビョウイン,病院,宇部市南小串１－１－１,,33.959908,131.248962,0836-22-2111,,,,,,,,,,,アレルギー科;ペインクリニック;リウマチ科;一般内科;漢方外来;肝臓内科;肝胆膵・移植外科;眼科;形成外科;血液内科;呼吸器・感染症内科;呼吸器外科;産科婦人科;歯科口腔外科;耳鼻咽喉科;循環器外科;循環器内科;小児科;小児外外科;消化管外科;消化管内科;心臓血管外科;心療内科;腎臓・高血圧内科;整形外科;精神科神経科;胆道膵臓内科;糖尿病・内分泌内科;乳腺・内分泌腺外科;脳神経外科;脳神経内科;泌尿器科;皮膚科;放射線科;放射線治療科;麻酔科蘇生科;膠原病内科,756,,
350001,,山口県,,尾中病院,オナカビョウイン,病院,宇部市寿町一丁目３番２８号,,33.953377,131.248245,0836-31-2133,,,,,,,,,,,リハビリテーション科;外科;循環器内科;消化器内科（胃腸内科）;整形外科;内科;脳神経外科;皮膚科,180,,
350001,,山口県,,宇部記念病院,ウベキネンビョウイン,病院,宇部市上町１－４－１１,,33.958214,131.2397,0836-31-1146,,,,,,,,,,,リウマチ科;リハビリテーション科;外科;呼吸器内科;歯科;循環器内科;消化器外科;消化器内科;整形外科;内科;脳神経外科;脳神経内科;泌尿器科;皮膚科;放射線科;麻酔科,190,,
350001,,山口県,,宇部興産中央病院,ウベコウサン　チュウオウビョウイン,病院,宇部市大字西岐波７５０,,33.966419,131.330826,0836-51-9221,,,,,,,,,,,リハビリテーション科;外科;眼科;救急科;呼吸器内科;産婦人科;歯科;歯科口腔外科;耳鼻咽喉科;循環器内科;消化器内科;整形外科;糖尿病・血液内科;内科;脳神経外科;脳神経内科;泌尿器科;皮膚科;放射線科;麻酔科,384,,
350001,,山口県,,セントヒル病院,セントヒルビョウイン,病院,宇部市今村北３－７－１８,,33.963764,131.305069,0836-51-5111,,,,,,,,,,,アレルギー科;リハビリテーション科;外科;呼吸器内科;循環器内科;消化器外科（胃腸外科）;消化器内科（胃腸内科）;人工透析内科;腎臓内科;整形外科;内科;脳神経外科;泌尿器科;放射線診断科,184,,
350001,,山口県,,宇部リハビリテーション病院,ウベリハビリテーションビョウイン,病院,宇部市大字西岐波２２９－３,,33.974148,131.28624,0836-51-3111,,,,,,,,,,,リハビリテーション科;眼科;耳鼻いんこう科;小児科;神経内科;精神科;内科;皮膚科;放射線科,232,,
350001,,山口県,,宇部第一病院,ウベダイイチビョウイン,病院,宇部市木田中山田４０―２０,,34.064102,131.281021,0836-62-1001,,,,,,,,,,,リハビリテーション科;外科;歯科;神経内科;整形外科;精神科;内科;脳神経外科;放射線科,160,,
350001,,山口県,,サンポプラ病院,サンポプラビョウイン,病院,宇部市明治町１丁目７－７,,33.943913,131.251862,0836-21-2864,,,,,,,,,,,循環器内科;消化器内科;腎臓内科（人工透析）;内科,42,,
350001,,山口県,,シーサイド病院,シーサイドビョウイン,病院,宇部市大字東岐波字丸尾４３２２－１,,33.980255,131.331787,0836‐58‐5360,,,,,,,,,,,アレルギー科;リハビリテーション科;呼吸器内科;循環器内科;内科,155,,
350001,,山口県,,宇部協立病院,ウベキョウリツビョウイン,病院,宇部市五十目山町１６－２３,,33.937302,131.266754,0836-33-6111,,,,,,,,,,,リウマチ科;リハビリテーション科;外科;呼吸器内科;循環器内科;消化器内科（胃腸内科）;整形外科;精神科;糖尿病内科（代謝内科）;内科;放射線科;肛門外科,159,,
350001,,山口県,,高嶺病院,コウリョウビョウイン,病院,宇部市大字善和１８７－２,,34.002216,131.285355,0836-62-1100,,,,,,,,,,,歯科;精神科;内科,127,,
350001,,山口県,,厚南セントヒル病院,コウナンセントヒルビョウイン,病院,宇部市大字妻崎開作１０８,,33.978737,131.217499,0836-44-2111,,,,,,,,,,,循環器内科;消化器内科;内科;脳神経外科;泌尿器科;放射線科,80,,
350001,,山口県,,宇部仁心会病院,ウベジンシンカイビョウイン,病院,宇部市寿町３－２－２６,,33.951855,131.252853,0836-31-3337,,,,,,,,,,,循環器内科;腎臓内科;内科,47,,
350001,,山口県,,扶老会病院,フロウカイビョウイン,病院,宇部市船木８３３,,34.049004,131.193573,0836-67-1167,,,,,,,,,,,リハビリテーション科;神経内科;精神科;内科,274,,
350001,,山口県,,宇部西リハビリテーション病院,ウベニシリハビリテーションビョウイン,病院,宇部市大字沖ノ旦７９７,,33.995525,131.225998,0836-45-2111,,,,,,,,,,,リハビリテーション科;循環器内科;消化器内科（胃腸内科）;神経内科;内科;脳神経外科;放射線科,250,,
350001,,山口県,,小野田心和園,オノダシンワエン,病院,山陽小野田市丸河内９５９－２,,33.979961,131.188004,0836-83-3701,,,,,,,,,,,精神科,164,,
350001,,山口県,,山口労災病院,ヤマグチロウサイビョウイン,病院,山陽小野田市小野田１３１５－４,,33.986275,131.184525,0836-83-2881,,,,,,,,,,,リハビリテーション科;外科;眼科;救急科;産婦人科;歯科口腔外科;耳鼻いんこう科;循環器内科;小児科;消化器外科（胃腸外科）;消化器内科;整形外科;精神科;内科;脳神経外科;泌尿器科;皮膚科;放射線科;麻酔科,313,,
350001,,山口県,,山陽小野田市民病院,サンヨウオノダシミンビョウイン,病院,山陽小野田市東高泊１８６３－１,,33.997986,131.1745,0836-83-2355,,,,,,,,,,,外科;眼科;産婦人科;歯科口腔外科;耳鼻咽喉科;小児科;整形外科;精神科;内科;脳神経外科;脳神経内科;泌尿器科;皮膚科;放射線科;麻酔科,215,,
350001,,山口県,,小野田赤十字病院,オノダセキジュウジビョウイン,病院,山陽小野田市小野田３７００,,33.952679,131.182571,0836-88-0221,,,,,,,,,,,外科;眼科;神経科;整形外科;内科;脳神経内科;皮膚科,120,,
350001,,山口県,,長沢病院,ナガサワビョウイン,病院,山陽小野田市中央１－５－２６,,33.9762,131.177292,0836-83-3000,,,,,,,,,,,リハビリテーション科;胃腸内科;外科;内科,60,,
