全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,医療機関の種類,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,FAX番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,災害拠点分類,状況,URL,画像,画像_ライセンス,備考
352071,KD0000100011,山口県下松市,おがわ歯科クリニック,オガワシカクリニック,Ogawa Dental Clinic,無床診療所,352071,,山口県下松市せせらぎ町２丁目７ー１,山口県,下松市,せせらぎ町２丁目,７ー１,,34.0175971,131.8588714,,,(0833)48-9345,,(0833)48-9337,,,,,,,3530730591,月火水木金土,09:00,19:00,"木曜日午後は休診ですが、祝日などが入る場合。通常診療
年末年始、お盆休みなど、不定期に休診",,歯科、小児歯科、矯正歯科,0,,,http://ogawadental.jp/,,,
352071,KD0000100012,山口県下松市,医療法人　荻野内科医院,イリョウホウジン　オギノナイカイイン,Ogino Naika Iin,無床診療所,352071,,山口県下松市東陽４丁目２１－４,山口県,下松市,東陽４丁目,２１－４,,34.03388500000001,131.912038,,,(0833)46-3553,,(0833)46-3543,,,,,2250005005199 ,,3510710829,月火水木金土,09:00,18:20,"木・土曜日、は午後休診。
祝日は休診。",,内科、消化器内科（胃腸）、小児科、神経内科,0,,,http://www.yamaguchi.med.or.jp/g-med/kudamatsu/ogino.htm,,,
352071,KD0000100013,山口県下松市,医療法人　小田歯科医院,イリョウホウジン　オダシカイイン,Oda Dental Clinic,無床診療所,352071,,山口県下松市古川町１丁目４－１６,山口県,下松市,古川町１丁目,４－１６,,34.00778,131.869501,,,(0833)41-0976,,,,,,,,,3530730492,月火水木金土,09:00,18:30,"木曜日は午前中のみ。
祝日は休診。",,歯科、小児歯科,0,,,,,,
352071,KD0000100014,山口県下松市,かとう整形外科クリニック,カトウセイケイゲカクリニック,KATO ORTHOPEDICS CLINIC,無床診療所,352071,,山口県下松市瑞穂町１丁目７ー２４,山口県,下松市,瑞穂町１丁目,７ー２４,,34.0213966,131.8552501,,,(0833)48-8155,,(0833)48-9285,,,,,,,3510711322,月火水木金土,09:00,18:00,祝日は休診。,,整形外科,0,,,https://kato-seikei-clinic.com/,,,
352071,KD0000100015,山口県下松市,笠戸クリニック,カサドクリニック,Kasado Clinic,無床診療所,352071,,山口県下松市大字笠戸島７０５の４,山口県,下松市,大字笠戸島,７０５の４,,33.95025189999999,131.8462183,,,(0833)52-0133,,,,,,,,,3510711348,火水土,14:00,18:00,祝日は休診。,,内科、外科、心療内科、精神科、リハビリテーション科、整形外科,0,,,http://www.yamaguchi.med.or.jp/g-med/kudamatsu/kasado.htm,,,
352071,KD0000100016,山口県下松市,かねしげ歯科クリニック,カネシゲシカクリニック,Kaneshige Dental Clinic,無床診療所,352071,,山口県下松市東陽４丁目２１－６,山口県,下松市,東陽４丁目,２１－６,,34.0336817,131.9120687,,,(0833)46-3131,,(0833)46-3131,,,,,,,3530730435,月火水木金土,09:30,18:30,"急患は随時受け付け
土曜日は第２、第４土曜日のみ診療
祝日は休診。",,歯科、矯正歯科、小児歯科,0,,,http://dental-microscopic.com/,,,
352071,KD0000100017,山口県下松市,かのう歯科・耳鼻咽喉科クリニック,カノウシカジビインコウカクリニック,Kano Dental and ENT Clinic,無床診療所,352071,,山口県下松市北斗町６－２,山口県,下松市,北斗町,６－２,,34.0097244,131.868861,,,(0833)44-7075,,(0833)44-7076,,,,,,,3530730633,月火水木金土,09:00,18:00,"木曜日、土曜日は午前のみ。
祝日、1月1日、1月2日、1月3日、5月2日、8月13日、8月14日、8月15日、12月29日、12月30日、12月31日は休診。",,歯科、耳鼻いんこう科、小児歯科、歯科口腔外科,0,,,https://kano-cl.jp/,,,
352071,KD0000100018,山口県下松市,医療法人岸田医院会　岸田内科クリニック,イリョウホウジン　キシダイインカイ　キシダナイカクリニック,Kishida naika clinic,無床診療所,352071,,山口県下松市青柳１丁目２－１,山口県,下松市,青柳１丁目,２－１,,34.0055086,131.8714812,,,(0833)44-1171,,(0833)41-1179,,,,,3250005005198 ,,3510710761,月火水木金土,08:30,18:00,祝日、1月1日、1月2日、1月3日、8月14日、8月15日、8月16日、12月31日は休診。,,内科、小児科、神経内科、消化器科、放射線科,0,,,http://www.yamaguchi.med.or.jp/g-med/kudamatsu/kishida.htm,,,
352071,KD0000100019,山口県下松市,きらら下松歯科医院,キララクダマツシカイイン,Kirara Dental Clinic,無床診療所,352071,,山口県下松市西柳１丁目２ー４８,山口県,下松市,西柳１丁目,２ー４８,,34.016338,131.8672174,,,(0833)45-0118,,(0833)44-2304,,,,,,,3530730575,月火水木金土,09:00,18:00,"水曜日は１２時３０分までの診療です。
土曜日は１６時３０分までの診療です。
祝日、1月1日、1月2日、1月3日、8月13日、8月14日、8月15日、12月29日、12月30日、12月31日は休診。",,歯科、小児歯科、歯科口腔外科,0,,,,,,
352071,KD0000100020,山口県下松市,くだまつ眼科,クダマツガンカ,Kudamatugannka,無床診療所,352071,,山口県下松市西柳３丁目１－８,山口県,下松市,西柳３丁目,１－８,,34.01448500000001,131.864168,,,(0833)48-2222,,(0833)48-2220,,,,,,,3510711199,月火水木金土,09:00,18:00,"木曜日、土曜日は午前のみ。
祝日、8月12日、8月13日、8月14日、8月15日は休診。",,眼科,0,,,https://www.kudamatsu-ganka.com/,,,
352071,KD0000100021,山口県下松市,下松市休日診療所,クダマツシキュウジツシンリョウショ,Kudamatsu City Holiday Clinic,無床診療所,352071,,山口県下松市中央町２１ー１,山口県,下松市,中央町,２１ー１,,34.018041,131.864145,,,(0833)41-7799,,(0833)44-2304,,,,,,,3510710803,日,09:00,17:00,診療日は、日曜・祝日、８月１４日～１５日及び１２月３１日～１月３日です。,,内科,0,,,https://www.city.kudamatsu.lg.jp/kyuujitsu/index.html,,,
352071,KD0000100022,山口県下松市,下松市米川診療所,クダマツシヨネガワシンリョウショ,Kudamatsu-city Yonegawa Shinryosho,無床診療所,352071,,山口県下松市大字下谷１６７,山口県,下松市,大字下谷,１６７,,34.079971,131.876266,,,(0833)53-0001,,(0833)53-0005,,,,,,,3510710399,水,13:30,14:30,診療日時は第２、第４水曜日の１３時３０分から１４時３０分となっております。,,内科,0,,,,,,
352071,KD0000100023,山口県下松市,医療法人緑山会　下松中央病院,イリョウホウジンリョクザンカイ　クダマツチュウオウビョウイ,kudamatsu cyuou byouin,病院,352071,,山口県下松市古川町３丁目１－１,山口県,下松市,古川町３丁目,１－１,,34.00753640000001,131.8722349,,,(0833)41-3030,,(0833)41-1354,,,,,,,3510711256,月火水木金,09:00,17:30,祝日、1月1日、1月2日、1月3日、12月31日は休診。,,内科、整形外科、外科、婦人科、歯科,137,,,https://ryokuzankai.jp/grp/kudamatsu/,,,
352071,KD0000100024,山口県下松市,下松病院,クダマツビョウイン,Kudamatsu Hospital,病院,352071,,山口県下松市新川２丁目１ー１,山口県,下松市,新川２丁目,１ー１,,34.0088746,131.8632164,,,(0833)41-2727,,(0833)41-2423,,,,,,,3510710704,月火水木金土,08:30,17:30,"木曜日、土曜日は午前のみ。
盆休みは８月１４日から８月１６日まで、年末年始は１２月３１日から１月３日まで休診します。",,内科、循環器内科、リハビリテーション科,51,,,https://seikoukai.jp/kudamatsu-hospital/,,,
352071,KD0000100025,山口県下松市,医療法人　くだまつ美里ハートクリニック,イリョウホウジンクダマツミサトハートクリニック,Kudamatu Misato Heart Clinic,無床診療所,352071,,山口県下松市美里町４丁目１０－２５,山口県,下松市,美里町４丁目,１０－２５,,34.0215628,131.857208,,,(0833)48-3310,,(0833)48-3300,,,,,4250005008051 ,,3510711272,月火水木金土,08:30,18:00,"木曜日、土曜日は午前のみ。
祝日、1月1日、1月2日、1月3日、8月13日、8月14日、8月15日、12月30日、12月31日は休診。",,内科,0,,,http://www.km-heartclinic.jp/,,,
352071,KD0000100026,山口県下松市,医療法人社団優志会　下松みずほ歯科クリニック,イリョウホウジンシャダンユウシカイ　クダマツミズホシカクリニック,Kudamatsu Mizuho Dental Clinic,無床診療所,352071,,山口県下松市瑞穂町１丁目１－１２,山口県,下松市,瑞穂町１丁目,１－１２,,34.02217099999999,131.856904,,,(0833)44-1180,,(0833)44-1170,,,,,,,3530730583,月火水金土,09:00,18:00,祝日は休診。,,歯科、小児歯科,0,,,https://www.dental-kudamatsu.com/,,,
352071,KD0000100027,山口県下松市,久保駅前クリニック,クボエキマエクリニック,Kuboekimae Clinic,無床診療所,352071,,山口県下松市大字河内字五反田７９４－１,山口県,下松市,大字河内,字五反田７９４－１,,34.02943599999999,131.918787,,,(0833)46-4688,,(0833)46-4689,,,,,,,3510711009,月火水木金土,09:00,18:00,"祝日、1月1日、1月2日、1月3日、8月13日、8月14日、8月15日、12月31日
は休診。",,眼科、アレルギー科,0,,,https://www.kuboekimae-clinic.com/,,,
352071,KD0000100028,山口県下松市,医療法人北斗会　小林耳鼻咽喉科,イリョウホウジンホクトカイ　コバヤシジビインコウカ,kobayashijibiinkouka,無床診療所,352071,,山口県下松市北斗町８－８,山口県,下松市,北斗町,８－８,,34.010319,131.870395,,,(0833)41-0134,,(0833)41-0254,,,,,6250005005195 ,,3510710662,月火水金土,09:00,17:45,祝日、1月1日、1月2日、1月3日、8月14日、8月15日、8月16日、12月30日、12月31日は休診。,,耳鼻いんこう科,0,,,https://www.kobayashi-jibiinkouka.com/,,,
352071,KD0000100029,山口県下松市,定金内科,サダカネナイカ,Sadakane Naika,無床診療所,352071,,山口県下松市南花岡７丁目２ー１,山口県,下松市,南花岡７丁目,２ー１,,34.03150689999999,131.8689845,,,(0833)41-6555,,(0833)41-6556,,,,,,,3510710696,月火水木金土,09:00,17:00,8,,内科,0,,,https://www.yamaguchi.med.or.jp/g-med/kudamatsu/sadakane.htm,,,
352071,KD0000100030,山口県下松市,さんふらわあクリニック,サンフラワアクリニック,Sunflower clinic,無床診療所,352071,,山口県下松市琴平町２丁目１１－２,山口県,下松市,琴平町２丁目,１１－２,,34.00309719999999,131.8758605,,,(0833)44-5678,,(0833)44-5679,,,,,,,3510711298,月火水木金,08:30,18:30,祝日、1月1日、1月2日、1月3日、12月29日、12月30日、12月31日は休診。,,内科,0,,,https://www.sunflowerclinic-kudamatsuyamaguchi.online/,,,
352071,KD0000100031,山口県下松市,しげおか医院,シゲオカイイン,Shigeoka Clinic,無床診療所,352071,,山口県下松市大手町２丁目６－１４,山口県,下松市,大手町２丁目,６－１４,,34.0134512,131.8684344,,,(0833)41-1130,,(0833)41-1129,,,,,,,3510710985,月火水木金土,09:00,18:00,"木曜日、土曜日は午前のみ。
祝日、1月1日、1月2日、1月3日、8月13日、8月14日、8月15日、12月29日、12月30日、12月31日は休診。",,内科、小児科,0,,,https://www.yamaguchi.med.or.jp/g-med/kudamatsu/shigeoka.htm,,,
352071,KD0000100032,山口県下松市,医療法人　陽心会　しのはらクリニック,イリョウホウジン　ヨウシンカイ　シノハラクリニック,Shinohara Clinic,無床診療所,352071,,山口県下松市大手町１丁目１ー１１,山口県,下松市,大手町１丁目,１ー１１,,34.012897,131.866004,,,(0833)41-7700,,(0833)41-9832,,,,,9250005005201 ,,3510710852,月火水木金土,08:30,17:30,"木曜日、土曜日は午前のみ。
祝日、1月1日、1月2日、1月3日、8月14日、8月15日、8月16日、12月30日、12月31日は休診。",,泌尿器科、腎臓内科,0,,,,,,
352071,KD0000100033,山口県下松市,篠原小児科医院,シノハラショウニカイイン,Shinohara Shonika,無床診療所,352071,,山口県下松市楠木町１丁目４－１,山口県,下松市,楠木町１丁目,４－１,,34.02030999999999,131.865426,,,(0833)45-0330,,(0833)45-0330,,,,,,,3510710910,月火水金土,08:50,18:00,祝日は休診。,,小児科,0,,,https://www.yamaguchi.med.or.jp/g-med/kudamatsu/shinoharashonika.htm,,,
352071,KD0000100034,山口県下松市,医療法人創世会　篠山医院,イリョウホウジン　ソウセイカイ　シノヤマイイン,Shinoyma Iin,有床診療所,352071,,山口県下松市生野屋西４丁目３－１３,山口県,下松市,生野屋西４丁目,３－１３,,34.036178,131.883685,,,(0833)44-8034,,(0833)44-3555,,,,,9250005005192 ,,3510710597,月火水木金土,09:00,18:00,"木曜日、土曜日は午前のみ。
祝日、1月1日、1月2日、1月3日、8月14日、8月15日、8月16日、12月31日は休診。",,内科、小児科、リハビリテーション科。,16,,,https://www.yamaguchi.med.or.jp/g-med/kudamatsu/sinoyama.html,,,
352071,KD0000100035,山口県下松市,医療法人　しみず歯科医院,イリョウホウジン　シミズシカイイン,simizu sikaiin,無床診療所,352071,,山口県下松市美里町３丁目９－６,山口県,下松市,美里町３丁目,９－６,,34.02172899999999,131.860357,,,(0833)43-8241,,(0833)43-8241,,,,,1250005007320 ,,3530730559,月火水木金土,09:00,19:00,"土曜日は午前のみ。
祝日、1月2日、1月3日、1月4日、8月13日、8月14日、8月15日、12月30日、12月31日は休診。",,歯科、小児歯科、矯正歯科,0,,,,,,
352071,KD0000100036,山口県下松市,下村歯科,シモムラシカ,shimomura sika,無床診療所,352071,,山口県下松市藤光町１丁目１０ー３１,山口県,下松市,藤光町１丁目,１０ー３１,相本ビル１階,34.02272099999999,131.866467,,,(0833)43-0403,,(0833)43-0403,,,,,,,3530730419,月火水金土,09:00,19:00,祝日、1月1日、1月2日、1月3日、8月13日、8月14日、8月15日、12月30日、12月31日は休診。,,歯科、小児歯科,0,,,,,,
352071,KD0000100037,山口県下松市,医療法人　周南眼科,イリョウホウジン　シュウナンガンカ,Shunan Eye Clinic,無床診療所,352071,,山口県下松市中央町２１－３,山口県,下松市,中央町,２１－３,ゆめタウン下松４階,34.0184014,131.8630994,,,(0833)44-3443,,(0833)44-3459,,,,,6250005005476 ,,3510710977,月火水木金土,09:00,17:45,"木曜日、土曜日は午前のみ。
祝日、1月1日、1月2日、1月3日、8月14日、8月15日、12月31日は休診。",,眼科,0,,,https://www.yamaguchi.med.or.jp/g-med/kudamatsu/syuunann2.htm,,,
352071,KD0000100038,山口県下松市,社会医療法人同仁会　周南記念病院,シャカイイリョウホウジンドウジンカイ　シュウナンキネンビョウイン,Shunan Memorial Hospital,病院,352071,,山口県下松市生野屋南１丁目１０－１,山口県,下松市,生野屋南１丁目,１０－１,,34.0327556,131.8766707,,,(0833)45-3330,,(0833)45-3331,,,,,1250005005191 ,,3510710282,月火水木金,08:45,17:00,祝日、1月1日、1月2日、1月3日、8月15日、12月30日、12月31日は休診。,,内科、呼吸器内科、消化器内科（胃腸内科）、循環器内科、神経内科、リウマチ科、小児科、外科、呼吸器外科、大腸・肛門外科、消化器外科（胃腸外科）、整形外科、形成外科、耳鼻いんこう科、アレルギー科、泌尿器科、脳神経外科、麻酔科、リハビリテーション科、放射線科、乳腺外科、血管外科、甲状腺外科,250,,,http://www.shunan-kinen.jp/,,,
352071,KD0000100039,山口県下松市,医療法人祥珠会　しゅうなん皮ふ科クリニック,イリョウホウジン　ショウジュカイ　シュウナンヒフカクリニック,Shunan Hifuka Clinic,無床診療所,352071,,山口県下松市瑞穂町１丁目６ー７,山口県,下松市,瑞穂町１丁目,６ー７,,34.0209565,131.8557021,,,(0833)48-9191,,(0833)48-9193,,,,,3250005008630 ,,3510711330,月火水木金土,09:00,18:00,"木曜日は午前のみ。
祝日、1月1日、1月2日、1月3日、8月13日、8月14日、8月15日、12月28日、12月29日、12月30日、12月31日は休診。",,皮膚科,0,,,https://shunan-hifuka.jp/,,,
352071,KD0000100040,山口県下松市,白倉歯科医院,シラクラシカイイン,Shirakura Dental Office,無床診療所,352071,,山口県下松市西市２丁目３－３１,山口県,下松市,西市２丁目,３－３１,,34.0132349,131.8591319,,,(0833)41-0319,,,,,,,,,3530730526,月火水金土,09:00,18:50,祝日、1月1日、1月2日、1月3日、1月4日、8月13日、8月14日、8月15日、8月16日、12月30日、12月31日は休診。,,歯科、矯正歯科,0,,,http://www.shirakuradental.com/,,,
352071,KD0000100041,山口県下松市,周防医院,スオウイイン,Suoh Clinic,無床診療所,352071,,山口県下松市中市２丁目１０－８,山口県,下松市,中市２丁目,１０－８,,34.0096913,131.8629402,,,(0833)41-0519,,(0833)43-6858,,,,,,,3510711207,月火水木金土,09:00,18:00,"木曜日、土曜日は午前のみ。
祝日、1月1日、1月2日、1月3日、8月13日、8月14日、8月15日、12月29日、12月30日、12月31日は休診。",,内科、消化器内科、循環器内科、呼吸器内科,0,,,https://suoh-clinic.com/,,,
352071,KD0000100042,山口県下松市,諏訪歯科医院,スワシカイイン,Suwa Dental Clinic,無床診療所,352071,,山口県下松市中市１丁目１０ー３２,山口県,下松市,中市１丁目,１０ー３２,,34.0108613,131.8637825,,,(0833)41-0603,,(0833)48-4063,,,,,,,3530730666,月火水木金土,09:00,18:00,"木曜日、土曜日は午前のみ。
祝日は休診。",,歯科、矯正歯科、小児歯科、歯科口腔外科,0,,,http://suwa.cihp.jp/,,,
352071,KD0000100043,山口県下松市,古川町武居歯科医院,フルカワチョウタケスエシカイイン,Takesue Dental Clinic,無床診療所,352071,,山口県下松市古川町４丁目１ー５,山口県,下松市,古川町４丁目,１ー５,,34.006992,131.870726,,,(0833)44-2323,,(0833)44-5323,,,,,,,3530730385,月火水木金土,09:00,18:30,"木曜日は午前のみ。
祝日、1月1日、1月2日、1月3日、1月4日、8月13日、8月14日、8月15日、8月16日、12月29日、12月30日、12月31日は休診。",,歯科、小児歯科、矯正歯科、歯科口腔外科,0,,,https://www.takesueshika.net/,,,
352071,KD0000100044,山口県下松市,田中歯科医院, タナカシカイイン,Tanakasikaiin,無床診療所,352071,,山口県下松市望町２丁目１２－２４,山口県,下松市,望町２丁目,１２－２４,,34.02384,131.856818,,,(0833)44-1900,,(0833)44-1900,,,,,,,3530730518,月火水木金土,09:00,17:30,"木曜日は午前のみ。
祝日、1月1日、1月2日、1月3日、1月4日、8月14日、8月15日、8月16日、8月17日、12月30日、12月31日は休診。",,歯科、矯正歯科、小児歯科、歯科口腔外科,0,,,https://www.dentaltanaka.jp/,,,
352071,KD0000100045,山口県下松市,医療法人晟雅会　ときえだ歯科クリニック,イリョウホウジン　セイガカイ　トキエダシカクリニック,Tokieda Dental Clinic,無床診療所,352071,,山口県下松市大字西豊井１３６８ー１６,山口県,下松市,大字西豊井,１３６８ー１６,,34.007617,131.866132,,,(0833)45-0700,,(0833)45-0701,,,,,1250005005183 ,,3530730500,月火水木金土,09:00,19:00,"土曜日は午前のみ。
祝日、1月4日、8月13日、8月14日、8月15日、12月30日、12月31日は休診。",,歯科、歯科口腔外科、小児歯科,0,,,https://www.tokiedashika.com/,,,
352071,KD0000100046,山口県下松市,医療法人　中山医院,イリョウホウジン　ナカヤマイイン,Nakayama Clinic,有床診療所,352071,,山口県下松市瑞穂町１丁目３－１２,山口県,下松市,瑞穂町１丁目,３－１２,,34.023037,131.856382,,,(0833)41-7220,,(0833)41-7203,,,,,8250005005879 ,,3510711165,月火水木金土,09:00,18:00,"木曜日、土曜日は午前のみ。
祝日、1月1日、1月2日、1月3日、8月14日、8月15日、8月16日、12月31日は休診。",,泌尿器科、皮膚科,19,,,http://nakayama-clinic.net/,,,
352071,KD0000100047,山口県下松市,ぬのまき歯科クリニック,ヌノマキシカクリニック,Nunomaki Dental Clinic,無床診療所,352071,,山口県下松市瑞穂町４丁目２－１５,山口県,下松市,瑞穂町４丁目,２－１５,,34.023292,131.849822,,,(0833)48-8841,,(0833)48-8843,,,,,,,3530730609,月火水木金土,09:00,18:00,"水曜日、土曜日は午前のみ。
祝日、1月1日、1月2日、1月3日、8月13日、8月14日、8月15日、12月30日、12月31日は休日。",,歯科、小児歯科、歯科口腔外科、矯正歯科,0,,,https://www.nunomaki-dental.com/,,,
352071,KD0000100048,山口県下松市,のぞみ医院,ノゾミイイン,nozomiiin,無床診療所,352071,,山口県下松市望町１丁目９－１０,山口県,下松市,望町１丁目,９－１０,,34.02707,131.861467,,,(0833)45-0550,,(0833)45-0551,,,,,,,3510710936,月火水金土,09:30,17:00,祝日、1月1日、1月2日、1月3日、8月14日、8月15日、8月16日、12月31日は休診。,,心療内科、精神科,0,,,https://www.yamaguchi.med.or.jp/g-med/kudamatsu/nozomi.htm,,,
352071,KD0000100049,山口県下松市,のだくりにっく,ノダ　クリニック,NODA CLINIC,無床診療所,352071,,山口県下松市中央町２１－３,山口県,下松市,中央町,２１－３,ゆめタウン下松　４Ｆ,34.01860719999999,131.862851,,,(0833)45-2100,,(0833)45-2226,,,,,,,3510711082,月火水木金土,09:00,17:30,"木曜日、土曜日は午前のみ。
祝日、1月1日、1月2日、1月3日、8月14日、8月15日、8月16日、12月31日
は休診。",,消化器内科、循環器科、内科、外科、リハビリテーション科,0,,,http://noda-cl.jp/,,,
352071,KD0000100050,山口県下松市,のはら消化器内科,ノハラショウカキナイカ,Noharashoukakinaika,無床診療所,352071,,山口県下松市望町２丁目４ー８,山口県,下松市,望町２丁目,４ー８,,34.0262177,131.8599403,,,(0833)45-6777,,(0833)45-6778,,,,,,,3510711306,月火水木金土,09:00,18:00,"木曜日は午前のみ。
祝日、1月1日、1月2日、1月3日、8月13日、8月14日、8月15日、12月29日、12月30日、12月31日は休診。",,消化器内科（胃腸内科）,0,,,https://www.nohara-g.com/,,,
