全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,医療機関の種類,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,FAX番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,災害拠点分類,状況,URL,画像,画像_ライセンス,備考
352039,II3510311586,山口県山口市,医療法人社団青藍会　あんの循環器内科,アンノジュンカンキナイカ,,有床診療所,352039,161001,山口市吉敷中東一丁目1-1,山口県,山口市,吉敷中東一丁目,1ｰ1,,34.166995,131.447395,,,(083)924-1151,,,,,,7530813,,,3510311586,月・火・水・木・金・土,8:30,18:00,"【月・火・水・金】8:30～12:30/14:00～18:00
【木・土】8:30～12:30",,循環器科;内科;脳神経外科;呼吸器科;小児科;リハビリテーション科;精神科;歯科;形成外科;皮膚科；整形外科；眼科,19,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1002,,,
352039,II3510311354,山口県山口市,医療法人社団　池畑診療所,イケハタシンリョウジョ,,無床診療所,352039,139000,山口市平井556-6,山口県,山口市,平井,556ｰ6,,34.153827,131.464957,,,(083)925-7766,,,,,,7530831,,,3510311354,月・火・水・木・金・土,8:30,18:00,"【月・火・木・金】　8:30～12:30／14:30～18:00
【水・土】　8:30～12:30",,リハビリテーション科;麻酔科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1017,,,
352039,II3510312873,山口県山口市,いちょうの木クリニック,イチョウノキクリニック,,無床診療所,352039,57000,山口市小郡船倉町1ｰ13,山口県,山口市,小郡船倉町,1ｰ13,,34.094402,131.404031,,,(083)976-8331,,,,,,7540012,,,3510312873,月・火・水・木・金・土,8:00,18:00,"【月火木金土】8:00～11:30/14:30～17:30
【水】8:00～11:30",,内科;放射線科;消化器内科;内視鏡内科,0,,,https://info.pasola.net/mnavi/page/1169.html,,,
352039,II3510312337,山口県山口市,医療法人実誠会　おおどの診療所,オオドノシンリョウジョ,,無床診療所,352039,23000,山口市石観音町4-4,山口県,山口市,石観音町,4ｰ4,,34.183609,131.483894,,,(083)922-0299,,,,,,7530038,,,3510312337,月・火・水・木・金・土,8:30,18:00,"【月・火・水・金】8:30～12:30/14:30～18:00
【木・土】8:30～12:30",,内科;消化器科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1011,,,
352039,II3510312923,山口県山口市,おざさ皮ふ科クリニック,オザサヒフカクリニック,,無床診療所,352039,171004,山口市大内千坊四丁目16-3,山口県,山口市,大内千坊四丁目,16ｰ3,,34.152598,131.490149,,,(083)932-0800,,,,,,7530251,,,3510312923,月・火・水・木・金・土,8:30,18:00,"【月・火・水・金】8:30～11:30/13:30～17:30
【木・土】8:30～12:00",,皮膚科,0,,,https://info.pasola.net/mnavi/page/1186.html,,,
352039,II3510312600,山口県山口市,うちクリニック,ウチクリニック,,無床診療所,352039,51000,山口市小郡長谷一丁目1ｰ2,山口県,山口市,小郡長谷一丁目,1ｰ2,,34.095992,131.392246,,,(083)974-5575,,,,,,7540042,,,3510312600,月・火・水・金・土,9:00,18:00,"【月・火・水・金】9:00～12:00／14:30～18:00
【土】9:00～13:30",,耳鼻咽喉科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1136,,,
352039,II3510312584,山口県山口市,医療法人社団えさき内科クリニック,エサキナイカクリニック,,無床診療所,352039,24001,山口市維新公園一丁目3-25,山口県,山口市,維新公園一丁目,3ｰ25,,34.160271,131.437593,,,(083)934-1880,,,,,,7530815,,,3510312584,月・火・水・木・金・土,9:00,18:00,"【月・火・水・金】9:00～12:30/14:00～18:00
【木・土】9:00～12:30",,内科;消化器科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1152,,,
352039,II3510312790,山口県山口市,おおうちクリニック,オオウチクリニック,,無床診療所,352039,171005,山口市大内千坊五丁目1ｰ7,山口県,山口市,大内千坊五丁目,1ｰ7,,34.159015,131.490713,,,(083)933-1770,,,,,,7530251,,,3510312790,月・火・木・金・土,9:00,18:30,"【月・火・木・金】9:00～13:00／15:00～18:30
【土】9:00～13:00
【日】9:00～13:00／14:00～17:00",,内科;外科;整形外科;リハビリテーション科;循環器内科;消化器内科;肛門外科;リウマチ科;アレルギー科;小児科,0,,,https://info.pasola.net/mnavi/page/1135.html,,,
352039,II3510313178,山口県山口市,大草医院,オオクサイイン,,無床診療所,352039,22000,山口市阿東徳佐中3416ｰ5,山口県,山口市,阿東徳佐中,3416ｰ5,,34.396669,131.72021,,,(083)956-0005,,,,,,7591512,,,3510313178,月・火・水・金・土,8:30,12:00,【月・火・水・金・土】8:30～12:00,,内科,0,,,https://info.pasola.net/mnavi/page/1172.html,,,
352039,II3510311883,山口県山口市,太田皮膚科クリニック,オオタヒフカクリニック,,無床診療所,352039,36001,山口市大内矢田北一丁目19-16,山口県,山口市,大内矢田北一丁目,19ｰ16,,34.156113,131.501858,,,(083)927-1112,,,,,,7530221,,,3510311883,月・火・水・木・金・土,9:00,18:00,"【月・水・金】9:00～12:30/14:00～18:00
【火・木・土】9:00～12:30",,皮膚科;形成外科,0,,,https://info.pasola.net/mnavi/page/1004.html,,,
352039,II3510313038,山口県山口市,三の宮の耳鼻咽喉科,サンノミヤノジビインコウカ,,無床診療所,352039,85002,山口市三の宮二丁目3-26,山口県,山口市,三の宮二丁目,3ｰ26,,34.188702,131.493748,,,(083)924-1287,,,,,,7530023,,,3510313038,月・火・水・金・土,8:30,18:00,"【月・火・水・金】8:30～12:00/14:30～18:00
【土】8:30～12:00/14:30～16:30",,耳鼻咽喉科;アレルギー科,0,,,https://info.pasola.net/mnavi/page/1190.html,,,
352039,II3510312766,山口県山口市,ざいつ内科クリニック,ザイツナイカクリニック,,無床診療所,352039,51000,山口市小郡明治一丁目13ｰ14,山口県,山口市,小郡明治一丁目,13ｰ14,,34.097451,131.395977,,,(083)976-8475,,,,,,7540043,,,3510312766,月・火・水・金・土,9:00,17:30,"【月・水・金】9:00～12:30/14:00～17:30
【火】9:00～17:00
【土】9:00～16:00",,内科;リウマチ科;血液内科;糖尿病内科;アレルギー科,0,,,https://info.pasola.net/mnavi/page/1179.html,,,
352039,II3510311420,山口県山口市,丘病院,オカビョウイン,,病院,352039,129000,山口市中河原町2－14,山口県,山口市,中河原町,2ｰ14,,34.178296,131.475656,,,(083)925-1100,,,,,,7530088,,,3510311420,月・火・水・木・金・土,8:30,17:30,"【月～金】8:30～17:30
【土】8:30～12:30",,整形外科;外科;内科;皮膚科;リウマチ科;リハビリテーション科,37,,,https://info.pasola.net/mnavi/page/1010.html,,,
352039,II3510311867,山口県山口市,おがたクリニック,オガタクリニック,,無床診療所,352039,25000,山口市泉町8-23,山口県,山口市,泉町,8ｰ23,,34.166602,131.450845,,,【耳鼻咽喉科】　(083)934-3800　　【眼科】　(083)934-3801,,,,,,7530066,,,3510311867,月・火・水・木・金・土,9:00,18:30,"【月・火・水・金】9:00～12:30／14:30～18:30
【木】9:00～12:30
【土】9:00～12:30／14:30～17:30",,耳鼻咽喉科;眼科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1013,,,
352039,II3510313061,山口県山口市,医療法人　小川整形外科,オガワセイケイゲカ,,無床診療所,352039,67000,山口市嘉川5033-1,山口県,山口市,嘉川,5033ｰ1,,34.075515,131.377517,,,(083)988-1010,,,,,,7540897,,,3510313061,月・火・水・木・金・土,9:00,18:00,"【月・火・水・金】9:00～12:30／13:30～18:00
【木・土】9:00～14:00",,整形外科;リウマチ科;リハビリテーション科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1084,,,
352039,II3510311677,山口県山口市,医療法人　奥田胃腸科内科,オクダイチョウカナイカ,,無床診療所,352039,105001,山口市道場門前一丁目1-4,山口県,山口市,道場門前一丁目,1ｰ4,,34.175174,131.474652,,,(083)925-2188,,,,,,7530047,,,3510311677,月・火・水・木・金・土,8:30,18:00,"【月・火・木・金】　8:30～13:00／14:30～18:00
【水・土】　8:30～13:00",,内科;胃腸科;放射線科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1015,,,
352039,II3517610246,山口県山口市,山口県厚生農業協同組合連合会　小郡第一総合病院,オゴオリダイイチソウゴウビョウイン,,病院,352039,51000,山口市小郡下郷862-3,山口県,山口市,小郡下郷,862ｰ3,,34.103174,131.397021,,,(083)972-0333,,,,,,7540002,,,3517610246,月・火・水・木・金,8:30,17:00,,,内科;小児科;外科;整形外科;産婦人科;眼科;耳鼻咽喉科;泌尿器科;消化器内科;循環器内科;呼吸器内科;麻酔科;脳神経外科;糖尿病・血液内科;脳神経内科;リハビリテーション科,182,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1115,,,
352039,II3517610717,山口県山口市,小郡まきはら病院,オゴオリマキハラビョウイン,,病院,352039,65000,山口市小郡若草町3-4,山口県,山口市,小郡若草町,3ｰ4,,34.086603,131.394136,,,(083)973-0222,,,,,,7540024,,,3517610717,月・火・水・木・金・土,9:30,19:00,"【月・土】9:30～17:00
【火・水・木・金】9:30～19:00",,精神科;神経科,114,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1117,,,
352039,II3510312931,山口県山口市,すえなが内科在宅診療所,スエナガナイカザイタクシンリョウジョ,,無床診療所,352039,163000,山口市鰐石町1ｰ12,山口県,山口市,鰐石町,1ｰ12,,34.170805,131.478225,,,(083)902-5300,,,,,,7530044,,,3510312931,月・火・水・木・金・土,8:30,18:00,"在宅診療14:00～18:00
外来診療【月・火・水・金】8:30～12:00
※がん在宅医療相談(予約)　月～金",,内科;緩和ケア内科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1188,,,
352039,II3510312386,山口県山口市,医療法人社団和花輝会　おさばファミリークリニック,オサバファミリークリニック,,無床診療所,352039,90000,山口市下小鯖1331-7,山口県,山口市,下小鯖,1331ｰ7,,34.132265,131.526113,,,(083)941-0389,,,,,,7530212,,,3510312386,月・火・水・木・金・土,8:40,18:00,"【月・火・水・金】8:40～12:10/14:00～18:00
【木・土】8:40～12:10",,内科;外科;循環器科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1129,,,
352039,II3510313236,山口県山口市,小田医院,オダイイン,,無床診療所,352039,48000,山口市小郡黄金町11-9,山口県,山口市,小郡黄金町,11ｰ9,,34.089626,131.398788,,,(083)972-1716,,,,,,7540021,,,3510313236,月・火・水・金・土,9:00,18:00,"【月・水・金】9:00～12:30/14:00～18:00
【火】9:00～12:30
【土】9:00～12:00",,内科;糖尿病内科;皮膚科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1085,,,
352039,II3510311305,山口県山口市,香川内科,カガワナイカ,,無床診療所,352039,160002,山口市吉敷下東二丁目10-20,山口県,山口市,吉敷下東二丁目,10ｰ20,,34.164244,131.448226,,,(083)921-1700,,,,,,7530814,,,3510311305,月・火・水・木・金・土,9:00,18:00,"【月・火・水・金】9:00～12:00/14:30～18:00
【木・土】9:00～12:00",,内科;呼吸器科;胃腸科;循環器科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1023,,,
352039,II3510312550,山口県山口市,医療法人かく脳神経外科クリニック,カクノウシンケイゲカクリニック,,無床診療所,352039,25000,山口市泉町8-17,山口県,山口市,泉町,8ｰ17,,34.167038,131.450619,,,(083)920-1001,,,,,,7530066,,,3510312550,月・火・水・木・金・土,9:00,18:00,"【月・火・水・金】9:00～12:30/14:30～18:00
【木・土】9:00～12:30",,脳神経外科;脳内,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1149,,,
352039,II3510312709,山口県山口市,かしだ産婦人科クリニック,カシダサンフジンカクリニック,,有床診療所,352039,148000,山口市宮島町11ｰ2,山口県,山口市,宮島町,11ｰ2,,34.166281,131.483693,,,(083)925-7711,,,,,,7530043,,,3510312709,月・火・水・金・土,9:00,17:30,"【月・火・水・金】9:00～12:30/15:00～17:30
【土】9:00～12:30/15:00～17:00",,産婦人科,19,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1021,,,
352039,II3517610931,山口県山口市,医療法人　かむらクリニック,カムラクリニック,,無床診療所,352039,51000,山口市小郡下郷307-2,山口県,山口市,小郡下郷,307ｰ2,,34.106273,131.398635,,,(083)972-2513,,,,,,7540002,,,3517610931,月・火・水・木・金,9:00,18:00,【月～金】9:00～12:30／14:00～18:00,,内科;外科;呼吸器外科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1086,,,
352039,II3510312956,山口県山口市,とよた整形外科クリニック,トヨタセイケイゲカクリニック,,無床診療所,352039,171004,山口市大内千坊四丁目15-23,山口県,山口市,大内千坊四丁目,15ｰ23,,34.152268,131.490603,,,(083)929-3315,,,,,,7530251,,,3510312956,月・火・水・木・金・土,9:00,18:00,"【月・火・水・金】9:00～12:30/14:30～18:00
【木・土】9:00～13:00",,整形外科;リハビリテーション科;リウマチ科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1181,,,
352039,II3517610659,山口県山口市,河端内科医院,カワバタナイカイイン,,無床診療所,352039,51000,山口市小郡下郷843-10,山口県,山口市,小郡下郷,843ｰ10,,34.102609,131.39549,,,(083)972-3820,,,,,,7540002,,,3517610659,月・火・水・木・金・土,8:30,18:00,"【月～金】8:30～12:00／13:30～18:00
【土】8:30～12:00",,内科;呼吸器科;胃腸科;循環器科;小児科;アレルギー科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1088,,,
352039,II3510310323,山口県山口市,医療法人和同会　吉南病院,キチナンビョウイン,,病院,352039,96000,山口市鋳銭司3381,山口県,山口市,鋳銭司,3381,,34.07608,131.46155,,,(083)986-2111,,,,,,7471221,,,3510310323,月・火・水・木・金,9:00,16:30,【月～金】9:00～16:30,,精神科;内科;歯科,342,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1116,,,
352039,II3510313079,山口県山口市,とりい脳と女性のクリニック,トリイノウトジョセイノクリニック,,無床診療所,352039,36006,山口市大内矢田北六丁目3ｰ25,山口県,山口市,大内矢田北六丁目,3ｰ25,,34.153727,131.511307,,,(083)902-5580,,,,,,7530221,,,3510313079,月・火・木・金・土,9:00,18:00,"【月・火・木・金】9:00～12:30/14:00～18:00
【土】9:00～12:30",,脳神経外科;産科;婦人科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1192,,,
352039,II3510312527,山口県山口市,クボクリニック,クボクリニック,,無床診療所,352039,163000,山口市鰐石町6-35　松田ビル２Ｆ,山口県,山口市,鰐石町,6ｰ35,松田ビル２Ｆ,34.169886,131.476926,,,(083)923-0975,,,,,,7530044,,,3510312527,月・火・水・金・土,9:00,18:30,"【月･火･水･金】9:00～13:00/15:00～19:00
【土】9:00～12:00/15:00～18:00",,心療内科;神経内科;精神科;神経科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1144,,,
352039,II3510312402,山口県山口市,くらたクリニック,クラタクリニック,,無床診療所,352039,79000,山口市黒川771-11,山口県,山口市,黒川,771ｰ11,,34.143424,131.450807,,,(083)921-6220,,,,,,7530851,,,3510312402,月・火・水・木・金・土,9:00,18:30,"【月・火・水・金】9:00～12:30/14:30～18:30
【木・土】9:00～13:00",,内科;消化器科;循環器科;呼吸器科;小児科;リハビリテーション科;アレルギー科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1130,,,
352039,II3510312162,山口県山口市,小泉小児科,コイズミショウニカ,,無床診療所,352039,33000,山口市大市町3-51,山口県,山口市,大市町,3ｰ51,,34.178011,131.480178,,,(083)922-0009,,,,,,7530033,,,3510312162,月・火・水・木・金・土,9:00,18:00,"【月～金】9:00～12:00／14:00～18:00
【土】9:00～12:00",,小児科;アレルギー科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1028,,,
352039,II3510311537,山口県山口市,医療法人財団清仁会附属　鴻城医院,コウジョウイイン,,無床診療所,352039,27000,山口市後河原181,山口県,山口市,後河原,181,,34.18314,131.47621,,,(083)922-0166,,,,,,7530083,,,3510311537,月・火・水・木・金・土,8:30,18:00,"【月・火・水・金】8:30～12:30／15:00～18:00
【木・土】8:30～12:30",,内科;胃腸科;循環器科;リハビリテーション科;放射線科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1025,,,
352039,II3510311750,山口県山口市,医療法人社団素心会　こうとく内科,コウトクナイカ,,無床診療所,352039,88000,山口市下市町11-5,山口県,山口市,下市町,11ｰ5,,34.162963,131.458433,,,(083)924-3780,,,,,,7530058,,,3510311750,月・火・水・木・金・土,9:00,19:00,"【月・金】9:00～12:00／15:00～18:00
【火・水】9:00～12:00／15:00～19:00
【木・土】9:00～12:30",,内科;循環器内科;呼吸器内科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1125,,,
352039,II3510312204,山口県山口市,医療法人　小林眼科,コバヤシガンカ,,有床診療所,352039,93002,山口市白石二丁目6-52-1,山口県,山口市,白石二丁目,6ｰ52ｰ1,,34.174981,131.468557,,,(083)932-1236,,,,,,7530070,,,3510312204,月・火・水・木・金・土,9:00,18:00,"【月・火・水・金】9:00～12:00/14:30～18:00
【木】9:00～12:00
【土】9:00～14:00",,眼科,3,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1029,,,
352039,II3510312741,山口県山口市,ねごろ神経内科クリニック,ネゴロシンケイナイカクリニック,,無床診療所,352039,51000,山口市小郡下郷320ｰ1,山口県,山口市,小郡下郷,320ｰ1,,34.108159,131.398083,,,(083)976-5256,,,,,,7540002,,,3510312741,月・火・水・木・金・土,9:00,18:00,"【月・火・水・金】9:00～12:30/14:30～18:00
【木・土】9:00～12:30",,神経内科;内科;心療内科;精神科;,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1177,,,
352039,II3517610881,山口県山口市,ハートクリニック新山口,ハートクリニックシンヤマグチ,,無床診療所,352039,58000,山口市小郡平成町1ｰ18,山口県,山口市,小郡平成町,1ｰ18,,34.087814,131.400497,,,(083)976-2450,,,,,,7540020,,,3517610881,月・火・水・木・金,9:00,17:00,【月～金】9:00～12:00/13:00～17:00,,小児科;内科;アレルギー科;リハビリテーション科;,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1156,,,
352039,II3510312451,山口県山口市,近藤こどもクリニック,コンドウコドモクリニック,,無床診療所,352039,83000,山口市幸町3-49-2,山口県,山口市,幸町,3ｰ49ｰ2,,34.157635,131.449991,,,(083)922-0510,,,,,,7530826,,,3510312451,月・火・水・木・金・土,9:00,18:00,"【月～火・木～金】9:00～12:30/15:30～18:00
【土】9:00～13:00",,小児科;小児循環器内科;アレルギー科;,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1150,,,
352039,II3510310141,山口県山口市,済生会山口総合病院,サイセイカイヤマグチソウゴウビョウイン,,病院,352039,172000,山口市緑町2-11,山口県,山口市,緑町,2ｰ11,,34.171223,131.467234,,,(083)901-6111,,,,,,7530078,,,3510310141,月・火・水・木・金,8:30,11:00,【月～金】8:30～11:00,,内科　小児科　外科　整形外科　産婦人科　眼科　耳鼻咽喉科　皮膚科　泌尿器科 　放射線科　麻酔科　神経内科　脳神経外科　リウマチ科　呼吸器内科;消化器内科;循環器内科;糖尿病・血液内科;腎臓内科;心臓血管外科;呼吸器外科;消化器外科;乳腺外科;リハビリテーション科;アレルギー科,279,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1126,,,
352039,II3510311776,山口県山口市,済生会湯田温泉病院,サイセイカイユダオンセンビョウイン,,病院,352039,7000,山口市朝倉町4-55,山口県,山口市,朝倉町,4ｰ55,,34.175891,131.452847,,,(083)932-3311,,,,,,7530061,,,3510311776,月・火・水・木・金,8:30,11:00,※診療科と曜日によっては午後の診療も行っています。,,内科;外科;整形外科;リハビリテーション科;放射線科,142,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1072,,,
352039,II3510312568,山口県山口市,坂本耳鼻咽喉科医院,サカモトジビインコウカイイン,,無床診療所,352039,105002,山口市道場門前二丁目4－13,山口県,山口市,道場門前二丁目,4ｰ13,,34.175911,131.47711,,,(083)922-0081,,,,,,7530047,,,3510312568,月・火・水・木・金・土,9:30,19:00,"【月･火･水･金】9:30～13:00/15:00～19:00
【木】9:30～14:00
【土】9:30～13:00/15:00～17:00
",,耳鼻咽喉科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1162,,,
352039,II3510311701,山口県山口市,医療法人坂本整形外科,サカモトセイケイゲカ,,無床診療所,352039,31000,山口市円政寺77,山口県,山口市,円政寺,77,,34.18192,131.48174,,,(083)925-5566,,,,,,7530036,,,3510311701,月・火・水・木・金・土,8:30,18:00,"【月・火・木・金】8:30～12:00／14:00～18:00
【水・土】8:30～12:00",,整形外科;リハビリテーション科;リウマチ科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1037,,,
352039,II3510311552,山口県山口市,医療法人社団医心会　ササキクリニック,ササキクリニック,,無床診療所,352039,99000,山口市泉都町1-6,山口県,山口市,泉都町,1ｰ6,,34.168341,131.46435,,,(083)922-3237,,,,,,7530076,,,3510311552,月・火・水・木・金・土,9:00,18:00,"【月・火・水・金】9:00～12:00/14:00～18:00
【木・土】9:00～12:00",,皮膚科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1036,,,
352039,II3510311024,山口県山口市,佐々木外科病院,ササキゲカビョウイン,,病院,352039,99000,山口市泉都町9-13,山口県,山口市,泉都町,9ｰ13,,34.16648,131.461588,,,(083)923-8811,,,,,,7530076,,,3510311024,月・火・水・木・金・土,9:00,17:30,"【月・火・木・金】9:00～13:00/15:00～17:30
【水・土】9:00～12:30",,内科;外科;整形外科;リハビリテーション科;放射線科;麻酔科;リウマチ科;消化器内科;消化器外科;;リハビリテーション科;肛門外科,54,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1038,,,
