全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,医療機関の種類,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,FAX番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,災害拠点分類,状況,URL,画像,画像_ライセンス,備考
352039,II3530331614,山口県山口市,医療法人優成会　うえむらデンタルクリニック,ウエムラデンタルクリニック,,,352039,10000,山口県山口市阿知須4853ｰ8,山口県,山口市,阿知須,4853ｰ8,,34.012718,131.358287,,,(0836)66-1111,,,,,,7541277,,,3530331614,月・火・木・金・土,8:30,17:30,"【月･火･木･金】8:30～12:00 /14:00～17:30
【土】8:30～15:30",,歯科;小児歯科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2076,,,
352039,II3530330962,山口県山口市,医療法人鶴翔会　内田歯科医院,ウチダシカイイン,,,352039,96000,山口県山口市鋳銭司5672ｰ1,山口県,山口市,鋳銭司,5672ｰ1,,34.078559,131.445811,,,(083)985-0418,,,,,,7471221,,,3530330962,月・火・水・木・金・土,9:00,19:00,"【月・火・木・金】9:00～12:00/14:30～19:00
【水･土】9:00～12:00/14:30～17:00",,歯科;小児歯科;歯科口腔外科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2073,,,
352039,II3530331549,山口県山口市,宇都宮歯科医院,ウツノミヤシカイイン,,,352039,99000,山口県山口市泉都町9ｰ16,山口県,山口市,泉都町,9ｰ16,,34.166569,131.460546,,,(083)922-1180,,,,,,7530076,,,3530331549,月・火・水,9:00,21:00,"【月・火】19:00～21:00
【水】15:00～19:00",,歯科;小児歯科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2010,,,
352039,II3530331473,山口県山口市,ＭＫデンタルオフィス,エムケーデンタルオフィス,,,352039,105001,山口県山口市道場門前一丁目１ｰ１８,山口県,山口市,道場門前一丁目,１ｰ１８,,34.174476,131.47495,,,(083)995-0118,,,,,,7530047,,,3530331473,月・火・木・金・土,9:00,17:30,"【月・火・木・金】9:00～12:00/13:30～17:30
【土】9:00～12:00/13:30～17:00",,歯科;小児歯科;歯科口腔外科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2078,,,
352039,II3530330442,山口県山口市,大内宇都宮歯科医院,オオウチウツノミヤシカイイン,,,352039,36001,山口県山口市大内矢田北一丁目18ｰ25,山口県,山口市,大内矢田北一丁目,18ｰ25,,34.156585,131.501959,,,(083)927-3618,,,,,,7530221,,,3530330442,月・火・水・木・金・土,9:00,18:00,"【月・火・木・金】9:00～12:00/13:00～18:00
【水】9:00～12:00
【土】9:00～12:00/13:00～15:00",,歯科;小児歯科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2071,,,
352039,II3537630414,山口県山口市,岡村歯科医院,オカムラシカイイン,,,352039,51000,山口県山口市小郡下郷1219ｰ37,山口県,山口市,小郡下郷,1219ｰ37,,34.098426,131.396395,,,(083)972-0608,,,,,,7540043,,,3537630414,月・火・水・木・金・土,9:00,17:30,"【月～金】9:00～12:30/14:00～17:30
【土】9:00～12:30",,歯科;小児歯科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2047,,,
352039,II3530330806,山口県山口市,おぐら歯科医院,オグラシカイイン,,,352039,37001,山口県山口市大内矢田南一丁目19ｰ20,山口県,山口市,大内矢田南一丁目,19ｰ20,,34.152861,131.49744,,,(083)927-8888,,,,,,7530222,,,3530330806,月・火・水・木・金・土,9:30,18:30,"【月・火・水・金】9:30～13:00/14:30～18:30
【木・土】9:30～13:00",,歯科;小児歯科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2069,,,
352039,II3530330657,山口県山口市,医療法人梅林軒　小田歯科,オダシカ,,,352039,145000,山口県山口市松美町6ｰ31,山口県,山口市,松美町,6ｰ31,,34.164476,131.462641,,,(083)923-6480,,,,,,7530053,,,3530330657,月・火・水・金・土,9:00,18:00,"【月・火・水・金】9:00～13:00/14:00～18:00
【土】9:00～13:00/14:00～17:00",,歯科;小児歯科;歯科口腔外科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2014,,,
352039,II3530331226,山口県山口市,加藤歯科医院,カトウシカイイン,,,352039,51000,山口県山口市小郡下郷1124ｰ3（津市中）,山口県,山口市,小郡下郷,1124ｰ3,（津市中）,34.100411,131.398232,,,(083)972-2104 ,,(083)972-2104,,,,7540002,,,3530331226,月・火・水・木・金・土,9:00,18:00,"【月・火・水・金】9:00～12:30/14:00～18:00
【木】9:00～12:30
【土】9:00～12:30/14:00～16:00",,歯科;小児歯科;歯科口腔外科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2048,,,
352039,II3537630422,山口県山口市,きらら・しまた歯科,キララ・シマタシカ,,,352039,10000,山口県山口市阿知須4817ｰ12,山口県,山口市,阿知須,4817ｰ12,,34.009277,131.354551,,,(0836)66-2525,,,,,,7541277,,,3537630422,月・火・水・木・金・土,9:00,19:00,"【月～金】9:00～13:00/14:30～19:00
【土】9:00～13:00/14:30～17:00",,歯科;小児歯科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2053,,,
352039,II3530331697,山口県山口市,たくみ歯科医院,タクミシカイイン,,,352039,139000,山口県山口市平井1396ｰ6,山口県,山口市,平井,1396ｰ6,,34.146911,131.460087,,,(083)902-2319,,,,,,7530831,,,3530331697,月・火・水・木・金・土,9:00,18:30,"【月・火・水・金】9:00～12:30／14:00～18:30
【木】9:00～13:00
【土】9:00～12:30／14:00～18:00",,歯科;小児歯科;歯科口腔外科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/2102.html,,,
352039,II3530330749,山口県山口市,児玉歯科,コダマシカ,,,352039,150000,山口県山口市宮野下3106ｰ1,山口県,山口市,宮野下,3106ｰ1,,34.201838,131.507721,,,(083)932-7800,,,,,,7530011,,,3530330749,月・火・水・木・金・土,8:30,18:00,"【月・火・木・金】8:30～12:00/14:00～18:00
【水・土】8:30～12:00",,歯科;小児歯科;歯科口腔外科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2017,,,
352039,II3530331408,山口県山口市,こだま歯科医院,コダマシカイイン,,,352039,152000,山口県山口市矢原1425ｰ1,山口県,山口市,矢原,1425ｰ1,,34.149402,131.439676,,,(083)921-0106,,,,,,7530861,,,3530331408,月・火・水・木・金・土,9:00,17:30,"【月・火・木・金】9:00～13:00/14：30～17:30
【水・土】9:00～13:00",,歯科;小児歯科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2018,,,
352039,II3530330616,山口県山口市,佐伯歯科,サエキシカ,,,352039,139000,山口県山口市平井377ｰ6,山口県,山口市,平井,377ｰ6,,34.155922,131.466367,,,(083)923-7770,,,,,,7530831,,,3530330616,月・火・水・木・金・土,9:00,18:30,"【月・火・水・金】9:00～13:00/14:30～18:30
【木・土】9:00～13:00",,歯科;小児歯科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2019,,,
352039,II3530331143,山口県山口市,佐波歯科医院,サワシカイイン,,,352039,2000,山口県山口市秋穂東6268,山口県,山口市,秋穂東,6268,,34.01287,131.43092,,,(083)984-2554,,,,,,7541101,,,3530331143,月・火・水・木・金,9:30,18:30,【月～金】9:30～12:30/14:30～18:30,,歯科;小児歯科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2051,,,
352039,II3530330731,山口県山口市,塩田歯科医院,シオタシカイイン,,,352039,4001,山口県山口市葵一丁目1ｰ3,山口県,山口市,葵一丁目,1ｰ3,,34.162646,131.454586,,,(083)924-4188,,,,,,7530821,,,3530330731,月・火・水・木・金・土,9:00,19:00,"【月・火・木・金】9:00～12:00/14:00～19:00
【水】9:00～12:00
【土】9:00～12:00/14:00～16:00",,歯科;小児歯科;歯科口腔外科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2022,,,
352039,II3530331325,山口県山口市,椙山歯科医院,スギヤマシカイイン,,,352039,28002,山口県山口市駅通り二丁目2ｰ24,山口県,山口市,駅通り二丁目,2ｰ24,,34.175096,131.478638,,,(083)922-0650,,,,,,7530048,,,3530331325,月・火・水・木・金・土,9:00,19:00,"【月・火・木・金】9:00～12:00/14:00～19:00
【水】9:00～12:00
【土】9:00～12:00/13:00～17:00",,歯科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2023,,,
352039,II3530330814,山口県山口市,すみ歯科医院,スミシカイイン,,,352039,69000,山口県山口市金古曽町1ｰ3,山口県,山口市,金古曽町,1ｰ3,,34.184873,131.485043,,,(083)920-2468,,,,,,7530024,,,3530330814,月・火・水・木・金・土,9:00,18:30,"【月・火・水・金】9:00～12:30/14:30～18:30
【木・土】9:00～12:30",,歯科;小児歯科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2024,,,
352039,II3530331192,山口県山口市,たなべ歯科,タナベシカ,,,352039,79000,山口県山口市黒川字後楽2305ｰ3,山口県,山口市,黒川字後楽,2305ｰ3,,34.139544,131.449517,,,(083)933-0648,,,,,,7530851,,,3530331192,月・火・水・木・金・土,9:00,18:00,"【月・火・水・金】9:00～11:45/14:00～18:00
【木・土】9:00～11:45",,歯科;小児歯科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2025,,,
352039,II3530331010,山口県山口市,中央歯科医院,チュウオウシカイイン,,,352039,174001,山口県山口市糸米一丁目1ｰ13,山口県,山口市,糸米一丁目,1ｰ13,,34.173764,131.468277,,,(083)922-2813,,,,,,7530079,,,3530331010,月・火・水・木・金・土,9:00,18:00,"【月・火・水・金】9:00～12:00/14:00～18:00
【木・土】9:00～12:00",,歯科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2005,,,
352039,II3530331382,山口県山口市,寺岡歯科診療所,テラオカシカシンリョウジョ,,,352039,51000,山口県山口市小郡下郷935,山口県,山口市,小郡下郷,935,,34.10297,131.39816,,,(083)973-1057,,,,,,7540002,,,3530331382,月・火・水・木・金・土,9:00,18:00,"【月・火・木・金】9:00～12:30/14:30～18:00
【水・土】9:00～12:30",,歯科;小児歯科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2057,,,
352039,II3530331135,山口県山口市,長崎歯科医院,ナガサキシカイイン,,,352039,148000,山口県山口市宮島町8ｰ12,山口県,山口市,宮島町,8ｰ12,,34.16635,131.482037,,,(083)923-0808,,,,,,7530043,,,3530331135,月・火・水・木・金・土,8:30,18:00,"【月・火・木・金】8:30～12:30/14:00～18:00
【水・土】8:30～12:30",,歯科;小児歯科;歯科口腔外科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2028,,,
352039,II3530330509,山口県山口市,野中歯科医院,ノナカシカイイン,,,352039,84002,山口県山口市桜畠二丁目8ｰ7,山口県,山口市,桜畠二丁目,8ｰ7,,34.19399,131.500747,,,(083)923-7733,,,,,,7530021,,,3530330509,月・火・水・木・金・土,9:00,18:00,"【月～金】9:00～12:00/14:00～18:00
【土】9:00～12:00",,歯科;小児歯科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2029,,,
352039,II3530331507,山口県山口市,はりま歯科クリニック,ハリマシカクリニック,,,352039,153000,山口県山口市矢原町7ｰ8,山口県,山口市,矢原町,7ｰ8,,34.15646,131.452546,,,(083)941-5522,,,,,,7530825,,,3530331507,月・火・水・金・土,9:00,19:30,"【月・火・水・金】9:00～12:30/15:00～19:30
【土】9:00～12:30/14:30～18:30",,歯科;小児歯科;歯科口腔外科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2094,,,
352039,II3530330913,山口県山口市,福田歯科医院,フクダシカイイン,,,352039,155002,山口県山口市湯田温泉二丁目2ｰ12,山口県,山口市,湯田温泉二丁目,2ｰ12,,34.163714,131.45753,,,(083)922-2179,,,,,,7530056,,,3530330913,月・火・水・金・土,9:00,18:30,"【月・火・水・金】9:00～12:30/14:00～18:30
【土】9:00～12:30/14:00～17:00",,歯科;小児歯科;歯科口腔外科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2030,,,
352039,II3530330632,山口県山口市,ふくなが歯科医院,フクナガシカイイン,,,352039,34000,山口県山口市大内長野474ｰ7,山口県,山口市,大内長野,474ｰ7,,34.153121,131.516559,,,(083)927-5777,,,,,,7530211,,,3530330632,月・火・水・木・金・土,9:00,18:00,"【月・火・水・金】9:00～12:00/14:00～18:00
【木・土】9:00～12:00",,歯科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2031,,,
352039,II3530331218,山口県山口市,藤井歯科医院,フジイシカイイン,,,352039,51000,山口県山口市小郡下郷1184,山口県,山口市,小郡下郷,1184,,34.09937,131.3976,,,(083)973-2767,,,,,,7540002,,,3530331218,月・火・木・金・土,9:00,18:00,【月・火・木・金・土】9:00～12:30/14:00～18:00,,歯科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2058,,,
352039,II3530331374,山口県山口市,医療法人　ふなつ歯科,フナツシカ,,,352039,96000,山口県山口市鋳銭司5958ｰ3（国道沿い）,山口県,山口市,鋳銭司,5958ｰ3,（国道沿い）,34.084087,131.443229,,,(083)986-3700,,,,,,7471221,,,3530331374,月・火・水・木・金・土,9:30,19:00,【月～土】9:30～13:00/14:00～19:00,,歯科;小児歯科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2059,,,
352039,II3530330954,山口県山口市,ふるや歯科,フルヤシカ,,,352039,178000,山口県山口市大内御堀3802ｰ1,山口県,山口市,大内御堀,3802ｰ1,,34.138647,131.503952,,,(083)927-3958,,,,,,7530214,,,3530330954,月・火・水・金・土,9:00,19:00,"【月・火・水・金】9:00～12:00/14:00～19:00
【土】9:00～12:00",,歯科;小児歯科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2034,,,
352039,II3530330970,山口県山口市,ほそだ歯科,ホソダシカ,,,352039,158002,山口県山口市吉敷上東二丁目3ｰ10,山口県,山口市,吉敷上東二丁目,3ｰ10,,34.16885,131.44101,,,(083)934-3711,,,,,,7530818,,,3530330970,月・火・木・金・土,9:00,19:00,"【月・火・木・金】9:00～12:30/14:30～19:00
【土】9:00～12:00/13:00～15:00",,歯科;小児歯科;歯科口腔外科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2035,,,
352039,II3530330418,山口県山口市,本田歯科,ホンダシカ,,,352039,76000,山口県山口市楠木町1ｰ60,山口県,山口市,楠木町,1ｰ60,,34.170469,131.453584,,,(083)925-6375,,,,,,7530065,,,3530330418,月・火・水・木・金・土,8:45,18:00,"【月～金】8:45～11:30/14:00～17:00
【土】8:45～11:30",,歯科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2036,,,
352039,II3537630430,山口県山口市,益城歯科医院,マシキシカイイン,,,352039,51000,山口県山口市小郡下郷1626ｰ13（NTT前）,山口県,山口市,小郡下郷,1626ｰ13,（NTT前）,34.098228,131.400033,,,(083)973-0655,,,,,,7540002,,,3537630430,月・火・水・木・金・土,9:00,18:00,"【月・火・木・金】9:00～13:00/14:30～18:00
【水】9:00～13:00
【土】9:00～13:00/14:30～17:00",,歯科;小児歯科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2072,,,
352039,II3530331168,山口県山口市,みつおか歯科クリニック,ミツオカシカクリニック,,,352039,141003,山口県山口市古熊三丁目712ｰ1,山口県,山口市,古熊三丁目,712ｰ1,,34.184931,131.487492,,,(083)921-6870,,,,,,7530031,,,3530331168,月・火・木・金・土,9:00,18:00,【月・火・木・金・土】9:00～12:30/14:00～18:00,,歯科;小児歯科;歯科口腔外科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2080,,,
352039,II3530331648,山口県山口市,医療法人社団優志会　みやわき矯正歯科クリニック　新山口オフィス,ミヤワキキョウセイシカクリニック　シンヤマグチ,,,352039,152000,山口県山口市矢原1180,山口県,山口市,矢原,1180,,34.152091,131.443071,,,(0120)924-088,,,,,,7530861,,,3530331648,月・火・水・木・金・土・日,10:30,19:00,"【平日】10:30～13:00/14:30～19:00
【土日】9:30～13:00/14:30～18:00",,歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2075,,,
352039,II3530331291,山口県山口市,ｍｉｗａ歯科,ミワシカ,,,352039,4002,山口県山口市葵二丁目2ｰ30,山口県,山口市,葵二丁目,2ｰ30,,34.152091,131.443071,,,(083)922-2020,,,,,,7530821,,,3530331291,月・火・水・木・金・土,9:00,19:00,"【月・火・木・金】9:00～12:30/14:00～19:00
【水】9:00～12:30
【土】9:00～15:00",,歯科;小児歯科;歯科口腔外科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2038,,,
352039,II3530330715,山口県山口市,やすもと歯科医院,ヤスモトシカイイン,,,352039,67000,山口県山口市嘉川3598ｰ2,山口県,山口市,嘉川,3598ｰ2,,34.070106,131.371092,,,(083)989-5888,,,,,,7540897,,,3530330715,月・火・水・木・金・土,9:00,18:30,"【月～金】9:30～13:00/14:00～18:30
【土】9:30～13:00",,歯科;小児歯科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2062,,,
352039,II3537630257,山口県山口市,ヤナギ歯科医院,ヤナギシカイイン,,,352039,10000,山口県山口市阿知須飛石2742ｰ1,山口県,山口市,阿知須飛石,2742ｰ1,,34.013472,131.358732,,,(0836)65-2338,,,,,,7541277,,,3537630257,月・火・水・木・金・土,9:00,18:30,"【月～金】9:00～12:00/14:30～18:30
【土】9:00～12:00",,歯科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2063,,,
352039,II3530331036,山口県山口市,むくのき歯科医院,ムクノキシカイイン,,,352039,163000,山口県山口市鰐石町5ｰ20,山口県,山口市,鰐石町,5ｰ20,,34.168566,131.478037,,,(083)934-0550,,,,,,7530044,,,3530331036,月・火・水・木・金・土,8:00,17:00,"【月・火・水・金】8:00～12:00/13:30～17:00
【木・土】8:00～13:00",,歯科;小児歯科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2067,,,
352039,II3530330574,山口県山口市,山口グリーン歯科,ヤマグチグリーンシカ,,,352039,160001,山口県山口市吉敷下東一丁目7番20号,山口県,山口市,吉敷下東一丁目,7ｰ20,,34.165055,131.44593,,,(083)925-4600,,,,,,7530814,,,3530330574,月・火・水・木・金・土,9:00,18:00,"【月・火・水・金】9:00～12:30/14:30～18:00
【木】9:00～12:30/14:30～16:00
【土】9:00～12:30",,歯科;小児歯科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2001,,,
352039,II3510310398,山口県山口市,山口赤十字病院,ヤマグチセキジュウジビョウイン,,,352039,154000,山口県山口市八幡馬場53ｰ1,山口県,山口市,八幡馬場,53ｰ1,,34.184673,131.482461,,,(083)923-0111,,,,,,7538519,,,3510310398,月・火・水・木・金,8:15,11:15,,,歯科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=1127,,,
352039,II3530330756,山口県山口市,オレンジ歯科医院,オレンジシカイイン,,,352039,90000,山口県山口市下小鯖2507ｰ11,山口県,山口市,下小鯖,2507ｰ11,,34.128431,131.526954,,,(083)927-6480,,,,,,7530212,,,3530330756,月・火・水・金・土,9:00,19:00,"【月～金】9:00～13:00/15:00～19:00
【土】9:00～13:00/15:00～18:00",,歯科;小児歯科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2091,,,
352039,II3530331424,山口県山口市,このはな歯科医院,コノハナシカイイン,,,352039,34000,山口県山口市大内長野675ｰ1,山口県,山口市,大内長野,675ｰ1,,34.15705,131.516855,,,(083)902-6450,,,,,,7530211,,,3530331424,月・火・水・金・土,9:00,17:00,【月・火・水・金・土】9:00～13:00/14:00～17:00,,歯科;小児歯科;歯科口腔外科;歯科矯正科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2093,,,
352039,II3530331259,山口県山口市,たなか歯科,タナカシカ,,,352039,79000,山口県山口市黒川1075ｰ1,山口県,山口市,黒川,1075ｰ1,,34.142101,131.458208,,,(083)941-6480,,,,,,7530851,,,3530331259,月・火・水・木・金・土,9:30,18:00,"【月・火・木・金】9:30～12:00/14:00～18:00
【水】9:30～12:00
【土】9:00～13:00",,歯科;小児歯科,0,,,http://info.pasola.net/mnavi/page/detail.jsp?id=2084,,,
