警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
宇部,0008,負傷,000,001,国道490号,宇部市,2021,01,05,13,22,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,35～44歳,中型貨物,軽乗用,事業用,自家用,損傷なし,負傷,33.96663889,131.26575,火曜,その他
下関,0024,負傷,000,001,国道２号,下関市,2021,01,05,15,08,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,55～64歳,中型貨物,普通乗用,事業用,自家用,損傷なし,負傷,33.98472222,130.9510556,火曜,その他
下関,0014,負傷,000,004,県道,下関市,2021,01,05,17,13,3昼暮,晴,非市街地,舗装　乾燥,トンネル,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,25～34歳,普通貨物,軽貨物,自家用,自家用,損傷なし,負傷,33.96777778,130.9160278,火曜,その他
岩国,0009,負傷,000,001,市道,岩国市,2021,01,06,08,45,2昼,晴,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,65～74歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.08703694,132.0481142,水曜,その他
山口,0008,負傷,000,001,市道,山口市,2021,01,06,13,59,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,45～54歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.16363306,131.4442794,水曜,その他
小串,0002,負傷,000,001,その他(広場等),下関市,2021,01,06,15,14,2昼,曇,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,人対車両,65～74歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.14172222,130.9191667,水曜,その他
下関,0008,負傷,000,001,その他(広場等),下関市,2021,01,06,19,42,5夜,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,人対車両,25～34歳,45～54歳,普通貨物,歩行者,自家用,対象外当事者,損傷なし,負傷,33.95080556,130.9283056,水曜,その他
長府,0015,負傷,000,001,私道,下関市,2021,01,06,22,10,5夜,曇,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両単独,25～34歳,不明,普通乗用,物件等,自家用,対象外当事者,負傷,対象外当事者,34.11458333,131.0333333,水曜,その他
高速隊,0005,負傷,000,001,高速道路,下関市,2021,01,07,07,28,1昼明,曇,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,35～44歳,準中型貨物,普通乗用,自家用,自家用,損傷なし,負傷,34.0430425,130.9866986,木曜,その他
周南,0048,負傷,000,001,市道,周南市,2021,01,07,07,40,1昼明,晴,市街地,舗装　湿潤,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示あり,交差点　中　小,直路,交差点内,規制なし,車両相互,35～44歳,75歳以上,普通乗用,駆動補助装置付自転車,自家用,対象外当事者,損傷なし,負傷,34.04586111,131.8127778,木曜,その他
萩,0005,負傷,000,001,国道191号,萩市,2021,01,07,15,25,2昼,雪,市街地,舗装　積雪,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.40795833,131.4072014,木曜,その他
美祢,0001,負傷,000,001,国道435号,美祢市,2021,01,07,15,50,2昼,雪,非市街地,舗装　凍結,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,25～34歳,中型貨物,軽乗用,事業用,自家用,損傷なし,負傷,34.18163889,131.1508889,木曜,その他
下松,0002,負傷,000,001,国道188号,下松市,2021,01,07,16,26,3昼暮,雪,市街地,舗装　積雪,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.02889778,131.8645456,木曜,その他
長府,0009,負傷,000,001,市道,下関市,2021,01,07,17,02,3昼暮,曇,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,35～44歳,普通貨物,軽乗用,自家用,自家用,損傷なし,負傷,34.01922222,131.0108056,木曜,その他
下松,0004,負傷,000,001,県道,下松市,2021,01,07,17,33,4夜暮,雪,非市街地,舗装　積雪,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,65～74歳,普通乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.02227778,131.9216667,木曜,その他
下松,0003,負傷,000,001,国道２号,下松市,2021,01,07,17,40,4夜暮,晴,市街地,舗装　積雪,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,25～34歳,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.03211111,131.9093333,木曜,その他
宇部,0024,負傷,000,004,市道,宇部市,2021,01,07,17,46,4夜暮,雪,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,65～74歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.93761111,131.2575833,木曜,その他
宇部,0015,負傷,000,002,国道190号,宇部市,2021,01,07,17,47,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.98558333,131.3430556,木曜,その他
周南,0043,負傷,000,002,国道２号,周南市,2021,01,07,20,00,5夜,雪,市街地,舗装　凍結,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,軽乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.07984583,131.7679733,木曜,その他
岩国,0020,負傷,000,001,市道,岩国市,2021,01,08,07,38,1昼明,雪,市街地,舗装　積雪,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,損傷なし,34.16838611,132.2220928,金曜,その他
下関,0012,負傷,000,001,市道,下関市,2021,01,08,07,46,1昼明,雪,市街地,舗装　凍結,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.97252778,130.91925,金曜,その他
下関,0020,負傷,000,001,県道,下関市,2021,01,08,08,14,1昼明,雪,市街地,舗装　凍結,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,55～64歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.96905556,130.9191667,金曜,その他
山陽小野田,0005,負傷,000,001,市道,山陽小野田市,2021,01,08,08,48,2昼,雪,市街地,舗装　凍結,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,25～34歳,普通乗用,軽乗用,事業用,自家用,損傷なし,損傷なし,34.00371,131.1903164,金曜,その他
岩国,0012,負傷,000,001,市道,岩国市,2021,01,08,09,05,2昼,雪,非市街地,舗装　凍結,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.15705556,132.1778056,金曜,その他
光,0003,負傷,000,001,市道,光市,2021,01,08,09,20,2昼,曇,非市街地,舗装　凍結,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両単独,65～74歳,不明,普通乗用,物件等,事業用,対象外当事者,損傷なし,対象外当事者,33.98266667,131.9756667,金曜,その他
下関,0030,負傷,000,001,市道,下関市,2021,01,08,09,30,2昼,雪,市街地,舗装　凍結,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,65～74歳,普通乗用,普通乗用,自家用,事業用,損傷なし,損傷なし,33.95887694,130.9226983,金曜,その他
岩国,0015,負傷,000,001,県道,岩国市,2021,01,08,09,40,2昼,雪,非市街地,舗装　積雪,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.23052778,132.0606667,金曜,その他
下関,0071,負傷,000,001,市道,下関市,2021,01,08,09,53,2昼,雪,市街地,舗装　凍結,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両単独,45～54歳,不明,普通乗用,物件等,事業用,対象外当事者,損傷なし,対象外当事者,33.98708333,130.9394167,金曜,その他
宇部,0009,負傷,000,001,県道,宇部市,2021,01,08,11,30,2昼,雪,市街地,舗装　積雪,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,75歳以上,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.94269444,131.2910278,金曜,その他
周南,0018,負傷,000,001,市道,周南市,2021,01,08,11,55,2昼,曇,市街地,舗装　凍結,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,カーブ右,単独（交差点付近を含む）,規制なし,車両単独,55～64歳,不明,軽貨物,物件等,自家用,対象外当事者,損傷なし,対象外当事者,34.03891667,131.8288056,金曜,その他
宇部,0011,負傷,000,001,市道,宇部市,2021,01,08,14,40,2昼,雪,市街地,舗装　積雪,直路,点灯押ボ式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,35～44歳,準中型貨物,普通乗用,自家用,自家用,負傷,損傷なし,33.97155556,131.2008889,金曜,その他
長府,0011,負傷,000,001,国道２号,下関市,2021,01,08,18,50,5夜,雪,市街地,舗装　積雪,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,55～64歳,35～44歳,普通乗用,普通貨物,自家用,自家用,損傷なし,負傷,34.01633333,131.0003889,金曜,その他
小串,0003,負傷,000,001,国道435号,下関市,2021,01,08,20,32,5夜,雪,非市街地,舗装　凍結,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,55～64歳,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.30069444,130.9247778,金曜,その他
下松,0011,負傷,000,001,市道,下松市,2021,01,08,20,54,5夜,晴,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　中,直路,交差点内,規制なし,人対車両,01～24歳,55～64歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.00708333,131.87325,金曜,その他
宇部,0027,負傷,000,001,国道190号,宇部市,2021,01,09,02,22,5夜,雪,市街地,舗装　凍結,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,01～24歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.95711111,131.3088611,土曜,その他
宇部,0092,負傷,000,001,国道２号,宇部市,2021,01,09,05,25,5夜,雪,市街地,舗装　積雪,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,35～44歳,準中型貨物,軽貨物,事業用,自家用,損傷なし,負傷,34.05641667,131.3185278,土曜,その他
防府,0023,負傷,000,001,市道,防府市,2021,01,09,12,05,2昼,雪,市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ右,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,35～44歳,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.05486111,131.5941667,土曜,その他
下関,0021,負傷,000,002,県道,下関市,2021,01,09,13,34,2昼,雪,市街地,舗装　積雪,直路,点滅３灯式,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,65～74歳,軽乗用,軽貨物,自家用,自家用,損傷なし,負傷,33.96836111,130.94075,土曜,その他
岩国,0017,負傷,000,001,その他(広場等),岩国市,2021,01,09,16,48,3昼暮,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.16047222,132.2048611,土曜,その他
岩国,0014,負傷,000,001,県道,岩国市,2021,01,10,11,05,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,65～74歳,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.0951725,132.0869228,日曜,前日
山口南,0007,負傷,000,001,県道,山口市,2021,01,10,12,47,2昼,曇,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,55～64歳,75歳以上,軽乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.02063889,131.4320833,日曜,前日
下松,0007,負傷,000,001,国道188号,下松市,2021,01,11,06,05,5夜,曇,非市街地,舗装　湿潤,橋,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.00505556,131.8765,月曜,当日
山口,0013,負傷,000,001,国道435号,山口市,2021,01,11,08,17,1昼明,曇,市街地,舗装　凍結,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,65～74歳,普通乗用,軽貨物,自家用,自家用,損傷なし,損傷なし,34.18083333,131.4308889,月曜,当日
山口,0009,負傷,000,001,県道,山口市,2021,01,11,08,19,1昼明,曇,市街地,舗装　凍結,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,55～64歳,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.13822222,131.5045,月曜,当日
柳井,0027,負傷,000,001,町道,柳井市,2021,01,11,13,55,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,01～24歳,普通乗用,小型二輪　251～400cc,自家用,自家用,損傷なし,負傷,33.96397222,132.1143056,月曜,当日
下関,0036,負傷,000,001,県道,下関市,2021,01,12,08,05,1昼明,曇,非市街地,舗装　乾燥,トンネル,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.97047222,130.94325,火曜,その他
周南,0006,負傷,000,001,市道,周南市,2021,01,12,14,00,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,65～74歳,75歳以上,普通乗用,駆動補助装置付自転車,自家用,対象外当事者,損傷なし,負傷,34.06206778,131.8054961,火曜,その他
防府,0043,負傷,000,001,県道,防府市,2021,01,12,14,00,2昼,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,55～64歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.05127778,131.5633333,火曜,その他
周南,0005,死亡,001,000,県道,周南市,2021,01,12,18,22,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,65～74歳,65～74歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,死亡,34.07189722,131.7671806,火曜,その他
山口南,0005,負傷,000,001,県道,山口市,2021,01,12,20,06,5夜,曇,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　中,直路,交差点内,規制なし,人対車両,35～44歳,25～34歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.01663889,131.3361389,火曜,その他
長府,0008,負傷,000,001,国道491号,下関市,2021,01,13,07,10,6夜明,曇,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,45～54歳,普通貨物,普通貨物,自家用,自家用,損傷なし,負傷,34.0505,131.0188056,水曜,その他
長門,0005,負傷,000,001,自動車専用道,長門市,2021,01,13,07,46,1昼明,曇,非市街地,舗装　凍結,橋,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,カーブ右,単独（交差点付近を含む）,規制なし,車両単独,55～64歳,不明,軽貨物,物件等,自家用,対象外当事者,負傷,対象外当事者,34.32332222,131.15868,水曜,その他
長府,0014,負傷,000,002,国道２号,下関市,2021,01,13,08,15,1昼明,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.013595,130.9983878,水曜,その他
