警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
山口,143,死亡,1,0,県道,山口市,2023,10,15,19,58,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両単独,65～74歳,不明,自転車,相手なし,自転車,対象外当事者,死亡,対象外当事者,34.16346444,131.5184533,日曜,その他
下関,243,死亡,1,0,一般の交通の用に供するその他の道路,下関市,2023,10,23,1,1,5夜,晴,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両単独,75歳以上,不明,軽貨物,相手なし,自家用,対象外当事者,死亡,対象外当事者,33.95492389,130.9098311,月曜,その他
下関,251,死亡,1,0,一般の交通の用に供するその他の道路,下関市,2023,10,26,16,30,3昼暮,晴,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両単独,65～74歳,不明,軽貨物,相手なし,自家用,対象外当事者,死亡,対象外当事者,33.94953944,130.8792794,木曜,その他
岩国,175,死亡,1,0,国道188号,岩国市,2023,11,2,4,23,5夜,晴,市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,35～44歳,35～44歳,大型貨物,歩行者,事業用,対象外当事者,損傷なし,死亡,34.16462944,132.2222286,木曜,前日
山口,164,死亡,1,0,国道９号,山口市,2023,11,26,13,1,2昼,晴,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,75歳以上,準中型貨物,軽乗用,自家用,自家用,損傷なし,死亡,34.21612361,131.5170519,日曜,その他
下関,281,死亡,1,0,国道９号,下関市,2023,12,5,0,53,5夜,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,35～44歳,45～54歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,死亡,33.96259861,130.9544878,火曜,その他
山陽小野田,95,死亡,1,2,市道,山陽小野田市,2023,12,5,10,20,2昼,曇,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,45～54歳,65～74歳,中型貨物,軽乗用,自家用,自家用,損傷なし,負傷,34.05292861,131.1574103,火曜,その他
防府,186,死亡,1,0,県道,防府市,2023,12,7,6,15,6夜明,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,35～44歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,死亡,34.03465944,131.5683519,木曜,その他
山口,179,死亡,1,0,県道,山口市,2023,12,15,9,29,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,25～34歳,75歳以上,普通貨物,歩行者,事業用,対象外当事者,損傷なし,死亡,34.16090583,131.4893417,金曜,その他
宇部,320,死亡,1,0,私道,宇部市,2023,12,23,10,0,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,人対車両,75歳以上,75歳以上,軽貨物,歩行者,自家用,対象外当事者,損傷なし,死亡,34.13119361,131.3214486,土曜,その他
下関,307,死亡,1,0,国道191号,下関市,2023,12,26,6,7,5夜,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,55～64歳,普通乗用,原付二種　51～125cc,自家用,自家用,損傷なし,死亡,34.0459225,130.9149831,火曜,その他
高速隊,58,死亡,1,0,高速道路,岩国市,2023,12,27,6,42,6夜明,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両単独,25～34歳,不明,軽乗用,物件等,自家用,対象外当事者,死亡,対象外当事者,34.17847333,132.1681622,水曜,その他
