どんな場所ですか？,誰に教えたいですか？,どんなことを伝える情報ですか？,どれくらい伝えたい情報ですか？,経度,緯度,画像
【交通】危険な場所,子ども,万葉の森の公園の近くの坂　車がよく通るから気をつけた方がいいと思う。,伝えたい,131.8166808,34.04860279,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_042.jpeg
【交通】危険な場所,地域のみんな,曲がり角　カーブが、急で車で運転している人も、曲がりずらいので、気をつけてください。,絶対に伝えたい,131.8151987,34.0466692,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_043.jpeg
【交通】危険な場所,"大人,お年寄り",電信柱の近く　道が狭くなる。見通しが悪い。,伝えたい,131.8203162,34.04325767,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_045.jpeg
【交通】危険な場所,地域のみんな,和光保育園の近くの道　細い道だから危ないです。　,伝えたい,131.8204753,34.04056375,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_050.jpeg
【交通】危険な場所,子ども,朝倉公園　坂なのでボールを追いかけて車に轢かれる可能性が高い。,伝えたい,131.8200214,34.0421452,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_052.jpeg
【交通】危険な場所,子ども,アパートの近くの急な坂　　　　　　　坂が急で転けやすい。夜だとすごく暗くなる。,伝えたい,131.8170195,34.04803912,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_055.jpeg
【交通】危険な場所,子ども,ヴェルディー若草の坂の芝生　芝生で遊ぶと道路に飛び出て、車に轢かれる可能性があるので遊ばないでください。,絶対に伝えたい,131.8179371,34.04577725,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_056.jpeg
【交通】危険な場所,地域のみんな,塾の近くの道路　　　　　　　　　横断歩道がなくて横断すると車に跳ねられる可能性がある。,絶対に伝えたい,131.8160127,34.04528477,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_067.jpeg
【交通】危険な場所,"子ども,大人,お年寄り,地域のみんな",慶万のアルクの前の坂　車が多いし、くだるときに自動車のブレーキをしてもあまりすぐに止まれないと思う。,伝えたい,131.8156654,34.048462,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_072.jpeg
【交通】危険な場所,子ども,万葉の森の近くの道路　　　　　　　車の通りが多く、急な坂で走っていると転げてしまう。,伝えたい,131.8161891,34.04837009,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_073.jpeg
【交通】危険な場所,地域のみんな,トレス　美味しいパンやカフェがある。でも、交通量が多いから危ない。,絶対に伝えたい,131.8225541,34.0431182,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_077.jpeg
【交通】危険な場所,子ども,交通量が多いし、急に車が曲がってくることもあるので少しだけ危険です。　動物病院近くの道,どちらでもよい,131.8243896,34.03792644,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_083.jpeg
【交通】危険な場所,地域のみんな,車から見ると、子供が見えにくい。,絶対に伝えたい,131.8140239,34.04423358,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_086.jpeg
【交通】危険な場所,"子ども,お年寄り",急な坂　道が狭く走って降りたり、遊んだりすると危険。,伝えたい,131.8160839,34.04761398,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_087.jpeg
【交通】危険な場所,地域のみんな,暗いから車に乗っている人に気づかれにくい　セブイレブンの裏の道,絶対に伝えたい,131.8271531,34.03836985,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_092.jpeg
【交通】危険な場所,子ども,セブンイレブン五月店…横断歩道に信号がないので気をつけて渡る。,絶対に伝えたい,131.8268392,34.05121882,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_095.jpeg
【交通】危険な場所,"子ども,大人,お年寄り,地域のみんな",一時停止をしない車が多いのでしっかり周りを見ましょう。,絶対に伝えたい,131.8170075,34.04365444,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_096.jpeg
【交通】危険な場所,地域のみんな,電信柱の近く　見通しが悪くて飛び出しが危険。,絶対に伝えたい,131.8194269,34.04326116,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_104.jpeg
【交通】危険な場所,"子ども,地域のみんな",上遠石公園の近くの道　上遠石公園の近くの団地で全ての家がブロック塀で囲まれていて車が出る時に見通しが悪く歩いてくる子供の姿が見えにくいから危ない。,絶対に伝えたい,131.8215048,34.04493873,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_106.jpeg
【交通】危険な場所,地域のみんな,ゆめタウンに行く左折する車に轢かれるから飛び出してはいけない。,絶対に伝えたい,131.8166262,34.04259537,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_107.jpeg
【交通】危険な場所,子ども,ガタガタする溝　マンホールのうえで、ガタガタするので、遊ばない方がよいと思います。,伝えたい,131.8154181,34.04626721,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_111.jpeg
【交通】危険な場所,地域のみんな,グランドヒルズ若草の近くの坂　　　　　坂で、車の通りが多く、雪や雨が降ると滑ってしまう。,伝えたい,131.8199454,34.04715152,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_112.jpeg
【交通】危険な場所,子ども,キーセンター近くの交差点　　交差点で交通量が多いから、信号を渡る時に特に気をつけないといけない。,伝えたい,131.8203465,34.04001867,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_114.jpeg
【交通】危険な場所,"子ども,大人,お年寄り,地域のみんな",田平橋の階段　落ちてしまうかもしれないからガードレールから顔を出さない方がいい。,伝えたい,131.816292,34.04479818,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_118.jpeg
【交通】危険な場所,"子ども,大人,お年寄り,地域のみんな",細山田弓具店の近くにある坂　道が狭くて車がよく通る。スピードが出やすい。,絶対に伝えたい,131.8202649,34.04370843,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_120.jpeg
【交通】危険な場所,子ども,"速玉公園
柵がなくて落ちる",伝えたい,131.8100963,34.04545836,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_123.jpeg
【交通】危険な場所,"子ども,お年寄り",遠石保育園の近く　飛び出し注意の看板があるけど、特に子供やお年寄りには飛び出しを気をつけてほしい。,絶対に伝えたい,131.8182011,34.04400318,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_125.jpeg
【交通】危険な場所,"子ども,お年寄り",はっちょうろの横の道路の橋のガードレールが長さが足りていない。,伝えたい,131.8228084,34.04245561,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_128.jpeg
【交通】危険な場所,地域のみんな,はっちょうろの橋の近く　橋の歩くところ躓いてしまうかもしれない。,伝えたい,131.8228895,34.0423911,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_136.jpeg
【交通】危険な場所,地域のみんな,"橋本アパートの近くのみぞ
溝にフタがなくて危ない。",伝えたい,131.8190585,34.0432463,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_142.jpeg
【交通】危険な場所,地域のみんな,"八丁櫓近くの交差点
ミラーはあるけど、信号がないから危ない。車が来ているか確認をしてから渡ったらよい。",伝えたい,131.82241,34.04259183,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_143.jpeg
【交通】危険な場所,地域のみんな,"ゆめタウンの南西
車が見えなくてぶつかる。",伝えたい,131.814288,34.04283197,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_145.jpeg
【交通】危険な場所,子ども,"こうち医院の横のみぞ
遊んでいて落ちたら危ない",伝えたい,131.8133333,34.04658938,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_146.jpeg
【交通】危険な場所,"子ども,大人,お年寄り,地域のみんな",二幸の近くの道路  手を挙げてから横断歩道を気をつけてわたったほうがいい。,絶対に伝えたい,131.8169809,34.04361099,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_151.jpeg
【交通】危険な場所,地域のみんな,裏道の坂　整体院の近くの道よく周りをみて行動してほしい。見通しが悪いので気をつける。,伝えたい,131.8194286,34.04328958,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_157.jpeg
【交通】危険な場所,"子ども,大人,お年寄り,地域のみんな",遠石保育園の近く　転けるかもしれないから。,伝えたい,131.8182813,34.04407551,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_159.jpeg
【交通】危険な場所,"子ども,お年寄り","ハイツ東山の横の道
道が凸凹していて危ない
",伝えたい,131.8156566,34.04579304,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_160.jpeg
【交通】危険な場所,地域のみんな,"青山公園の隣の道路
道路が狭い、交通量が多い。
ガードレールがない。",絶対に伝えたい,131.8179109,34.04355218,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_162.jpeg
【交通】危険な場所,地域のみんな,"出光クラブハウス前の交差点
車の交通量が多くて横断歩道を渡るときに危ない。",伝えたい,131.8155035,34.04613308,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_166.jpeg
【交通】危険な場所,子ども,"岩黒集会場の近くの集合場所。
集合場所に使われているから車がくる可能性があって危ない。
あまりはしゃいで遊ばない方がいい。",伝えたい,131.8224015,34.04211274,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_167.jpeg
【交通】危険な場所,地域のみんな,"二幸の目の前の交差点
車が多くて信号がない",絶対に伝えたい,131.8170444,34.0437279,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_169.jpeg
【交通】危険な場所,地域のみんな,"グランドパレス速玉のエントランスの入り口
車を確認せずに行くと危ない。",絶対に伝えたい,131.8133315,34.04557886,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_171.jpeg
【交通】危険な場所,地域のみんな,福山通運の近く…ガードレールがないし、道が狭いので、車に轢かれる恐れがある。,絶対に伝えたい,131.8297951,34.03715915,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_172.jpeg
【交通】危険な場所,"子ども,地域のみんな",コスモスの近くの横断歩道。信号が無いから危ない。白と緑で目立たせている。飛び出さないように気をつけて。,絶対に伝えたい,131.8232386,34.04387044,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_176.jpeg
【交通】危険な場所,子ども,"まえだ循環器内科の前の十字路
見通しが悪く、自転車が飛び出すと危険",絶対に伝えたい,131.8127431,34.04588222,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_180.jpeg
【交通】危険な場所,地域のみんな,自転車が飛び出すと危険。,伝えたい,131.8131259,34.04527071,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_171.jpeg
【交通】危険な場所,"子ども,大人,お年寄り,地域のみんな",センタクロース前の道路　車がたくさん通る,伝えたい,131.8218496,34.04520436,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_188.jpeg
【交通】危険な場所,地域のみんな,"コインランドリーの近くの道路
自転車や車が飛び出してくる可能性がある。道路の端によけて止まる。ど真ん中は歩かない方がいい。",伝えたい,131.8203459,34.03997728,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_190.jpeg
【交通】危険な場所,"子ども,お年寄り","セブンの前の歩道
木が植えてあり、段差があって、つまずいたら危険。",伝えたい,131.8220011,34.04202448,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_191.jpeg
【交通】危険な場所,地域のみんな,"ブリランテ遠石の近くの道
急に車が飛び出してきて危ない。止まって車が来てないか確認した方がいい。",絶対に伝えたい,131.8221975,34.03947803,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_193.jpeg
【交通】危険な場所,"子ども,大人,お年寄り",センタクロース前の道　車がとてもスピードを出している。引かれないように気をつけてほしい。,伝えたい,131.821282,34.04560447,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_194.jpeg
【交通】危険な場所,"子ども,お年寄り","フレンドパークの前の歩道
高校生が自転車で通学や下校するので自転車に気をつけなければいけない。",伝えたい,131.8271474,34.04256323,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_195.jpeg
【交通】危険な場所,地域のみんな,"スターアークの駐車場の出入り口
子供が歩いているときに、車が飛び出してくる可能性がある。左右を見た方がいい。",伝えたい,131.821421,34.03938841,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_196.jpeg
【交通】危険な場所,地域のみんな,"空き家の近くの坂道
走って下るとこけるかもしれないから危ない",伝えたい,131.8137826,34.04545952,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_197.jpeg
【交通】危険な場所,"子ども,お年寄り","遠石のセブンの横の道
段差があって下を見ていないとつまづきやすい。",伝えたい,131.8221359,34.04270403,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_toishisyo_map_image/safemap_toishi_198.jpeg
