警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
防府,0157,死亡,001,000,県道,防府市,2020,08,24,17,58,3昼暮,晴,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,55～64歳,45～54歳,中型貨物,原付二種　51～125cc,事業用,自家用,損傷なし,死亡,34.02958889,131.5131353,月曜,その他
美祢,0017,死亡,001,000,その他(幅員測定可),美祢市,2020,08,29,12,20,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両単独,65～74歳,不明,小型特殊農耕,相手なし,対象外当事者,対象外当事者,死亡,対象外当事者,34.17022472,131.3142975,土曜,その他
周南,0197,死亡,001,000,国道２号,周南市,2020,09,11,01,17,5夜,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　大　中,直路,交差点内,規制なし,人対車両,55～64歳,75歳以上,中型貨物,歩行者,事業用,対象外当事者,損傷なし,死亡,34.04763889,131.8325833,金曜,その他
周南,0203,死亡,001,000,国道376号,周南市,2020,09,16,13,30,2昼,雨,非市街地,舗装　湿潤,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　小,カーブ左,交差点内,規制なし,車両単独,35～44歳,不明,小型二輪　251～400cc,物件等,自家用,対象外当事者,死亡,対象外当事者,34.16293917,131.7761786,水曜,その他
高速隊,0029,死亡,001,000,高速道路,山口市,2020,09,17,12,55,2昼,曇,非市街地,舗装　湿潤,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ右,単独（交差点付近を含む）,規制なし,車両単独,45～54歳,不明,大型貨物,相手なし,事業用,対象外当事者,死亡,対象外当事者,34.13103889,131.3768819,木曜,その他
防府,0175,死亡,001,002,県道,防府市,2020,09,27,08,57,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,準中型貨物,普通乗用,事業用,自家用,負傷,死亡,34.03891722,131.4832825,日曜,その他
周南,0215,死亡,001,001,国道315号,周南市,2020,10,06,09,22,2昼,晴,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,75歳以上,普通乗用,軽乗用,自家用,自家用,負傷,死亡,34.19988889,131.8151944,火曜,その他
下関,0292,死亡,001,000,国道191号,下関市,2020,10,10,10,09,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,65～74歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,死亡,33.95341667,130.9205278,土曜,その他
光,0107,死亡,002,000,その他(幅員測定可),光市,2020,10,18,15,29,2昼,晴,非市街地,舗装　乾燥,踏切,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,列車,35～44歳,55～64歳,列車,歩行者,対象外当事者,対象外当事者,損傷なし,死亡,33.98628417,131.9561111,日曜,その他
光,0108,死亡,001,001,県道,光市,2020,10,21,15,39,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両単独,75歳以上,不明,軽乗用,物件等,自家用,対象外当事者,負傷,対象外当事者,33.9955025,132.0448856,水曜,その他
長府,0149,死亡,001,002,県道,下関市,2020,10,25,14,32,2昼,晴,市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,45～54歳,軽乗用,軽乗用,自家用,自家用,死亡,負傷,34.05233333,131.0006389,日曜,その他
周南,0240,死亡,001,001,国道315号,周南市,2020,11,01,12,09,2昼,晴,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ右,単独（交差点付近を含む）,規制なし,車両単独,45～54歳,不明,軽乗用,物件等,自家用,対象外当事者,負傷,対象外当事者,34.09644694,131.85036,日曜,その他
下松,0111,死亡,001,000,市道,下松市,2020,11,10,19,30,5夜,晴,市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,25～34歳,75歳以上,軽乗用,歩行者,自家用,対象外当事者,損傷なし,死亡,34.03596111,131.8805872,火曜,その他
萩,0036,死亡,001,000,国道262号,萩市,2020,11,12,17,49,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,45～54歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,死亡,34.39745667,131.4050492,木曜,その他
山口南,0084,死亡,001,000,市道,山口市,2020,11,14,22,22,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,35～44歳,65～74歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,死亡,34.10330556,131.3924444,土曜,その他
防府,0218,死亡,001,000,市道,防府市,2020,11,20,09,00,2昼,曇,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両単独,75歳以上,不明,自転車,相手なし,対象外当事者,対象外当事者,死亡,対象外当事者,34.07887472,131.582785,金曜,その他
長府,0170,死亡,001,000,市道,下関市,2020,11,23,17,39,4夜暮,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,75歳以上,75歳以上,軽貨物,原付一種,自家用,自家用,損傷なし,死亡,34.17969444,131.0695556,月曜,当日
長府,0172,死亡,001,000,県道,下関市,2020,11,29,09,32,2昼,晴,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両単独,45～54歳,不明,小型二輪　751cc以上,物件等,自家用,対象外当事者,死亡,対象外当事者,34.17115111,131.0869689,日曜,その他
宇部,0328,死亡,001,000,市道,宇部市,2020,11,29,17,00,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両単独,65～74歳,不明,駆動補助装置付自転車,相手なし,対象外当事者,対象外当事者,死亡,対象外当事者,34.05133639,131.2326833,日曜,その他
小串,0046,死亡,001,000,県道,下関市,2020,12,15,17,38,4夜暮,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　中,直路,交差点内,規制なし,人対車両,25～34歳,65～74歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,死亡,34.28691667,130.9476528,火曜,その他
下松,0135,死亡,001,001,市道,下松市,2020,12,24,16,30,3昼暮,曇,市街地,舗装　湿潤,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,35～44歳,45～54歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.02586111,131.8570556,木曜,その他
高速隊,0039,死亡,001,000,高速道路,美祢市,2020,12,31,05,50,5夜,雪,非市街地,舗装　積雪,橋,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,35～44歳,大型貨物,大型貨物,事業用,事業用,死亡,損傷なし,34.10861694,131.1459664,木曜,前日
