全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,種別,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,アクセス方法,駐車場情報,電話番号,内線番号,FAX番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,認可等年月日,収容定員,受入年齢,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,一時預かりの有無,子供預かり料金種別,子供預かり料金,子供預かり料金備考,子供預かり開所時間,子供預かり閉所時間,病児保育の有無,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
352039,DD1402000011,山口県山口市,みのり保育園,,,認可私立保育所,352039,87000,山口県山口市芝崎町8ｰ1 ,山口県,山口市,芝崎町,8ｰ1, ,34.19069406,131.4887837,,,,,(083)902ｰ1666,,(083)902ｰ1777,,,,7530025,,,,,,月火水木金土,7:00,18:00,延長保育ｰ18:30【12ヶ月から】、土は8:00ｰ17:00,,,,,,,,,,,,,https://kodomotominori.wixsite.com/minorihoikuen,,,
352039,DD1402000012,山口県山口市,大内保育園,,,認可公立保育所,352039,36003,山口県山口市大内矢田北三丁目4ｰ23 ,山口県,山口市,大内矢田北三丁目,4ｰ23, ,34.15790546,131.503285,,,,,(083)927ｰ0001,,(083)927ｰ0001,,,,7530221,,,,,,月火水木金土,7:30,18:00,延長保育ｰ19:00【1歳児から】,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/24176.html,,,
352039,DD1402000013,山口県山口市,三の宮保育園,,,認可公立保育所,352039,87000,山口県山口市芝崎町9ｰ73 ,山口県,山口市,芝崎町,9ｰ73, ,34.18821653,131.4890848,,,,,(083)924ｰ0327,,(083)924ｰ0327,,,,7530025,,,,,,月火水木金土,7:30,18:00,延長保育ｰ19:00【1歳児から】,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/24175.html,,,
352039,DD1402000014,山口県山口市,愛児園湯田保育所,,,認可私立保育所,352039,125000,山口県山口市富田原町42ｰ4 ,山口県,山口市,富田原町,42ｰ4, ,34.1622229,131.4644034,,,,,(083)922ｰ6545,,(083)932ｰ5252,,,,7530054,,,,,,月火水木金土,7:20,18:20,延長保育ｰ19:20、土は7:20ｰ17:00【0歳児クラスは13時まで】,,,,,,,,,,,,,http://www.oterasan.co.jp/~takidoji/,,,
352039,DD1402000015,山口県山口市,愛児園平川保育所,,,認可私立保育所,352039,169000,山口県山口市吉田3050 ,山口県,山口市,吉田,3050, ,34.14484408,131.4622717,,,,,(083)925ｰ4997,,(083)925ｰ5330,,,,7530841,,,,,,月火水木金土,7:00,18:00,延長保育ｰ19:00【12ヶ月から】、土は7:00ｰ17:30【1歳の誕生日の前日までは13:00まで】,,,,,,,,,,,,,http://www.aiji-hirakawa.ed.jp/,,,
352039,DD1402000016,山口県山口市,おおとり保育園,,,認可私立保育所,352039,24005,山口県山口市維新公園五丁目10ｰ１ ,山口県,山口市,維新公園五丁目,10ｰ１, ,34.16185697,131.4342702,,,,,(083)933ｰ0660,,(083)933ｰ0661,,,,7530815,,,,,,月火水木金土,7:00,18:00,延長保育ｰ19:00【1歳6ヶ月から】、土は7:00ｰ17:30【1歳の誕生日の前日までは13時まで※離乳完了している方のみ】,,,,,,,,,,,,,https://ohtori-hoikuen.com/,,,
352039,DD1402000017,山口県山口市,めばえ保育園,,,認可私立保育所,352039,152000,山口県山口市矢原887ｰ6 ,山口県,山口市,矢原,887ｰ6, ,34.15594871,131.4453289,,,,,(083)928ｰ6278,,(083)922ｰ7037,,,,7530861,,,,,,月火水木金土,7:00,18:00,延長保育ｰ19:00,,,,,,,,,,,,,https://mebae-hoikuen.net/,,,
352039,DD1402000018,山口県山口市,めばえぽっぽ保育園,,,認可私立保育所,352039,139000,山口県山口市平井945ｰ1 ,山口県,山口市,平井,945ｰ1, ,34.153258,131.459017,,,,,(083)902ｰ0840,,(083)902ｰ5311,,,,7530831,,,,,,月火水木金土,7:00,18:00,延長保育ｰ19:00,,,,,,,,,,,,,https://mebae-poppo.com/index.htm,,,
352039,DD1402000019,山口県山口市,とものその保育園,,,認可私立保育所,352039,8000,山口県山口市朝田510ｰ1 ,山口県,山口市,朝田,510ｰ1, ,34.15080416,131.4360604,,,,,(083)934ｰ0415,,(083)922ｰ0368,,,,7530871,,,,,,月火水木金土,7:00,18:00,延長保育ｰ19:00【1歳児から】、土は7:00ｰ17:30【0歳児クラスは13時まで】,,,,,,,,,,,,,http://f-doho.com/?page_id=137,,,
352039,DD1402000020,山口県山口市,夢の星保育園穂積園,,,認可私立保育所,352039,142000,山口県山口市穂積町731ｰ1 ,山口県,山口市,穂積町,731ｰ1, ,34.15298526,131.4548216,,,,,(083)921ｰ3556,,(083)902ｰ9230,,,,7530824,,,,,,月火水木金土,7:00,18:00,延長保育ｰ19:00,,,,,,,,,,,,,https://hoikuen.yumenohosi.com/,,,
352039,DD1402000021,山口県山口市,山口保育園,,,認可公立保育所,352039,9001,山口県山口市旭通り一丁目6ｰ19 ,山口県,山口市,旭通り一丁目,6ｰ19, ,34.16875246,131.4712498,,,,,(083)922ｰ0354,,(083)922ｰ0322,,,,7530051,,,,,,月火水木金土,7:30,18:00,延長保育ｰ19:00【1歳児から】,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/24163.html,,,
352039,DD1402000022,山口県山口市,東山保育園,,,認可公立保育所,352039,138002,山口県山口市東山二丁目2ｰ27 ,山口県,山口市,東山二丁目,2ｰ27, ,34.17645183,131.4813778,,,,,(083)922ｰ3850,,(083)922ｰ3850,,,,7530041,,,,,,月火水木金土,7:30,18:00,延長保育ｰ19:00【1歳児から】,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/24158.html,,,
352039,DD1402000023,山口県山口市,楠木保育園,,,認可公立保育所,352039,76000,山口県山口市楠木町1ｰ44 ,山口県,山口市,楠木町,1ｰ44, ,34.16999293,131.4547153,,,,,(083)923ｰ1722,,(083)923ｰ1722,,,,7530065,,,,,,月火水木金土,7:30,18:00,延長保育ｰ19:00【1歳児から】,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/24157.html,,,
352039,DD1402000024,山口県山口市,はあと保育園中央,,,認可私立保育所,352039,74000,山口県山口市神田町4ｰ22 ,山口県,山口市,神田町,4ｰ22, ,34.17248327,131.4571628,,,,,(083)941ｰ5580,,(083)941ｰ5581,,,,7530064,,,,,,月火水木金土,7:00,18:00,延長保育ｰ19:00【1歳児から】、土は7:00ｰ18:00【0歳児クラスは17:00まで】延長保育ｰ18:30【1歳児から】,,,,,,,,,,,,,https://www.seirankai.or.jp/nursery/chuou/,,,
352039,DD1402000025,山口県山口市,たんぽぽ保育園,,,認可私立保育所,352039,52002,山口県山口市小郡新町二丁目5ｰ1 ,山口県,山口市,小郡新町二丁目,5ｰ1, ,34.11371155,131.3941267,,,,,(083)972ｰ7066,,(083)972ｰ7086,,,,7540031,,,,,,月火水木金土,7:15,18:15,延長保育ｰ19:15,,,,,,,,,,,,,https://minnatanpopo.sakura.ne.jp/,,,
352039,DD1402000026,山口県山口市,はあと保育園新山口,,,認可私立保育所,352039,58000,山口県山口市小郡平成町1ｰ20 ,山口県,山口市,小郡平成町,1ｰ20, ,34.08824606,131.4005441,,,,,(083)976ｰ2460,,(083)976ｰ2477,,,,7540020,,,,,,月火水木金土,7:00,18:00,平日のみ延長保育ｰ19時00分【1歳児から】、0歳児クラスの土は7:00ｰ17:00【1歳の誕生日を過ぎて離乳完了より】,,,,,,,,,,,,,https://www.seirankai.or.jp/nursery/heart/,,,
352039,DD1402000027,山口県山口市,あさひ小郡保育園,,,認可私立保育所,352039,51000,山口県山口市小郡下郷313ｰ2 ,山口県,山口市,小郡下郷,313ｰ2, ,34.10686328,131.398857,,,,,(083)902ｰ2325,,(083)902ｰ2326,,,,7540002,,,,,,月火水木金土,7:00,18:00,延長保育ｰ19:00,,,,,,,,,,,,,https://asahi-nursery.jp/ogoori,,,
352039,DD1402000028,山口県山口市,小郡保育園,,,認可公立保育所,352039,,山口県山口市小郡大正町9ｰ22 ,山口県,山口市,小郡大正町,9ｰ22, ,34.09733723,131.3993312,,,,,(083)973ｰ0340,,(083)973ｰ0345,,,,7540044,,,,,,月火水木金土,7:30,18:00,平日のみ延長保育ｰ19:00,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/24150.html,,,
352039,DD1402000029,山口県山口市,小郡上郷保育園,,,認可公立保育所,352039,52001,山口県山口市小郡新町一丁目18ｰ27 ,山口県,山口市,小郡新町一丁目,18ｰ27, ,34.11339566,131.3973965,,,,,(083)973ｰ2561,,(083)973ｰ3010,,,,7540031,,,,,,月火水木金土,7:30,18:00,平日のみ延長保育ｰ19:00【1歳児から】,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/24149.html,,,
352039,DD1402000030,山口県山口市,秋穂保育園,,,認可私立保育所,352039,2000,山口県山口市秋穂東900ｰ7 ,山口県,山口市,秋穂東,900ｰ7, ,34.01460889,131.4386019,,,,,(083)984ｰ2557,,(083)984ｰ2832,,,,7541101,,,,,,月火水木金土,7:00,18:00,延長保育ｰ19:00、土は7:00ｰ17:30,,,,,,,,,,,,,http://aio-hoiku.com/,,,
352039,DD1402000031,山口県山口市,大海保育園,,,認可私立保育所,352039,2000,山口県山口市秋穂東978ｰ1 ,山口県,山口市,秋穂東,978ｰ1, ,34.03112951,131.4628478,,,,,(083)984ｰ2241,,(083)984ｰ2026,,,,7541101,,,,,,月火水木金土,7:00,18:00,延長保育ｰ19:00、土は7:00ｰ17:30【0歳児クラスは13:00まで】,,,,,,,,,,,,,http://www.oomihoikuen.jp/,,,
352039,DD1402000032,山口県山口市,陶保育園,,,認可公立保育所,352039,95000,山口県山口市陶4666ｰ1 ,山口県,山口市,陶,4666ｰ1, ,34.0946791,131.414764,,,,,(083)972ｰ0936,,(083)972ｰ0936,,,,7540891,,,,,,月火水木金土,7:30,18:00,,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/24144.html,,,
352039,DD1402000033,山口県山口市,嘉川保育園,,,認可私立保育所,352039,29000,山口県山口市江崎2712ｰ1 ,山口県,山口市,江崎,2712ｰ1, ,34.05766222,131.3664025,,,,,(083)989ｰ3518,,(083)989ｰ3519,,,,7540896,,,,,,月火水木金土,7:00,18:00,延長保育ｰ19:00、土は7:00ｰ17:30,,,,,,,,,,,,,http://www.kagawahoikuen.or.jp/,,,
352039,DD1402000034,山口県山口市,三つ葉保育園,,,認可私立保育所,352039,67000,山口県山口市嘉川1410ｰ1 ,山口県,山口市,嘉川,1410ｰ1, ,34.07655768,131.3787391,,,,,(083)989ｰ4485,,(083)989ｰ4541,,,,7540897,,,,,,月火水木金土,7:30,18:00,延長保育ｰ18:30、土は7:30ｰ16:00,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/24142.html,,,
352039,DD1402000035,山口県山口市,さやま保育園,,,認可私立保育所,352039,168000,山口県山口市佐山2793 ,山口県,山口市,佐山,2793, ,34.03702093,131.3570453,,,,,(083)989ｰ3013,,(083)989ｰ2999,,,,7540894,,,,,,月火水木金土,7:00,18:00,延長保育ｰ19:00、土は7:00ｰ17:30,,,,,,,,,,,,,http://sayama.ed.jp/,,,
352039,DD1402000036,山口県山口市,あじす保育園,,,認可公立保育所,352039,10000,山口県山口市阿知須2735ｰ1 ,山口県,山口市,阿知須,2735ｰ1, ,34.01408419,131.3592756,,,,,(0836)65ｰ2117,,(0836)65ｰ2117,,,,7541277,,,,,,月火水木金土,7:00,18:00,延長保育ｰ18:30【1歳児から】,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/24137.html,,,
352039,DD1402000037,山口県山口市,地福保育園,,,公立保育所,352039,17000,山口県山口市阿東地福上1962ｰ1 ,山口県,山口市,阿東地福上,1962ｰ1, ,34.35902995,131.6623062,,,,,(083)952ｰ0172,,(083)952ｰ0172,,,,7591421,,,,,,月火水木金土,8:30,17:00,早朝保育8:30-、平日は延長保育ｰ18:00、土は8:30ｰ12:00延長保育ｰ12:30,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/24109.html,,,
352039,DD1402000038,山口県山口市,篠生保育園（休園中）,,,公立保育所,352039,13000,山口県山口市阿東生雲東分1219ｰ1 ,山口県,山口市,阿東生雲東分,1219ｰ1, ,34.33893605,131.6221706,,,,,(083)952ｰ0024,,(083)952ｰ0024,,,,7591231,,,,,,月火水木金土,8:30,17:00,土は8:30ｰ12:00,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/24108.html,,,
352039,DD1402000039,山口県山口市,生雲保育園（休園中）,,,公立保育所,352039,11000,山口県山口市阿東生雲中332ｰ2 ,山口県,山口市,阿東生雲中,332ｰ2, ,34.3835997,131.6010211,,,,,(083)954ｰ0135,,(083)954ｰ0135,,,,7591342,,,,,,月火水木金土,8:30,17:00,土は8:30ｰ12:00,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/24104.html,,,
352039,DD1402000040,山口県山口市,徳佐保育園,,,公立保育所,352039,22000,山口県山口市阿東徳佐中3283ｰ1 ,山口県,山口市,阿東徳佐中,3283ｰ1, ,34.39625515,131.7235676,,,,,(083)956ｰ0520,,(083)956ｰ0520,,,,7591512,,,,,,月火水木金土,8:30,17:00,早朝保育8:00-、平日は延長保育ｰ18:00、土は8:30ｰ12:00延長保育ｰ12:30,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/24103.html,,,
352039,DD1402000041,山口県山口市,仁保幼稚園,,,公立幼稚園,352039,136000,山口県山口市仁保中郷82 ,山口県,山口市,仁保中郷,82, ,34.2133068,131.5555842,,,,,(083)929ｰ0043,,(083)929ｰ0054,,,,7530302,,,,,,月火水木金,8:30,14:00,水は8:30ｰ11:30,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/7082.html,,,
352039,DD1402000042,山口県山口市,仁保保育園,,,公立保育所,352039,136000,山口県山口市仁保中郷82 ,山口県,山口市,仁保中郷,82, ,34.21327575,131.5556915,,,,,(083)929ｰ0043,,(083)929ｰ0054,,,,7530302,,,,,,月火水木金土,7:30,18:00,延長保育ｰ19:00,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/24133.html,,,
352039,DD1402000043,山口県山口市,小鯖幼稚園,,,公立幼稚園,352039,90000,山口県山口市下小鯖2519 ,山口県,山口市,下小鯖,2519, ,34.12771226,131.5247988,,,,,(083)927ｰ0054,,(083)927ｰ0661,,,,7530212,,,,,,月火水木金,8:30,14:00,水は8:30ｰ11:30,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/7083.html,,,
352039,DD1402000044,山口県山口市,小鯖保育園,,,公立保育所,352039,90000,山口県山口市下小鯖2519 ,山口県,山口市,下小鯖,2519, ,34.12813856,131.5248712,,,,,(083)927ｰ0054,,(083)927ｰ0661,,,,7530212,,,,,,月火水木金土,7:30,18:00,延長保育ｰ19:00,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/24132.html,,,
352039,DD1402000045,山口県山口市,認定こども園野田学園幼稚園,,,認定こども園（幼保連携型）,352039,104001,山口県山口市天花一丁目3ｰ1 ,山口県,山口市,天花一丁目,3ｰ1, ,34.18696721,131.4788458,,,,,(083)932ｰ0112,,(083)922ｰ6161,,,,7530091,,,,,,月火水木金土,7:30,18:30,平日のみ延長保育ｰ19:00、土は【1歳児クラスから】,,,,,,,,,,,,,http://www.nodagakuen-y.ed.jp,,,
352039,DD1402000046,山口県山口市,認定こども園阿知須幼稚園,,,認定こども園（幼稚園型）,352039,10000,山口県山口市阿知須2940ｰ2 ,山口県,山口市,阿知須,2940ｰ2, ,34.01260014,131.3621466,,,,,(0836)65ｰ3880,,(0836)65ｰ3856,,,,7541277,,,,,,月火水木金土,7:30,18:30,,,,,,,,,,,,,,https://www.ajisu-yochien.jp/,,,
352039,DD1402000047,山口県山口市,認定こども園旭幼稚園,,,認定こども園（幼保連携型）,352039,152000,山口県山口市矢原1121 ,山口県,山口市,矢原,1121, ,34.15176834,131.4470308,,,,,(083)922ｰ3072,,(083)920ｰ7177,,,,7530861,,,,,,月火水木金土,7:30,18:30,土は8:00ｰ17:00【1歳児クラスから】,,,,,,,,,,,,,http://www.asahiyochien.jp/,,,
352039,DD1402000048,山口県山口市,認定こども園山口中央幼稚園,,,認定こども園（幼稚園型）,352039,103004,山口県山口市中央四丁目2ｰ2 ,山口県,山口市,中央四丁目,2ｰ2, ,34.1748861,131.4713343,,,,,(083)922ｰ5844,,(083)922ｰ5909,,,,7530074,,,,,,月火水木金土,7:30,18:00,土は【1歳児クラスから】,,,,,,,,,,,,,https://yamachuyo.net/,,,
352039,DD1402000049,山口県山口市,認定こども園明星幼稚園,,,認定こども園（幼稚園型）,352039,137000,山口県山口市野田170 ,山口県,山口市,野田,170, ,34.185472,131.480967,,,,,(083)922ｰ2147,,(083)902-0347,,,,7530094,,,,,,月火水木金土,7:30,18:00,土は8:00ｰ17:00【1歳児クラスから】,,,,,,,,,,,,,https://www.myojo-kg-yamaguchi.com/,,,
352039,DD1402000050,山口県山口市,認定こども園鴻城幼稚園,,,認定こども園（幼稚園型）,352039,51000,山口県山口市小郡下郷261ｰ1 ,山口県,山口市,小郡下郷,261ｰ1, ,34.107062,131.40137,,,,,(083)972ｰ0308,,(083)973ｰ4877,,,,7540002,,,,,,月火水木金土,7:30,18:30,,,,,,,,,,,,,,http://www.kojo-youchien.org/,,,
352039,DD1402000051,山口県山口市,認定こども園山口みなみこども園,,,認定こども園（幼保連携型）,352039,96000,山口県山口市鋳銭司3922ｰ1 ,山口県,山口市,鋳銭司,3922ｰ1, ,34.083246,131.453781,,,,,(083)986ｰ2009,,(083)986ｰ2020,,,,7471221,,,,,,月火水木金土,7:30,18:00,,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/115124.html,,,
352039,DD1402000052,山口県山口市,大内幼稚園,,,公立幼稚園,352039,36001,山口県山口市大内矢田北一丁目11ｰ24 ,山口県,山口市,大内矢田北一丁目,11ｰ24, ,34.15863655,131.5012127,,,,,(083)927ｰ2497,,(083)927ｰ3492,,,,7530221,,,,,,月火水木金,8:30,14:00,水は8:30ｰ11:30,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/7084.html,,,
352039,DD1402000053,山口県山口市,宮野幼稚園,,,公立幼稚園,352039,150000,山口県山口市宮野下3000ｰ1 ,山口県,山口市,宮野下,3000ｰ1, ,34.19925292,131.5052463,,,,,(083)928ｰ0105,,(083)928ｰ0495,,,,7530011,,,,,,月火水木金,8:30,14:00,水は8:30ｰ11:30,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/7076.html,,,
352039,DD1402000054,山口県山口市,吉敷幼稚園,,,公立幼稚園,352039,159004,山口県山口市吉敷佐畑四丁目6ｰ1 ,山口県,山口市,吉敷佐畑四丁目,6ｰ1, ,34.16815264,131.4296467,,,,,(083)925ｰ2279,,(083)925ｰ2280,,,,7530816,,,,,,月火水木金,8:30,14:00,水は8:30ｰ11:30,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/7077.html,,,
352039,DD1402000055,山口県山口市,平川幼稚園,,,公立幼稚園,352039,79000,山口県山口市黒川1210ｰ1 ,山口県,山口市,黒川,1210ｰ1, ,34.14154341,131.4569898,,,,,(083)924ｰ1661,,(083)924ｰ1614,,,,7530851,,,,,,月火水木金,8:30,14:00,水は8:30ｰ11:30,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/7078.html,,,
352039,DD1402000056,山口県山口市,もりもり保育園,,,地域型保育事業所,352039,67000,山口県山口市嘉川1306 ,山口県,山口市,嘉川,1306, ,34.07680567,131.3845688,,,,,(083)976ｰ4788,,(083)976ｰ5533,,,,7540897,,,,,,月火水木金土,7:00,18:00,平日のみ延長保育ｰ19:00,,,,,,,,,,,,,http://midori-morimori.jp/,,,
352039,DD1402000057,山口県山口市,はあと保育園吉敷,,,地域型保育事業所,352039,161001,山口県山口市吉敷中東一丁目1ｰ2 ,山口県,山口市,吉敷中東一丁目,1ｰ2, ,34.16728741,131.446779,,,,,(083)924ｰ3962,,(083)902ｰ6129,,,,7530813,,,,,,月火水木金土,7:30,18:30,延長保育ｰ19:30,,,,,,,,,,,,,https://www.seirankai.or.jp/nursery/island/,,,
352039,DD1402000058,山口県山口市,プティット一ノ坂保育園,,,地域型保育事業所,352039,,山口県山口市後河原吉田37ｰ2 ,山口県,山口市,後河原吉田,37ｰ2, ,34.18564887,131.4762718,,,,,(083)928ｰ8444,,(083)902ｰ6991,,,,7530083,,,,,,月火水木金土,7:00,18:00,延長保育ｰ19:00,,,,,,,,,,,,,http://petit.gr.jp/room_yamaguchi.html,,,
352039,DD1402000059,山口県山口市,うる保育園,,,地域型保育事業所,352039,79000,山口県山口市黒川776ｰ7 ,山口県,山口市,黒川,776ｰ7, ,34.1436384,131.4503151,,,,,(083)928ｰ9200,,(083)928ｰ9200,,,,7530851,,,,,,月火水木金土,7:30,18:30,平日のみ延長保育ｰ19:30,,,,,,,,,,,,,https://nursery-school.net/,,,
352039,DD1402000060,山口県山口市,山口第二保育園,,,認可公立保育所,352039,86000,山口県山口市三和町9ｰ2 ,山口県,山口市,三和町,9ｰ2, ,34.16814432,131.4692918,,,,,(083)925ｰ2181,,(083)925ｰ2181,,,,7530052,,,,,,月火水木金土,7:30,18:00,,,,,,,,,,,,,,https://www.city.yamaguchi.lg.jp/map/kodomo/24156.html,,,
352039,DD1402000061,山口県山口市,UNURSERY新山口２号館,,,認可私立保育所,352039,48000,山口県山口市小郡黄金町9ｰ2 ,山口県,山口市,小郡黄金町,9ｰ2, ,34.09119512,131.3969767,,,,,(083)974ｰ5715,,(083)976-8070,,,,7540021,,,,,,月火水木金土,7:30,18:30,延長保育ｰ19:00,,,,,,,,,,,,,https://asahi-nursery.jp/unursery2,,,
