都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
352012,0000000013,山口県,下関市,"紙本墨書豊浦宮法楽和歌
１巻",シホンボクショトヨラノミヤホウラクワカ,,,重要文化財,美術工芸品,忌宮神社,山口県下関市長府宮の内町１番１８号 ,,,,083-245-1093,,,,,忌宮神社,1978-06-15,,,,,,,,,,,,
352012,0000000014,山口県,下関市,住吉社法楽百首和歌短冊（明応四年十二月）　１帖,スミヨシシャホウラクヒャクシュワカタンザク,,,重要文化財,美術工芸品,住吉神社,山口県下関市一の宮住吉一丁目１１番１号,,,,083-256-2656,,,,,住吉神社,1953-11-14,,09:00,16:00,,,,,,,,,
352012,0000000015,山口県,下関市,"赤間神宮文書
１０巻１冊",アカマジングウモンジョ,,,重要文化財,その他,赤間神宮,山口県下関市阿弥陀寺町４番１号,,,,083-231-4138,,,,,赤間神宮,1950-08-29,,,,,,,,,,,,
352012,0000000016,山口県,下関市,"忌宮神社文書
２８巻３冊（３７２通）",イミノミヤ ジンジャ モンジョ,,,重要文化財,その他,忌宮神社,山口県下関市長府宮の内町１番１８号 ,,,,083-245-1093,,,,,忌宮神社,1950-08-29,,,,,,,,,,,,
352012,0000000017,山口県,下関市,長門国鋳銭遺物,ナガトノクニチュウセンイブツ,,,重要文化財,美術工芸品,下関市立歴史博物館,山口県下関市長府川端二丁目２番２７号,,,,083-241-1080,,,,,下関市立歴史博物館,1964-01-28,,,,,,,,,,,http://www.shimohaku.jp/,
352012,0000000018,山口県,下関市,絹本著色仁王経曼荼羅図,ケンポンチャクショクニオウキョウマンダラズ,,,重要文化財,美術工芸品,神上寺,山口県下関市豊田町江良６２４番地,,,,083-766-0286,,,,,神上寺,1978-06-15,,,,,,,,,,,,山口県立山口博物館寄託
352012,0000000019,山口県,下関市,木造阿弥陀如来坐像,モクゾウアミダニョライザゾウ,,,重要文化財,美術工芸品,安養寺,山口県下関市豊浦町大字厚母郷５４１番地,,,,083-772-1611,,,,,安養寺,1929-04-06,,,,,,,,,,,,
352012,0000000020,山口県,下関市,蓋井島「山ノ神」の森　４か所,フタオイジマヤマノカミノモリ,,,重要有形民俗文化財,その他,蓋井島,山口県下関市大字蓋井島,,,,,,,,,藤永家他,1960-10-11,,,,,,,,,,,,
352012,0000000021,山口県,下関市,長門鋳銭所跡,ナガトノジュゼンジョアト,,,史跡,その他,覚苑寺,山口県下関市長府安養寺三丁目３番8号,,,,083-245-0649,,,,,覚苑寺,1929-12-17,,,,,,,,,,,https://www.kakuonji.com/,
352012,0000000022,山口県,下関市,高杉晋作墓,タカスギシンサクノハカ,,,史跡,その他,東行庵,山口県下関市吉田町１１８４番地,,,,083-284-0211,,,,,東行庵,1934-05-01,,,,,,,,,,,http://www.tougyouan.jp/,
352012,0000000023,山口県,下関市,中山忠光墓,ナカヤマタダミツノハカ,,,史跡,その他,中山神社,山口県下関市綾羅木本町七丁目１０番８号,,,,083-253-0704,,,,,中山神社,1941-08-01,,,,,,,,,,,,
352012,0000000024,山口県,下関市,綾羅木郷遺跡,アヤラギゴウイセキ,,,史跡,その他,綾羅木郷遺跡,山口県下関市大字綾羅木字岡４５４番地,,,,083-254-3061,,,,,下関市,1969-03-11,,,,,,,,,,,http://www.koukohaku.shimonoseki.yamaguchi.jp/,
352012,0000000025,山口県,下関市,梶栗浜遺跡,カジクリハマイセキ,,,史跡,その他,梶栗浜遺跡, 山口県下関市梶栗町四丁目他,,,,083-254-4697,,,,,下関市,1980-03-14,,,,,,,,,,,,
352012,0000000026,山口県,下関市,仁馬山古墳,ジンマヤマコフン,,,史跡,その他,仁馬山古墳,山口県下関市大字延行字神間他,,,,083-254-4697,,,,,下関市,1991-05-15,,,,,,,,,,,,
352012,0000000027,山口県,下関市,長州藩下関前田台場跡,チョウシュウハンシモノセキマエダダイバアト,,,史跡,その他,長州藩下関前田台場跡,山口県下関市前田１丁目,,,,083-254-4697,,,,,下関市,2010-08-05,,,,,,,,,,,https://kanmonmaeda.com/,
352012,0000000028,山口県,下関市,勝山御殿跡,カツヤマゴテンアト,,,史跡,その他,勝山御殿跡,山口県下関市大字田倉,,,, 083-231-1350,,,,,下関市,2019-02-26,,,,,,,,,,,,
352012,0000000029,山口県,下関市,満珠樹林,マンジュジュリン,,,天然記念物,その他,満珠,山口県下関市大字豊浦村,,,,,,,,,忌宮神社,1926-10-20,,,,,,,,,,,,
352012,0000000030,山口県,下関市,干珠樹林,カンジュジュリン,,,天然記念物,その他,干珠,山口県下関市大字豊浦村,,,,,,,,,忌宮神社,1926-10-20,,,,,,,,,,,,
352012,0000000031,山口県,下関市,六連島の雲母玄武岩,ムツレジマノウンモゲンブガン,,,天然記念物,その他,六連島,山口県下関市大字六連島字辻,,,,,,,,,下関市他,1934-01-22,,,,,,,,,,,,
352012,0000000032,山口県,下関市,石柱溪,セキチュウケイ,,,名勝及天然記念物,その他,石柱溪,山口県下関市豊田町今出,,,,,,,,,下関市他,1926-10-20,,,,,,,,,,,,
352012,0000000033,山口県,下関市,狗留孫山,クルソンザン,,,名勝,その他,狗留孫山修禅寺,山口県下関市豊田町大字杢路子,,,,083-768-0331,,,,,狗留孫山修禅寺,1940-08-30,,,,,,,,,,,,
352012,0000000034,山口県,下関市,木屋川・音信川ゲンジボタル発生地,コヤガワ・オトズレガワゲンジボタルハッセイチ,,,天然記念物,その他,下関市豊田町,山口県下関市豊田町,,,,,,,,,国土交通省、山口県,1957-10-16,,,,,,,,,,,,
352012,0000000035,山口県,下関市,川棚のクスの森,カワタナノクスノモリ,,,天然記念物,その他,川棚のクスの森,山口県下関市豊浦町大字川棚,,,,,,,,,下関市,1922-10-12,,,,,,,,,,,,
352012,0000000036,山口県,下関市,大吼谷蝙蝠洞,オオゴウヤコウモリドウ,,,天然記念物,その他,大吼谷蝙蝠洞,山口県下関市豊浦町大字小串,,,,,,,,,山口県漁業協同組合,1928-03-24,,,,,,,,,,,,
352012,0000000037,山口県,下関市,小串エヒメアヤメ自生南限地帯,コグシエヒメアヤメジセイナンゲンチタイ,,,天然記念物,その他,下関市豊浦町大字小串,山口県下関市豊浦町大字小串,,,,,,,,,下関市,1930-11-19,,,,,,,,,,,,
352012,0000000038,山口県,下関市,壁島ウ渡来地,カベシマウトライチ,,,天然記念物,その他,下関市豊北町大字神田,山口県下関市豊北町大字神田,,,,,,,,,下関市,1934-05-01,,,,,,,,,,,,
352012,0000000039,山口県,下関市,恩徳寺の結びイブキ,オントクジノムスビイブキ,,,天然記念物,その他,恩徳寺,山口県下関市豊北町大字神田,,,,,,,,,山口県漁業協同組合（肥中支店）,1955-10-26,,,,,,,,,,,,
352012,0000000040,山口県,下関市,土井ケ浜遺跡,ドイガハマイセキ,,,史跡,その他,土井ヶ浜遺跡・人類学ﾐｭｰｼﾞｱﾑ,山口県下関市豊北町大字神田上土井ヶ浜,,,,083-788-1841,,,,,下関市,1962-06-21,,,,,,,,,,,,
352012,0000000041,山口県,下関市,山口銀行旧本店,ヤマグチギンコウキュウホンテン,,,"山口県指定文化財
有形文化財（建造物）",建造物,やまぎん史料館,山口県下関市観音崎町１０番６号,,,,083-232-0800,,,,,"株式会社
山口銀行",2005-10-04,水木金土日,10:00,17:00,"休日：月曜日、火曜日、祝日(土、日が祝日の場合は開館)
年末・年始(12月29日～1月3日)",,,,,,,,
352012,0000000042,山口県,下関市,観察院五輪塔,カンサツインゴリントウ,,,"山口県指定文化財
有形文化財（建造物）",建造物,観察院,山口県下関市富任町八丁目２番１７号,,,,083-258-3533,,,,,観察院,2011-11-24,,,,,,,,,,,,
352012,0000000043,山口県,下関市,紙本金地着色安徳天皇絵,シホンコンジチャクショクアントクテンノウエ,,,"山口県指定文化財
有形文化財（絵画）",美術工芸品,赤間神宮,山口県下関市阿弥陀寺町４番１号,,,,083-231-4138,,,,,赤間神宮,1966-06-10,,,,,,,,,,,,
352012,0000000044,山口県,下関市,板絵着色繋馬図,イタエチャクショクツナギウマズ,,,"山口県指定文化財
有形文化財（絵画）",美術工芸品,住吉神社,山口県下関市一の宮住吉一丁目１１番１号,,,,083-256-2656,,,,,住吉神社,1990-11-06,,,,,,,,,,,,
352012,0000000045,山口県,下関市,狩野芳崖筆板絵着色絵馬,カノウホウガイヒツイタエチャクショクエマ,,,"山口県指定文化財
有形文化財（絵画）",美術工芸品,忌宮神社、住吉神社他,"山口県下関市長府宮の内町１番１８号
山口県下関市一の宮住吉一丁目１１番１号他",,,,,,,,,"忌宮神社、
住吉神社他",1994-05-02,,,,,,,,,,,,
352012,0000000046,山口県,下関市,絹本着色楊柳観音坐像,ケンポンチャクショクヨウリュウカンノンザゾウ,,,"山口県指定文化財
有形文化財（絵画）",美術工芸品,功山寺,山口県下関市長府川端一丁目２番３号,,,,083-245-0258,,,,,功山寺,1995-12-19,,,,,,,,,,,,下関市立歴史博物館寄託
352012,0000000047,山口県,下関市,木造地蔵菩薩半跏像,モクゾウジゾウボサツハンカゾウ,,,"山口県指定文化財
有形文化財（彫刻）",美術工芸品,功山寺,山口県下関市長府川端一丁目２番３号,,,,083-245-0258,,,,,功山寺,1966-06-10,,,,,,,,,,,,
352012,0000000048,山口県,下関市,木造聖観音菩薩立像,モクゾウショウカンノンボサツリュウゾウ,,,"山口県指定文化財
有形文化財（彫刻）",美術工芸品,竹生寺,山口県下関市大字有富５８７番地,,,,,,,,,竹生寺,1966-06-10,,,,,,,,,,,,
352012,0000000049,山口県,下関市,手鑑｢筆陳｣,テカガミ「ヒッチン」,,,"山口県指定文化財
有形文化財（書跡）",美術工芸品,下関市立歴史博物館,山口県下関市長府川端二丁目２番２７号,,,,083-241-1080,,,,,下関市立歴史博物館,2011-02-08,火水木金土日,09:30,17:00,,,,,,,,,
352012,0000000050,山口県,下関市,住吉神社文書,スミヨシジンジャモンジョ,,,"山口県指定文化財
有形文化財（古文書）",その他,住吉神社,山口県下関市一の宮住吉一丁目１１番１号,,,,083-256-2656,,,,,住吉神社,1977-11-11,,,,,,,,,,,,
352012,0000000051,山口県,下関市,武久家文書,タケヒサケモンジョ,,,"山口県指定文化財
有形文化財（古文書）",その他,下関市立歴史博物館,山口県下関市長府川端二丁目２番２７号,,,,083-241-1080,,,,,武久家,1980-12-05,,,,,,,,,,,,下関市立歴史博物館寄託
352012,0000000052,山口県,下関市,安尾家文書,ヤスオケモンジョ,,,"山口県指定文化財
有形文化財（古文書）",その他,下関市立歴史博物館,山口県下関市長府川端二丁目２番２７号,,,,083-241-1080,,,,,下関市立歴史博物館,1987-03-27,,,,,,,,,,,,
352012,0000000053,山口県,下関市,綾羅木郷遺跡出土品,アヤラギゴウイセキシュツドヒン,,,"山口県指定文化財
有形文化財（考古資料）",その他,下関市立考古博物館,山口県下関市大字綾羅木字岡４５４番地,,,,083-254-3061,,,,,下関市立考古博物館,1976-03-16,,,,,,,,,,,,
352012,0000000054,山口県,下関市,心光寺古墳出土品,シンコウジコフンシュツドヒン,,,"山口県指定文化財
有形文化財（考古資料）",その他,下関市立考古博物館,山口県下関市大字綾羅木字岡４５４番地,,,,083-254-3061,,,,,下関市立考古博物館,1980-04-11,,,,,,,,,,,,
352012,0000000055,山口県,下関市,大内家壁書,オオウチケカベガキ,,,"山口県指定文化財
有形文化財（歴史資料）",その他,下関市立歴史博物館,山口県下関市長府川端二丁目２番２７号,,,,083-241-1080,,,,,下関市立歴史博物館,1996-12-13,,,,,,,,,,,,
352012,0000000056,山口県,下関市,法林寺のソテツ,ホウリンジノソテツ,,,"山口県指定文化財
天然記念物",その他,法林寺,山口県下関市大字吉母１０３７番地の２,,,,083-286-5815,,,,,法林寺,1966-06-10,,,,,,,,,,,,
352012,0000000057,山口県,下関市,長門国一の宮住吉神社社叢,ナガトノクニイチノミヤスミヨシジンジャシャソウ,,,"山口県指定文化財
天然記念物",その他,住吉神社,山口県下関市一の宮住吉一丁目１１番１号,,,,083-256-2656,,,,,住吉神社,1966-06-10,,,,,,,,,,,,
352012,0000000058,山口県,下関市,長府正円寺の大イチョウ,チョウフショウエンジノオオイチョウ,,,"山口県指定文化財
天然記念物",その他,正円寺,山口県下関市長府中之町６－６,,,,083-245－1288,,,,,正円寺,1969-02-04,,,,,,,,,,,,
352012,0000000059,山口県,下関市,蓋井島のヒゼンマユミ群落,フタオイジマノヒゼンマユミグンラク,,,"山口県指定文化財
天然記念物",その他,下関市大字蓋井島,山口県下関市大字蓋井島,,,,,,,,,松本家,1982-11-05,,,,,,,,,,,,
352012,0000000060,山口県,下関市,忌宮神社の数方庭行事,イミノミヤジンジャノスホウテイギョウジ,,,"山口県指定文化財
無形民俗文化財",その他,忌宮神社,山口県下関市長府宮の内町１番１８号 ,,,,083-245-1093,,,,,忌宮神社,1984-11-02,,,,,,,,,,,,
352012,0000000061,山口県,下関市,赤間硯,アカマスズリ,,,"山口県指定文化財
無形文化財（工芸技術）",工芸技術,保持者　堀尾信夫,,,,,,,,,,保持者　堀尾信夫,2002-03-26,,,,,,,,,,,,
352012,0000000062,山口県,下関市,長府藩主毛利家墓所,チョウフハンシュモウリケボショ,,,"山口県指定文化財
史跡",その他,功山寺、覚苑寺、笑山寺,山口県下関市長府川端一丁目２番３号、長府安養寺三丁目３番８号、長府川端二丁目４番１号,,,,,,,,,功山寺、覚苑寺、笑山寺,2014-12-02,,,,,,,,,,,,
352012,0000000063,山口県,下関市,法輪寺本堂,ホウリンジホンドウ,,,"山口県指定文化財
有形文化財（建造物）",建造物,法輪寺,山口県下関市菊川町大字七見６６７,,,,,,,,,七見部落,1967-07-04,,,,,,,,,,,,
352012,0000000064,山口県,下関市,木造虚空蔵菩薩坐像,モクゾウコクウゾウボサツザゾウ,,,"山口県指定文化財
有形文化財（彫刻）",美術工芸品,法輪寺,山口県下関市菊川町大字七見６６７,,,,,,,,,七見部落,1966-06-10,,,,,,,,,,,,
352012,0000000065,山口県,下関市,鰐口,ワニグチ,,,"山口県指定文化財
有形文化財（工芸品）",美術工芸品,下関市立歴史博物館（寄託）,山口県下関市長府川端二丁目２番２７号,,,,083-241-1080,,,,,美栄神社,1989-10-24,,,,,,,,,,,,下関市立歴史博物館寄託
352012,0000000066,山口県,下関市,明版一切経,ミンバンイッサイキョウ,,,"山口県指定文化財
有形文化財（典籍）",その他,快友寺,山口県下関市菊川町大字吉賀２２４,,,,083-287-0168,,,,,快友寺,1993-01-12,,,,,,,,,,,,
352012,0000000067,山口県,下関市,旧殿居郵便局局舎　付　棟札,キュウトノイユウビンキョクキョクシャ　ツケタリムナフダ,,,"山口県指定文化財
有形文化財（建造物）",建造物,下関市豊田町大字殿居,山口県下関市豊田町大字殿居,,,,,,,,,河田家,1977-03-29,,,,,,,,,,,,
352012,0000000068,山口県,下関市,"絹本極彩色理界曼荼羅
絹本極彩色智界曼荼羅","ケンポンゴクサイシキリカイマンダラ
ケンポンゴクサイシキチカイマンダラ",,,"山口県指定文化財
有形文化財（絵画）",美術工芸品,神上寺,山口県下関市豊田町大字江良６２４番地,,,,083-766-0286,,,,,神上寺,1966-06-10,,,,,,,,,,,,下関市立歴史博物館寄託
352012,0000000069,山口県,下関市,木造薬師如来坐像,モクゾウヤクシニョライザゾウ,,,"山口県指定文化財
有形文化財（彫刻）",美術工芸品,神上寺,山口県下関市豊田町大字江良６２４番地,,,,083-766-0286,,,,,神上寺,1980-12-05,,,,,,,,,,,,
352012,0000000070,山口県,下関市,線刻菩薩形坐像懸仏,センコクボサツギョウザゾウカケボトケ,,,"山口県指定文化財
有形文化財（工芸品）",美術工芸品,豊田文化財資料室,山口県下関市豊田町大字矢田153－1,,,,,,,,,八鷹八幡宮,1980-12-05,,,,,,,,,,,,豊田文化財資料室寄託
352012,0000000071,山口県,下関市,神上寺銅矛,ジンジョウジドウホコ,,,"山口県指定文化財
有形文化財（考古資料）",その他,神上寺,山口県下関市豊田町大字江良６２４番地,,,,083-766-0286,,,,,神上寺,1978-03-31,,,,,,,,,,,,
352012,0000000072,山口県,下関市,紙本墨画白衣観音図,シホンボクガビャクイカンノンズ,,,"山口県指定文化財
有形文化財（絵画）",美術工芸品,三恵寺,山口県下関市豊浦町大字川棚,,,,083-774-2433,,,,,三恵寺,1993-05-14,,,,,,,,,,,,
352012,0000000073,山口県,下関市,木造千手観音菩薩立像,モクゾウセンジュカンノンボサツリュウゾウ,,,"山口県指定文化財
有形文化財（彫刻）",美術工芸品,三恵寺,山口県下関市豊浦町大字川棚,,,,083-774-2433,,,,,三恵寺,1979-12-04,,,,,,,,,,,,
352012,0000000074,山口県,下関市,金銅薬師如来坐像懸仏,コンドウヤクシニョライザゾウカケボトケ,,,"山口県指定文化財
有形文化財（工芸品）",美術工芸品,吉永八幡宮,山口県下関市豊浦町大字吉永1059,,,,083-772-2903,,,,,吉永八幡宮,1979-12-04,,,,,,,,,,,,
352012,0000000075,山口県,下関市,中ノ浜遺跡,ナカノハマイセキ,,,"山口県指定文化財
史跡",その他,中ノ浜遺跡,山口県下関市豊浦町大字川棚,,,,,,,,,下関市他,1975-03-22,,,,,,,,,,,,
352012,0000000076,山口県,下関市,黒井一ノ瀬一里塚,クロイイチノセイチリヅカ,,,"山口県指定文化財
史跡",その他,黒井一ノ瀬一里塚,山口県下関市豊浦町大字黒井,,,,,,,,,山本家,2003-04-04,,,,,,,,,,,,
352012,0000000077,山口県,下関市,川棚三恵寺のモッコク,カワタナサンネイジノモッコク,,,"山口県指定文化財
天然記念物",その他,三恵寺,山口県下関市豊浦町大字川棚,,,,083-774-2433,,,,,三恵寺,1969-04-25,,,,,,,,,,,,
352012,0000000078,山口県,下関市,旧滝部小学校本館,キュウタキベショウガッコウホンカン,,,"山口県指定文化財
有形文化財（建造物）",建造物,豊北歴史民俗資料館（太翔館）,山口県下関市豊北町大字滝部３１５３-１,,,,083-782-1651,,,,,下関市,1979-03-31,,,,,,,,,,,,
352012,0000000079,山口県,下関市,土井ケ浜遺跡出土品,ドイガハマイセキシュツドヒン,,,"山口県指定文化財
有形文化財（考古資料）",その他,土井ヶ浜遺跡・人類学ﾐｭｰｼﾞｱﾑ,山口県下関市豊北町大字神田上８９１－８,,,,083-788-1842,,,,,下関市,1982-04-16,,,,,,,,,,,,
352012,0000000080,山口県,下関市,滝部のシダレザクラ,タキベノシダレザクラ,,,"山口県指定文化財
天然記念物",その他,下関市豊北町大字滝部,山口県下関市豊北町大字滝部,,,,,,,,,中山家,1977-11-11,,,,,,,,,,,,
352012,0000000081,山口県,下関市,滝部八幡宮のイチイガシ,タキベハチマングウノイチイガシ,,,"山口県指定文化財
天然記念物",その他,滝部八幡宮,山口県下関市豊北町大字滝部,,,,,,,,,滝部八幡宮,1977-11-11,,,,,,,,,,,,
352012,0000000082,山口県,下関市,阿川八幡宮のイヌマキ巨樹群,アガワハチマングウノイヌマキキョジュグン,,,"山口県指定文化財
天然記念物",その他,阿川八幡宮,山口県下関市豊北町大字阿川３７１３,,,,,,,,,阿川八幡宮,1978-03-31,,,,,,,,,,,,
352012,0000000083,山口県,下関市,浜出祭,ハマイデサイ,,,"山口県指定文化財
無形民俗文化財",その他,,,,,,,,,,,浜出祭文化財保存会,1976-11-24,,,,,,,,,,,,
352012,0000000084,山口県,下関市,功山寺山門,コウザンジサンモン,,,"下関市指定文化財
有形文化財（建造物）",建造物,功山寺,山口県下関市長府川端一丁目２番３号,,,,083-245-0258,,,,,功山寺,1970-03-04,,,,,,,,,,,,
352012,0000000085,山口県,下関市,高林寺山門,コウリンジサンモン,,,"下関市指定文化財
有形文化財（建造物）",建造物,高林寺,山口県下関市赤池町,,,,083-283-1349,,,,,高林寺,1974-03-25,,,,,,,,,,,,
352012,0000000086,山口県,下関市,笑山寺十三重塔,ショウザンジジュウサンジュウノトウ,,,"下関市指定文化財
有形文化財（建造物）",建造物,笑山寺,山口県下関市長府川端二丁目４番１号,,,,083-245-1021,,,,,笑山寺,1975-02-27,,,,,,,,,,,,
352012,0000000087,山口県,下関市,長府藩侍屋敷長屋,チョウフハンサムライヤシキナガヤ,,,"下関市指定文化財
有形文化財（建造物）",建造物,長府藩侍屋敷長屋,山口県下関市長府侍町一丁目,,,,,,,,,下関市,1976-03-16,,,,,,,,,,,,
352012,0000000088,山口県,下関市,菅家長屋門　付練塀,カンケナガヤモン,,,"下関市指定文化財
有形文化財（建造物）",建造物,菅家長屋門,山口県下関市長府古江小路町,,,,,,,,,菅家,1976-03-16,,,,,,,,,,,,
352012,0000000089,山口県,下関市,吉岡家長屋,ヨシオカケナガヤ,,,"下関市指定文化財
有形文化財（建造物）",建造物,吉岡家長屋,山口県下関市長府宮の内町,,,,,,,,,吉岡家,1977-02-16,,,,,,,,,,,,
352012,0000000090,山口県,下関市,功山寺輪蔵,コウザンジリンゾウ,,,"下関市指定文化財
有形文化財（建造物）",建造物,功山寺,山口県下関市長府川端一丁目２番３号,,,,083-245-0258,,,,,功山寺,1979-03-01,,,,,,,,,,,,
352012,0000000091,山口県,下関市,旧野々村家表門,キュウノノムラケオモテモン,,,"下関市指定文化財
有形文化財（建造物）",建造物,貝島公園,山口県下関市長府侍町一丁目,,,,,,,,,下関市,1979-12-07,,,,,,,,,,,,
352012,0000000092,山口県,下関市,妙音寺無縫塔,ミョウオンジムホウトウ,,,"下関市指定文化財
有形文化財（建造物）",建造物,妙音寺,山口県下関市大字永田郷,,,,,,,,,妙音寺,1980-02-05,,,,,,,,,,,,
352012,0000000093,山口県,下関市,"清末内藤家表門
付練塀及び門前石段",キヨスエナイトウケオモテモンツケタリネリベイオヨビモンゼイシダン,,,"下関市指定文化財
有形文化財（建造物）",建造物,清末内藤家表門,山口県下関市清末西町一丁目,,,,,,,,,内藤家,1981-02-18,,,,,,,,,,,,
352012,0000000094,山口県,下関市,岩元家・岡村家練塀,イワモトケ・オカムラケネリベイ,,,"下関市指定文化財
有形文化財（建造物）",建造物,岩元家・岡村家練塀,山口県下関市長府惣社町,,,,,,,,,岩元家・岡村家,1981-03-09,,,,,,,,,,,,
352012,0000000095,山口県,下関市,河村家練塀,カワムラケネリベイ,,,"下関市指定文化財
有形文化財（建造物）",建造物,河村家練塀,山口県下関市長府古江小路町,,,,,,,,,河村家,1981-03-09,,,,,,,,,,,,
352012,0000000096,山口県,下関市,乃木神社練塀,ノギジンジャネリベイ,,,"下関市指定文化財
有形文化財（建造物）",建造物,乃木神社,山口県下関市長府宮の内町３－８,,,,083-245-0252,,,,,乃木神社,1981-03-09,,,,,,,,,,,,
352012,0000000097,山口県,下関市,旧梶山家練塀,キュウカジヤマケネリベイ,,,"下関市指定文化財
有形文化財（建造物）",建造物,旧梶山家練塀,山口県下関市長府宮の内町,,,,,,,,,下関市,1981-11-27,,,,,,,,,,,,
352012,0000000098,山口県,下関市,旧今藤家練塀,キュウイマフジケネリベイ,,,"下関市指定文化財
有形文化財（建造物）",建造物,乃木神社,山口県下関市長府宮の内町３－８,,,,083-245-0252,,,,,乃木神社,1981-11-27,,,,,,,,,,,,
352012,0000000099,山口県,下関市,益本家練塀,マスモトケネリベイ,,,"下関市指定文化財
有形文化財（建造物）",建造物,益本家練塀,山口県下関市長府宮の内町,,,,,,,,,益本家,1981-11-27,,,,,,,,,,,,
352012,0000000100,山口県,下関市,長府藩的場跡練塀,チョウフハンマトバアトネリベイ,,,"下関市指定文化財
有形文化財（建造物）",建造物,長府藩的場跡練塀,山口県下関市長府松原町,,,,,,,,,ｱｰｽｺｰﾎﾟﾚｰｼｮﾝ㈱,1982-04-15,,,,,,,,,,,,
