都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,バリアフリー情報,URL,備考
352012,0000000019,山口県,下関市,下関市立長府小学校,シモノセキシリツチョウフショウガッコウ,,1503,山口県下関市長府松小田北町14番1号,,,,083-246-0920,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~chofu_s/,
352012,0000000020,山口県,下関市,下関市立勝山小学校,シモノセキシリツカツヤマショウガッコウ,,1503,山口県下関市秋根上町二丁目2番1号,,,,083-256-2251,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~katsuyama_s/,
352012,0000000021,山口県,下関市,下関市立一の宮小学校,シモノセキシリツイチノミヤショウガッコウ,,1503,山口県下関市一の宮住吉一丁目8番1号,,,,083-256-4055,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~ichinomiya_s/,
352012,0000000022,山口県,下関市,下関市立川中小学校,シモノセキシリツカワナカショウガッコウ,,1503,山口県下関市伊倉本町19番1号,,,,083-252-0833,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~kawanaka_s/,
352012,0000000023,山口県,下関市,下関市立熊野小学校,シモノセキシリツクマノショウガッコウ,,1503,山口県下関市熊野西町10番1号,,,,083-254-2901,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~kumano_s/,
352012,0000000024,山口県,下関市,下関市立川中西小学校,シモノセキシリツカワナカニシショウガッコウ,,1503,山口県下関市古屋町二丁目9番1号,,,,083-252-1949,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~kawa_nishi_s/,
352012,0000000025,山口県,下関市,下関市立垢田小学校,シモノセキシリツアカダショウガッコウ,,1503,山口県下関市新垢田西町一丁目1番1号,,,,083-253-5433,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~akada_s/,
352012,0000000026,山口県,下関市,下関市立安岡小学校,シモノセキシリツヤスオカショウガッコウ,,1503,山口県下関市安岡町三丁目5番5号,,,,083-258-0057,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~yasuoka_s/,
352012,0000000027,山口県,下関市,下関市立吉見小学校,シモノセキシリツヨシミショウガッコウ,,1503,山口県下関市吉見里町一丁目8番1号,,,,083-286-2014,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~yoshimi_s/,
352012,0000000028,山口県,下関市,下関市立吉母小学校,シモノセキシリツヨシモショウガッコウ,,1503,山口県下関市大字吉母字塩谷287番地,,,,083-286-2518,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~yoshimo_s/,
352012,0000000029,山口県,下関市,下関市立蓋井小学校,シモノセキシリツフタオイショウガッコウ,,1503,山口県下関市大字蓋井島字田町126番地2,,,,083-286-6279,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~futaoi_s/,
352012,0000000030,山口県,下関市,下関市立吉田小学校,シモノセキシリツヨシダショウガッコウ,,1503,山口県下関市大字吉田字高田1044番地2,,,,083-284-0136,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~yoshida_s/,
352012,0000000031,山口県,下関市,下関市立王喜小学校,シモノセキシリツオウキショウガッコウ,,1503,山口県下関市王喜本町二丁目12番30号,,,,083-282-0332,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~ouki_s/,
352012,0000000032,山口県,下関市,下関市立内日小学校,シモノセキシリツウツイショウガッコウ,,1503,山口県下関市大字内日下字坂本1031番地,,,,083-289-2131,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~utsui_s/,
352012,0000000033,山口県,下関市,下関市立豊東小学校,シモノセキシリツトヨヒガシショウガッコウ,,1503,山口県下関市菊川町大字上大野字上ノ原10020番地1,,,,083-287-0050,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~toyo_s/,
352012,0000000034,山口県,下関市,下関市立岡枝小学校,シモノセキシリツオカエダショウガッコウ,,1503,山口県下関市菊川町大字吉賀字金蔵寺2494番地,,,,083-287-0007,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~okaeda_s/,
352012,0000000035,山口県,下関市,下関市立楢崎小学校,シモノセキシリツナラザキショウガッコウ,,1503,山口県下関市菊川町大字楢崎字殿屋敷215番地,,,,083-287-0164,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~narazaki_s/,
352012,0000000037,山口県,下関市,下関市立西市小学校,シモノセキシリツニシイチショウガッコウ,,1503,山口県下関市豊田町大字矢田字今熊132番地,,,,083-766-0064,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~nishiichi_s/,
352012,0000000038,山口県,下関市,下関市立豊田下小学校,シモノセキシリツトヨタシモショウガッコウ,,1503,山口県下関市豊田町大字手洗字貴布祢303番地,,,,083-766-0167,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~toyo_shimo_s/,
352012,0000000039,山口県,下関市,下関市立室津小学校,シモノセキシリツムロツショウガッコウ,,1503,山口県下関市豊浦町大字室津下字新田152番地1,,,,083-772-0390,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~murotsu_s/,
352012,0000000040,山口県,下関市,下関市立誠意小学校,シモノセキシリツセイイショウガッコウ,,1503,山口県下関市豊浦町大字黒井字才舛2200番地,,,,083-772-0290,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~seii_s/,
352012,0000000041,山口県,下関市,下関市立川棚小学校,シモノセキシリツカワタナショウガッコウ,,1503,山口県下関市豊浦町大字川棚字後楽3650番地1,,,,083-772-0190,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~kawatana_s/,
352012,0000000042,山口県,下関市,下関市立小串小学校,シモノセキシリツコグシショウガッコウ,,1503,山口県下関市豊浦町大字小串字谷田ヶ浴617番地,,,,083-774-0814,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~kogushi_s/,
352012,0000000043,山口県,下関市,下関市立宇賀小学校,シモノセキシリツウカショウガッコウ,,1503,山口県下関市豊浦町大字宇賀字ふけ4961番地,,,,083-776-0020,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~uka_s/,
352012,0000000047,山口県,下関市,下関市立豊北小学校,シモノセキシリツホウホクショウガッコウ,,1503,山口県下関市豊北町大字滝部字常安1200番地,,,,083-782-0030,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~houhoku_s/,
352012,0000000048,山口県,下関市,下関市立日新中学校,シモノセキシリツニッシンチュウガッコウ,,1504,山口県下関市上田中町一丁目15番1号,,,,083-223-7259,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~nisshin_c/,
352012,0000000049,山口県,下関市,下関市立向洋中学校,シモノセキシリツコウヨウチュウガッコウ,,1504,山口県下関市向洋町一丁目14番1号,,,,083-223-8208,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~kouyou_c/ｖ,
352012,0000000050,山口県,下関市,下関市立山の田中学校,シモノセキシリツヤマノタチュウガッコウ,,1504,山口県下関市山の田本町8番1号,,,,083-252-0488,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~yamanota_c/,
352012,0000000051,山口県,下関市,下関市立文洋中学校,シモノセキシリツブンヨウチュウガッコウ,,1504,山口県下関市上新地町五丁目6番1号,,,,083-223-8176,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~bunyou_c/,
352012,0000000052,山口県,下関市,下関市立名陵中学校,シモノセキシリツメイリョウチュウガッコウ,,1504,山口県下関市丸山町一丁目13番3号,,,,083-222-1435,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~meiryou_c/,
352012,0000000053,山口県,下関市,下関市立東部中学校,シモノセキシリツトウブチュウガッコウ,,1504,山口県下関市清末陣屋5番10号,,,,083-282-0032,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~toubu_c/,
352012,0000000054,山口県,下関市,下関市立長府中学校,シモノセキシリツチョウフチュウガッコウ,,1504,山口県下関市長府逢坂町3番1号,,,,083-246-2157,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~chofu_c/,
352012,0000000055,山口県,下関市,下関市立長成中学校,シモノセキシリツチョウセイチュウガッコウ,,1504,山口県下関市長府日の出町4番1号,,,,083-245-6490,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~chousei_c/,
352012,0000000056,山口県,下関市,下関市立勝山中学校,シモノセキシリツカツヤマチュウガッコウ,,1504,山口県下関市秋根上町二丁目5番1号,,,,083-256-2827,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~katsuyama_c/,
352012,0000000057,山口県,下関市,下関市立川中中学校,シモノセキシリツカワナカチュウガッコウ,,1504,山口県下関市伊倉新町四丁目6番1号,,,,083-252-0900,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~kawanaka_c/,
352012,0000000058,山口県,下関市,下関市立垢田中学校,シモノセキシリツアカダチュウガッコウ,,1504,山口県下関市大字垢田字笹原1127番地6,,,,083-253-1113,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~akada_c/,
352012,0000000059,山口県,下関市,下関市立安岡中学校,シモノセキシリツヤスオカチュウガッコウ,,1504,山口県下関市安岡町四丁目2番1号,,,,083-258-0309,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~yasuoka_c/,
352012,0000000060,山口県,下関市,下関市立吉見中学校,シモノセキシリツヨシミチュウガッコウ,,1504,山口県下関市永田本町一丁目3番10号,,,,083-286-2032,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~yoshimi_c/,
352012,0000000061,山口県,下関市,下関市立彦島中学校,シモノセキシリツヒコシマチュウガッコウ,,1504,山口県下関市彦島江の浦町二丁目25番1号,,,,083-266-5266,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~hikoshima_c/,
352012,0000000062,山口県,下関市,下関市立玄洋中学校,シモノセキシリツゲンヨウチュウガッコウ,,1504,山口県下関市彦島本村町二丁目8番1号,,,,083-266-3269,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~genyou_c/,
352012,0000000063,山口県,下関市,下関市立木屋川中学校,シモノセキシリツコヤガワチュウガッコウ,,1504,山口県下関市木屋川南町二丁目660番地,,,,083-282-0354,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~koyagawa_c/,
352012,0000000064,山口県,下関市,下関市立内日中学校,シモノセキシリツウツイチュウガッコウ,,1504,山口県下関市大字内日下字福寿庵1196番地2,,,,083-289-2431,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~utsui_c/,
352012,0000000065,山口県,下関市,下関市立菊川中学校,シモノセキシリツキクガワチュウガッコウ,,1504,山口県下関市菊川町大字下岡枝字上室屋1番地2,,,,083-287-0042,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~kikugawa_c/,
352012,0000000066,山口県,下関市,下関市立豊田中学校,シモノセキシリツトヨタチュウガッコウ,,1504,山口県下関市豊田町大字矢田字鎮守434番地,,,,083-766-0105,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~toyota_c/,
352012,0000000067,山口県,下関市,下関市立豊洋中学校,シモノセキシリツホウヨウチュウガッコウ,,1504,山口県下関市豊浦町大字黒井字馬神10724番地1,,,,083-772-0291,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~houyou_c/,
352012,0000000068,山口県,下関市,下関市立夢が丘中学校,シモノセキシリツユメガオカチュウガッコウ,,1504,山口県下関市豊浦町大字小串字夢が丘10145番地,,,,083-775-3300,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~yumegaoka_c/,
352012,0000000069,山口県,下関市,下関市立豊北中学校,シモノセキシリツホウホクチュウガッコウ,,1504,山口県下関市豊北町大字滝部字幸神1244番地36,,,,083-782-0035,,,,,,,,,,http://kam.edu.city.shimonoseki.yamaguchi.jp/~houhoku_c/,
352012,0000000070,山口県,下関市,下関市立下関商業高等学校,シモノセキシリツシモノセキショウギョウコウトウガッコウ,,1505,山口県下関市後田町四丁目11番1号,,,,083-223-4278,,,,,,,,,,http://www.shimosho.ed.jp/,
352012,0000000071,山口県,下関市,"公立大学法人下関市立大学
公立大学法人下関市立大学大学院","コウリツダイガクホウジンシモノセキシリツダイガク
コウリツダイガクホウジンシモノセキシリツダイガクダイガクイン",,1506,山口県下関市大学町二T目1番1号,,,,083-252-0288,,,,,,,,,,https://www.shimonoseki-cu.ac.jp/,
