都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,バリアフリー情報,URL,備考
352136,0000000011,山口県,美祢市,美祢市田代多目的広場,ミネシタシロタモクテキヒロバ,,,山口県美祢市於福町上926-1,,34.23857,131.16848,0837-56-0001,,,美祢市,月火水木金土日,,,,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mine/4719.html,
352136,0000000012,山口県,美祢市,美祢市川東多目的広場,ミネシカワヒガシタモクテキヒロバ,,,山口県美祢市東厚保町川東2569-1,,34.13254,131.15898,0837-58-0001,,,美祢市,月火水木金土日,,,,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mine/4723.html,
352136,0000000013,山口県,美祢市,美祢市東厚多目的広場,ミネシトウコウタモクテキヒロバ,,,山口県美祢市東厚保町山中659-6,,34.119865,131.183370,0837-58-0001,,,美祢市,月火水木金土日,,,,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mine/4724.html,
352136,0000000014,山口県,美祢市,美祢市城原多目的広場,ミネシジョウゲンタモクテキヒロバ,,,山口県美祢市大嶺町西分1474,,34.15006,131.16327,0837-52-3310,,,美祢市,月火水木金土日,,,,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mine/4725.html,
352136,0000000015,山口県,美祢市,美祢市豊田前多目的広場,ミネシトヨタマエタモクテキヒロバ,,,山口県美祢市豊田前町麻生下262-1,,34.195137,131.120085,0837-57-0001,,,美祢市,月火水木金土日,,,,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mine/4727.html,
352136,0000000016,山口県,美祢市,美祢市赤郷多目的広場,ミネシアカゴウタモクテキヒロバ,,,山口県美祢市美東町赤281-2,,34.2808,131.34631,08396-2-0304,,,美祢市,月火水木金土日,,,,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mitou/4735.html,
352136,0000000017,山口県,美祢市,美祢市大田多目的広場,ミネシオオダタモクテキヒロバ,,,山口県美祢市美東町大田6165-1,,34.22525,131.34476,08396-2-5555,,,美祢市,月火水木金土日,,,,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mitou/4736.html,
352136,0000000018,山口県,美祢市,美祢市鳳鳴多目的広場,ミネシホウメイタモクテキヒロバ,,,山口県美祢市美東町綾木4442-4,,34.208656,131.375544,08396-2-0112,,,美祢市,月火水木金土日,,,,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mitou/4738.html,
352136,0000000019,山口県,美祢市,美祢市真長田多目的広場,ミネシマナガタタモクテキヒロバ,,,山口県美祢市美東町真名513-1,,34.163612,131.353733,08396-5-0001,,,美祢市,月火水木金土日,,,,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mitou/4739.html,
352136,0000000020,山口県,美祢市,美祢市下郷多目的広場,ミネシシモゴウタモクテキヒロバ,,,山口県美祢市秋芳町岩永下郷696-7,,34.18613,131.29757,0837-62-0525,,,美祢市,月火水木金土日,,,,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/shuhou/4745.html,
352136,0000000021,山口県,美祢市,美祢市本郷多目的広場,ミネシホンゴウタモクテキヒロバ,,,山口県美祢市秋芳町岩永本郷904-1,,34.19884,131.28268,0837-62-0525,,,美祢市,月火水木金土日,,,,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/shuhou/4746.html,
352136,0000000022,山口県,美祢市,美祢市大嶺高校記念体育館,ミネシオオミネコウコウキネンタイクカン,,,山口県美祢市大嶺町東分1217-1,,34.180377,131.211286,0837-52-3310,,,美祢市,月火水木金土日,09:00,22:00,休館日：年末年始,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mine/4664.html,
352136,0000000023,山口県,美祢市,美祢市田代体育館,ミネシタシロタイイクカン,,,山口県美祢市於福町上916-1,,34.23178,131.17242,0837-56-0001,,,美祢市,月火水木金土日,09:00,22:00,休館日：年末年始,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mine/4666.html,
352136,0000000024,山口県,美祢市,美祢市川東体育館,ミネシカワヒガシタイイクカン,,,山口県美祢市東厚保町川東2569-1,,34.13291,131.15849,0837-58-0001,,,美祢市,月火水木金土日,09:00,22:00,休館日：年末年始,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mine/4714.html,
352136,0000000025,山口県,美祢市,美祢市東厚体育館,ミネシトウコウタイイクカン,,,山口県美祢市東厚保町山中659-6,,34.119865,131.183370,0837-58-0001,,,美祢市,月火水木金土日,09:00,22:00,休館日：年末年始,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mine/4715.html,
352136,0000000026,山口県,美祢市,美祢市城原体育館,ミネシジョウゲンタイイクカン,,,山口県美祢市大嶺町西分1474,,34.15006,131.16327,0837-52-3310,,,美祢市,月火水木金土日,09:00,22:00,休館日：年末年始,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mine/4716.html,
352136,0000000027,山口県,美祢市,美祢市豊田前体育館,ミネシトヨタマエタイイクカン,,,山口県美祢市豊田前町麻生下262-1,,34.195137,131.120085,0837-57-0001,,,美祢市,月火水木金土日,09:00,22:00,休館日：年末年始,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mine/4726.html,
352136,0000000028,山口県,美祢市,美祢市美東体育館,ミネシミトウタイイクカン,,,山口県美祢市美東町大田6221,,34.224539,131.344576,08396-2-5555,,,美祢市,月火水木金土日,09:00,22:00,休館日：年末年始,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mitou/4728.html,
352136,0000000029,山口県,美祢市,美祢市鳳鳴体育館,ミネシホウメイタイイクカン,,,山口県美祢市美東町綾木4454-1,,34.20854,131.37560 ,08396-2-0112,,,美祢市,月火水木金土日,09:00,22:00,休館日：年末年始,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mitou/4730.html,
352136,0000000030,山口県,美祢市,美祢市赤郷体育館,ミネシアカゴウタイイクカン,,,山口県美祢市美東町赤359,,34.280470,131.345404,08396-2-0304,,,美祢市,月火水木金土日,09:00,22:00,休館日：年末年始,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mitou/4731.html,
352136,0000000031,山口県,美祢市,美祢市秋芳体育館,ミネシシュウホウタイイクカン,,,山口県美祢市秋芳町秋吉5357,,34.21281,131.29189,0837-62-1924,,,美祢市,月火水木金土日,09:00,22:00,休館日：年末年始,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/shuhou/4740.html,
352136,0000000032,山口県,美祢市,美祢市下郷体育館,ミネシシモゴウタイイクカン,,,山口県美祢市秋芳町岩永下郷696-7,,34.18548,131.29690 ,0837-62-0525,,,美祢市,月火水木金土日,09:00,22:00,休館日：年末年始,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/shuhou/4742.html,
352136,0000000033,山口県,美祢市,美祢市本郷体育館,ミネシホンゴウタイイクカン,,,山口県美祢市秋芳町岩永本郷904-1,,34.19836,131.28320 ,0837-62-0525,,,美祢市,月火水木金土日,09:00,22:00,休館日：年末年始,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/shuhou/4743.html,
352136,0000000034,山口県,美祢市,美祢市大田テニス場,ミネシオオダテニスジョウ,,,山口県美祢市美東町大田6212,,34.22526,131.344370 ,08396-2-5555,,,美祢市,月火水木金土日,09:00,22:00,休館日：年末年始,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mitou/4733.html,
352136,0000000035,山口県,美祢市,美祢市綾木テニス場,ミネシアヤギテニスジョウ,,,山口県美祢市美東町綾木2150-56,,34.18981,131.34570 ,08396-2-0112,,,美祢市,月火水木金土日,09:00,,終了時間：日没まで、休館日：年末年始,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mitou/4734.html,
352136,0000000036,山口県,美祢市,美祢市秋芳テニス場,ミネシシュウホウテニスジョウ,,,山口県美祢市秋芳町秋吉5356,,34.21126,131.2935,0837-62-1924,,,美祢市,月火水木金土日,09:00,22:00,休館日：年末年始,,,,
352136,0000000037,山口県,美祢市,伊佐公園,イサコウエン,,,山口県美祢市伊佐町伊佐4541,,34.16599,131.22374,0837-52-3310,,,美祢市,火水木金土日,06:00,21:00,休館日：月曜日(ただし、月曜日が祝日の場合、その翌日)、年末年始,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mine/4661.html,
352136,0000000038,山口県,美祢市,美祢中央公園,ミネチュウオウコウエン,美祢ハビテーション,,山口県美祢市大嶺町東分1313,,34.17005,131.19902,0837-52-5221,,,美祢市,終日,00:00,23:59,テニスコート・グラウンド・ゲートボール場は使用時間6:00～21:00,豊かな緑の環境に囲まれた公園内は運動・供用・子供広場の３ゾーンに区切られ、幅広い世代の人に利用されています。,多目的トイレ有,https://www2.city.mine.lg.jp/kurashi_tetsuzuki/yoyaku/koen/3565.html,
352136,0000000039,山口県,美祢市,秋芳北部総合運動公園,シュウホウホクブソウゴウウンドウコウエン,,,山口県美祢市秋芳町嘉万2233,,34.26152,131.25941,0837-62-1924,,,美祢市,火水木金土日,08:30,22:00,休館日：月曜日(ただし、月曜日が祝日の場合、その翌日)、年末年始,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/shuhou/4744.html,
352136,0000000040,山口県,美祢市,秋吉みどりの広場,アキヨシミドリノヒロバ,,,山口県美祢市秋芳町秋吉2726,,34.21299,131.30000 ,0837-62-1924,,,美祢市,月火水木金土日,,,,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/shuhou/4747.html,
352136,0000000041,山口県,美祢市,美祢スポーツセンター,ミネスポーツセンター,,,山口県美祢市伊佐町伊佐4885,,34.16599,131.22374,0837-52-3310,,,美祢市,火水木金土日,09:00,22:00,終了時間：日曜日および祝日：17:00、休館日：月曜日(ただし、月曜日が祝日の場合、その翌日)、年末年始,,,https://www2.city.mine.lg.jp/soshiki/kyoiku/shogaigakushu/yoyaku/taiiku/mine/4657.html,
