都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,イベント名,イベント名_カナ,イベント名_英語,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,場所名称,住所,方書,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考
3.00002E+12,1024784,山口県,宇部市,令和7年度マタニティ❤サロン,マタニティ❤サロン,,2026/3/25,2026/3/25,13:20,15:30,,"赤ちゃんを迎える準備として、助産師・保健師・看護師・管理栄養士・保育士などの専門職が、産前・産後の生活についての講話やお風呂の入れ方、着替え、おむつ替えなどの体験を通じて、楽しいマタニティライフのお手伝いをします。自由参加で、ミルク作りや妊婦体験もできます。
",,,宇部市こども支援課（宇部市琴芝町二丁目4番25号　宇部市福祉ふれあいセンター1階）,0836‐31‐1732,,,宇部市福祉ふれあいセンター　他,宇部市琴芝町二丁目4番25号,,,,,有り,16組（32人）,,,"申込み期間内にマタニティ❤サロン電子申請フォームより、お申込みください。
初産婦、初回の申し込みの方が優先となります。
先着順でありません。申込多数の場合は出産予定日が近い方を優先させていただきます。
ご参加いただける方には、実施月の11日（11日が休日の場合は休日明け）に、時間等の詳細をメールでお知らせします。
参加可否のメールが届かない場合は、宇部市こども支援課（31-1732）にお問い合わせください。
電子申請ができないなどの場合は下記にお問い合わせください。
",https://www.city.ube.yamaguchi.jp/kosodate/kosodateouen/mokuteki/ninshin/1024784.html,詳細は宇部市ウェブサイト「マタニティサロン」検索番号1003273をご確認ください。
3.00002E+12,1024785,山口県,宇部市,令和7年度離乳食教室（前期コース）,離乳食教室（前期コース）,,2025/7/16,2025/7/16,10:00,11:30,,"
離乳食のすすめ方についてのお話
離乳食のミニ試食　（赤ちゃんは試食できません。）
離乳食Q＆A　管理栄養士、保健師が参加者の質問に答えます。
&nbsp;
",,,宇部市こども支援課,0836-31-1732,,,宇部市保健センター　2階　保健指導室,宇部市琴芝町二丁目1番10号,,,,,有り,22組,,,"申込期間内に離乳食教室電子申請フォームにてお申込みください。 （宇部市民に限る。）
初回の申し込みの方が優先となります。
予約は、受付順となりますので、お早めにお申し込みください。
&nbsp;
",https://www.city.ube.yamaguchi.jp/kosodate/kosodateouen/mokuteki/boshikenkou/soudankyoushitsu/1024785.html,詳細は宇部市ウェブサイト「離乳食教室」検索番号1003551をご確認ください。
3.00002E+12,1024785,山口県,宇部市,令和7年度離乳食教室（前期コース）,離乳食教室（前期コース）,,2025/8/20,2025/8/20,10:00,11:30,,"
離乳食のすすめ方についてのお話
離乳食のミニ試食　（赤ちゃんは試食できません。）
離乳食Q＆A　管理栄養士、保健師が参加者の質問に答えます。
&nbsp;
",,,宇部市こども支援課,0836-31-1732,,,宇部市保健センター　2階　保健指導室,宇部市琴芝町二丁目1番10号,,,,,有り,22組,,,"申込期間内に離乳食教室電子申請フォームにてお申込みください。 （宇部市民に限る。）
初回の申し込みの方が優先となります。
予約は、受付順となりますので、お早めにお申し込みください。
&nbsp;
",https://www.city.ube.yamaguchi.jp/kosodate/kosodateouen/mokuteki/boshikenkou/soudankyoushitsu/1024785.html,詳細は宇部市ウェブサイト「離乳食教室」検索番号1003551をご確認ください。
3.00002E+12,1024785,山口県,宇部市,令和7年度離乳食教室（前期コース）,離乳食教室（前期コース）,,2025/10/15,2025/10/15,10:00,11:30,,"
離乳食のすすめ方についてのお話
離乳食のミニ試食　（赤ちゃんは試食できません。）
離乳食Q＆A　管理栄養士、保健師が参加者の質問に答えます。
&nbsp;
",,,宇部市こども支援課,0836-31-1732,,,宇部市保健センター　2階　保健指導室,宇部市琴芝町二丁目1番10号,,,,,有り,22組,,,"申込期間内に離乳食教室電子申請フォームにてお申込みください。 （宇部市民に限る。）
初回の申し込みの方が優先となります。
予約は、受付順となりますので、お早めにお申し込みください。
&nbsp;
",https://www.city.ube.yamaguchi.jp/kosodate/kosodateouen/mokuteki/boshikenkou/soudankyoushitsu/1024785.html,詳細は宇部市ウェブサイト「離乳食教室」検索番号1003551をご確認ください。
3.00002E+12,1024785,山口県,宇部市,令和7年度離乳食教室（前期コース）,離乳食教室（前期コース）,,2025/11/19,2025/11/19,10:00,11:30,,"
離乳食のすすめ方についてのお話
離乳食のミニ試食　（赤ちゃんは試食できません。）
離乳食Q＆A　管理栄養士、保健師が参加者の質問に答えます。
&nbsp;
",,,宇部市こども支援課,0836-31-1732,,,宇部市保健センター　2階　保健指導室,宇部市琴芝町二丁目1番10号,,,,,有り,22組,,,"申込期間内に離乳食教室電子申請フォームにてお申込みください。 （宇部市民に限る。）
初回の申し込みの方が優先となります。
予約は、受付順となりますので、お早めにお申し込みください。
&nbsp;
",https://www.city.ube.yamaguchi.jp/kosodate/kosodateouen/mokuteki/boshikenkou/soudankyoushitsu/1024785.html,詳細は宇部市ウェブサイト「離乳食教室」検索番号1003551をご確認ください。
3.00002E+12,1024785,山口県,宇部市,令和7年度離乳食教室（前期コース）,離乳食教室（前期コース）,,2026/1/21,2026/1/21,10:00,11:30,,"
離乳食のすすめ方についてのお話
離乳食のミニ試食　（赤ちゃんは試食できません。）
離乳食Q＆A　管理栄養士、保健師が参加者の質問に答えます。
&nbsp;
",,,宇部市こども支援課,0836-31-1732,,,宇部市保健センター　2階　保健指導室,宇部市琴芝町二丁目1番10号,,,,,有り,22組,,,"申込期間内に離乳食教室電子申請フォームにてお申込みください。 （宇部市民に限る。）
初回の申し込みの方が優先となります。
予約は、受付順となりますので、お早めにお申し込みください。
&nbsp;
",https://www.city.ube.yamaguchi.jp/kosodate/kosodateouen/mokuteki/boshikenkou/soudankyoushitsu/1024785.html,詳細は宇部市ウェブサイト「離乳食教室」検索番号1003551をご確認ください。
3.00002E+12,1024785,山口県,宇部市,令和7年度離乳食教室（前期コース）,離乳食教室（前期コース）,,2026/2/18,2026/2/18,10:00,11:30,,"
離乳食のすすめ方についてのお話
離乳食のミニ試食　（赤ちゃんは試食できません。）
離乳食Q＆A　管理栄養士、保健師が参加者の質問に答えます。
&nbsp;
",,,宇部市こども支援課,0836-31-1732,,,宇部市保健センター　2階　保健指導室,宇部市琴芝町二丁目1番10号,,,,,有り,22組,,,"申込期間内に離乳食教室電子申請フォームにてお申込みください。 （宇部市民に限る。）
初回の申し込みの方が優先となります。
予約は、受付順となりますので、お早めにお申し込みください。
&nbsp;
",https://www.city.ube.yamaguchi.jp/kosodate/kosodateouen/mokuteki/boshikenkou/soudankyoushitsu/1024785.html,詳細は宇部市ウェブサイト「離乳食教室」検索番号1003551をご確認ください。
3.00002E+12,1024874,山口県,宇部市,令和7年度離乳食教室（後期コース）,離乳食教室（後期コース）,,2025/6/18,2025/6/18,10:00,11:30,,"
離乳食のすすめ方についてのお話
離乳食のミニ試食　（赤ちゃんは試食できません。）
離乳食Q＆A　管理栄養士、保健師が参加者の質問に答えます。
&nbsp;
",,,宇部市こども支援課,0836-31-1732,,,宇部市保健センター　2階　保健指導室,宇部市琴芝町二丁目1番10号,,,,,有り,22組,,,"申込期間内に離乳食教室電子申請フォームにてお申込みください。 （宇部市民に限る。）
初回の申し込みの方が優先となります。
予約は、受付順となりますので、お早めにお申し込みください。
&nbsp;
",https://www.city.ube.yamaguchi.jp/kosodate/kosodateouen/mokuteki/boshikenkou/soudankyoushitsu/1024874.html,詳細は宇部市ウェブサイト「離乳食教室」検索番号1003551をご確認ください。
3.00002E+12,1024874,山口県,宇部市,令和7年度離乳食教室（後期コース）,離乳食教室（後期コース）,,2025/9/17,2025/9/17,10:00,11:30,,"
離乳食のすすめ方についてのお話
離乳食のミニ試食　（赤ちゃんは試食できません。）
離乳食Q＆A　管理栄養士、保健師が参加者の質問に答えます。
&nbsp;
",,,宇部市こども支援課,0836-31-1732,,,宇部市保健センター　2階　保健指導室,宇部市琴芝町二丁目1番10号,,,,,有り,22組,,,"申込期間内に離乳食教室電子申請フォームにてお申込みください。 （宇部市民に限る。）
初回の申し込みの方が優先となります。
予約は、受付順となりますので、お早めにお申し込みください。
&nbsp;
",https://www.city.ube.yamaguchi.jp/kosodate/kosodateouen/mokuteki/boshikenkou/soudankyoushitsu/1024874.html,詳細は宇部市ウェブサイト「離乳食教室」検索番号1003551をご確認ください。
3.00002E+12,1024874,山口県,宇部市,令和7年度離乳食教室（後期コース）,離乳食教室（後期コース）,,2025/12/17,2025/12/17,10:00,11:30,,"
離乳食のすすめ方についてのお話
離乳食のミニ試食　（赤ちゃんは試食できません。）
離乳食Q＆A　管理栄養士、保健師が参加者の質問に答えます。
&nbsp;
",,,宇部市こども支援課,0836-31-1732,,,宇部市保健センター　2階　保健指導室,宇部市琴芝町二丁目1番10号,,,,,有り,22組,,,"申込期間内に離乳食教室電子申請フォームにてお申込みください。 （宇部市民に限る。）
初回の申し込みの方が優先となります。
予約は、受付順となりますので、お早めにお申し込みください。
&nbsp;
",https://www.city.ube.yamaguchi.jp/kosodate/kosodateouen/mokuteki/boshikenkou/soudankyoushitsu/1024874.html,詳細は宇部市ウェブサイト「離乳食教室」検索番号1003551をご確認ください。
3.00002E+12,1024874,山口県,宇部市,令和7年度離乳食教室（後期コース）,離乳食教室（後期コース）,,2026/3/18,2026/3/18,10:00,11:30,,"
離乳食のすすめ方についてのお話
離乳食のミニ試食　（赤ちゃんは試食できません。）
離乳食Q＆A　管理栄養士、保健師が参加者の質問に答えます。
&nbsp;
",,,宇部市こども支援課,0836-31-1732,,,宇部市保健センター　2階　保健指導室,宇部市琴芝町二丁目1番10号,,,,,有り,22組,,,"申込期間内に離乳食教室電子申請フォームにてお申込みください。 （宇部市民に限る。）
初回の申し込みの方が優先となります。
予約は、受付順となりますので、お早めにお申し込みください。
&nbsp;
",https://www.city.ube.yamaguchi.jp/kosodate/kosodateouen/mokuteki/boshikenkou/soudankyoushitsu/1024874.html,詳細は宇部市ウェブサイト「離乳食教室」検索番号1003551をご確認ください。
3.00002E+12,1024720,山口県,宇部市,「知っちょる？外来種学習会」参加者募集,ガイライシュガクシュウカイ,,2025/6/8,2025/6/8,9:30,11:00,,"実は身近な生きものである外来種について学び、これらを増やさないために一人ひとりが出来ることについて考えてみましょう。
特定外来生物オオキンケイギクの駆除体験も行います。
協力してくれた方にはプレゼントも！
&nbsp;
",0,,環境政策課,0836-34-8248,8248,,宇部市大字車地字寮ノ河内173番地,講堂,,,,,,定員20人 （先着順）,2025/6/6,,"以下URLから電子申請にてお申込みください。
https://logoform.jp/form/yuJH/954522
",https://www.city.ube.yamaguchi.jp/boshu/boshu_bunka/boshu_kouza/1024720.html,
3.00002E+12,1019324,山口県,宇部市,「夏休みこどもエコ教室」参加者募集,ナツヤスミコドモエコキョウシツ,,2025/8/2,2025/8/2,14:00,16:00,,"「エネルギーの創・蓄・省と工作教室」
パナソニック株式会社を講師に迎え、電気を創ること・蓄電・省エネについて30分学習した後、太陽光発電の学習キットを自作し、次世代エネルギーについて楽しく学びます。
&nbsp;
申し込み期間：令和7年7月1日（火曜日）～令和7年7月31日（木曜日）　終日

&nbsp;
",,無料,環境政策課,0836-34-8245,,宇部市,宇部市立図書館 講座室,宇部市琴芝町一丁目1番33号,,33.95516076,131.2515489,"電車：JR琴芝駅下車　徒歩10分
バス：図書館※市街地循環線　徒歩0分、図書館・県総合庁舎下車※「めぐりーな」路線　徒歩3分",有(無料),20組※先着順,2025/7/31,,"氏名(参加者及び保護者)、住所、電話番号を電子申請にてお知らせください。
電子申請
ページ下部「電子申請」の項に記載するリンク先あるいは、チラシ掲載の二次元バーコードからお申込みください。
",https://www.city.ube.yamaguchi.jp/boshu/boshu_bunka/boshu_kouza/1019324.html,
3.00002E+12,1017709,山口県,宇部市,里山ビオトープ二俣瀬で活動したい人を募集,オヤコシゼンカンサツタイ,,2025/4/1,2025/11/30,,,,"月1回程度、土曜日開催、自然観察・体験活動を行います(午前9時～11時頃)。
日程等の詳細は3月中旬ごろにお知らせします。
ビオトープでの活動の後は刈草回収1往復などの簡単な維持管理体験を含みます。
※毎回参加を基本としますが、やむを得ず欠席される場合はその旨を別途ご連絡ください。
&nbsp;
スケジュール（今後実施月及び内容変更の可能性あり）
開催予定月
内容
4月
野草観察
5月
野鳥観察
6月
田植え体験
7月
沢登り(川のいきもの採集)
9月
稲刈り
10月
昆虫観察
11月
振り返り＆解隊式
&nbsp;
",,無料,環境政策課,0836-34-8248,,宇部市,里山ビオトープ二俣瀬　※稲作の行事は少し離れた場所で実施します。,大字車地字山田332番地1,,34.05139,131.29194,"●公共交通機関ご利用の場合
　バス：木田バス停下車　徒歩15分
●自家用車でお越しの場合、駐車場をご利用ください
",,25家族,2025/2/28,,"住所、参加する親子の氏名、子どもの学校名、学年、電話番号、メールアドレスを申込みフォーム、ファクスにてお知らせください。
申込みフォーム
チラシ掲載の2次元バーコードあるいは本ウェブサイト下部「申込みフォーム」の項に記載するリンク先からお申込みください。
ファクス
0836-22-6016
",https://www.city.ube.yamaguchi.jp/boshu/boshu_bunka/boshu_kouza/1017709.html,
3.00002E+12,1025181,山口県,宇部市,折り紙でイルカリースをつくろう！,オリガミデイルカリースオツクロウ,,2025/6/7,2025/6/7,13:30,14:20,※講義形式で行います。,"折り紙を6枚使って、イルカのリースを作ります。
",,無料,宇部市学びの森くすのき,67-1277,,, 宇部市学びの森くすのき　市民交流室,宇部市大字船木361番地6,,,,,,先着10人,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1025181.html,
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2025/6/7,2025/6/7,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2025/6/14,2025/6/14,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2025/6/21,2025/6/21,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
